"t0_hhid","hhid","pid_unps","PID","availablevisit1","ws2aq1a","ws2aq1b_1","ws2aq1b","ws2aq1c","ws2aq2","ws2aq3","ws2aq4","ws2aq5"
"H2650601","51d860bacedc4540bc66a6084a867aef","P26506-001",1,1,3,,,,1,1,20,"21"
"H2650601","51d860bacedc4540bc66a6084a867aef","P26506-002",2,2,,,,,,,,
"H3880201","51e125d8584c4a1fbf84a34022b36d57","P38802-003",3,2,,,,,,,,
"H3880201","51e125d8584c4a1fbf84a34022b36d57","P38802-001",1,1,1,2,,1,,,,
"H1510301","51f8e3e3a3bd4110af3bb137ddc8b25c","P15103-003",3,1,3,,,,3,,,
"H1510301","51f8e3e3a3bd4110af3bb137ddc8b25c","P15103-004",4,2,,,,,,,,
"H1510301","51f8e3e3a3bd4110af3bb137ddc8b25c","P15103-006",6,2,,,,,,,,
"H3530801","51fba1bfc8404717ab3cf216c70d8d37","P35308-001",1,1,3,,,,1,3,16,"22"
"H3530801","51fba1bfc8404717ab3cf216c70d8d37","P35308-002",2,1,3,,,,3,,,
"H3530801","51fba1bfc8404717ab3cf216c70d8d37","P35308-004",4,2,,,,,,,,
"H0570602","5213ba3ed5f446d08b430c0949c0c60d",,3,1,1,1,"2",1,,,,
"H2700501","521d82321e1141a9ab92b4e16fd86117","P27005-002",2,1,1,1,"1",1,,,,
"H2700501","521d82321e1141a9ab92b4e16fd86117","P27005-007",4,1,3,,,,3,,,
"H1940901","521e52771add45659e1539322786c4e9","P19409-004",3,2,,,,,,,,
"H3400701","5231fd12f8fe4028859bd9c1f70f9adb","P34007-002",2,2,,,,,,,,
"H1670901","5271dffd0ee74ae8a50f7a3b9cf68d57",,6,1,1,1,"1",2,,,39,
"H2780701","52954922cd9f45d7bab5fbf415bc2c36","P27807-008",8,2,,,,,,,,
"H2780701","52954922cd9f45d7bab5fbf415bc2c36","P27807-007",7,1,3,,,,3,,,
"H2780701","52954922cd9f45d7bab5fbf415bc2c36","P27807-003",3,2,,,,,,,,
"H2780701","52954922cd9f45d7bab5fbf415bc2c36","P27807-002",2,2,,,,,,,,
"H3890901","52b0b321182a4de2a62e053475314b38","P38909-002",2,1,2,1,"1",1,,,,
"H1400101","52dc7930992a4b739539c06b92b182f5","P14001-006",5,1,3,,,,3,,,
"H1400101","52dc7930992a4b739539c06b92b182f5","P14001-002",2,1,1,1,"1",1,,,,
"H1400101","52dc7930992a4b739539c06b92b182f5","P14001-007",6,2,,,,,,,,
"H3880901","531a57d2f18e4fdab6d1ee4386d7afa7","P38809-002",2,1,1,1,"1",2,,,16,
"H4250702","531f932f7d3744308f1c7f3c847cc75d",,4,1,1,1,"1",1,,,,
"H3730901","53399ff70da24959b55f07ef32e68cdb",,2,1,1,1,"1",2,,,15,
"H3050401","53462ef57ae143d8b96f067bb59b8a03",,3,1,3,,,,1,1,20,"25"
"H0870901","5357b6b25f384400828e806b97e29ccf","P08709-002",2,1,1,1,"1",1,,,,
"H1900701","535c7489e9424a8bb2aa8bfb793a72b5","P19007-001",1,1,3,,,,2,3,17,"21"
"H2810702","5373ac6545fb4f6899799c27ff34daa1","P28107-002",1,1,2,1,"4",2,,,18,
"H3661001","5383f01ac0ae4bad95a8373d96fc1f37","P36610-002",2,1,1,1,"1",1,,,,
"H2820901","538b414197fc4ee3af926fadfc752da3","P28209-004",3,1,3,,,,2,3,22,"30"
"H2820901","538b414197fc4ee3af926fadfc752da3","P28209-002",2,1,1,1,"1",1,,,,
"H3820201","53b3f8fa3fe5412f900aa5996efc5442","P38202-003",3,1,3,,,,2,3,17,"18"
"H0880202","53bcc83ab7a34dcc947d65a5275cb1ab",,8,1,3,,,,1,3,18,"25"
"H4060101","53c3163d9d774ee2b3f98bc9585e7ad1","P40601-002",2,1,1,1,"1",1,,,,
"H3630501","53c6211522df4b8bb78cbdf9a34b89fa",,7,1,3,,,,2,3,16,"25"
"H3630501","53c6211522df4b8bb78cbdf9a34b89fa","P36305-001",1,1,3,,,,3,,,
"H3310501","53de71d428b94cc3869a96c4d6904aac","P33105-003",3,1,3,,,,3,,,
"H3310501","53de71d428b94cc3869a96c4d6904aac","P33105-002",2,1,1,2,,2,,,18,
"H4290601","53e96a911e56424c8a52c53a41f5b45e","P42906-004",4,1,3,,,,3,,,
"H4290601","53e96a911e56424c8a52c53a41f5b45e","P42906-002",2,1,1,1,"1",1,,,,
"H2640201","5408af0f56244bdd95758c5f9bb2d50b","P26402-002",2,1,1,1,"1",1,,,,
"H2640201","5408af0f56244bdd95758c5f9bb2d50b","P26402-004",4,2,,,,,,,,
"H2640201","5408af0f56244bdd95758c5f9bb2d50b","P26402-003",3,2,,,,,,,,
"H2560701","5427a8b8165144cbb6b8091b2f6125ba",,3,2,,,,,,,,
"H2560701","5427a8b8165144cbb6b8091b2f6125ba",,1,1,1,1,"11",1,,,,
"H2560701","5427a8b8165144cbb6b8091b2f6125ba",,4,2,,,,,,,,
"H1200302","542bc4afbc2440c796d9ca699bb8b103","P12003-020",3,1,1,1,"1",1,,,,
"H4160101","54599a6e202d4e39bf9c647caf59cf2c","P41601-004",3,1,3,,,,3,,,
"H4160101","54599a6e202d4e39bf9c647caf59cf2c",,10,1,3,,,,3,,,
"H4160101","54599a6e202d4e39bf9c647caf59cf2c",,9,2,,,,,,,,
"H4160101","54599a6e202d4e39bf9c647caf59cf2c","P41601-005",4,2,,,,,,,,
"H3080201","545edc11914246b580410d5426edf258","P30802-004",3,1,3,,,,2,3,15,"32"
"H3080201","545edc11914246b580410d5426edf258","P30802-005",4,2,,,,,,,,
"H3660601","5479d4e42e5a45b48b7842109dd988a9","P36606-002",2,1,1,1,"1",2,,,13,
"H1420301","5492b31122394bc187ed7c5971d1a0fe","P14203-002",2,1,1,1,"1",1,,,,
"H1420301","5492b31122394bc187ed7c5971d1a0fe","P14203-004",4,1,3,,,,3,,,
"H1420301","5492b31122394bc187ed7c5971d1a0fe","P14203-003",3,2,,,,,,,,
"H3030901","54c682fa243a4044819123d46855aa4e","P30309-013",10,1,3,,,,3,,,
"H0380901","54d01494a9d946cb8a27022831e34162","P03809-005",4,2,,,,,,,,
"H0380901","54d01494a9d946cb8a27022831e34162",,11,1,3,,,,3,,,
"95","54de03c67c5b49708c8c9b19aabdb17e",,2,1,2,1,"1",2,,,20,
"H2820202","550728480cdd444ab7789c9a1aef22c3",,2,1,2,1,"1",1,,,,
"H0880201","55088cd12c054cdd9ad8f6f1492d73b0","P08802-001",1,1,3,,,,2,1,15,"26"
"H4250201","5534a75a59474d3294d918b5fa7f5286",,1,1,2,1,"4",1,,,,
"H1430201","55360d9011004e5b826d4113a194ffbc","P14302-005",1,1,1,1,"2",1,,,,
"H2810601","5567178aba8d4c73a0a3ea3737f0ea56","P28106-008",5,1,1,1,"1",1,,,,
"H2810601","5567178aba8d4c73a0a3ea3737f0ea56","P28106-004",3,2,,,,,,,,
"H3800601","558f93246e334db5946da85ae6ffc323","P38006-003",3,2,,,,,,,,
"H3800601","558f93246e334db5946da85ae6ffc323","P38006-002",2,1,2,1,"1",1,,,,
"H1140901","559ab2786e0f4d109cbbb9c5c1b87f6a","P11409-003",3,1,3,,,,3,,,
"H1140901","559ab2786e0f4d109cbbb9c5c1b87f6a","P11409-002",2,1,3,,,,3,,,
"H1140901","559ab2786e0f4d109cbbb9c5c1b87f6a","P11409-001",1,1,1,1,"6",1,,,,
"H0540301","55f1f7c4e0864a2aa6696a274b6d507c","P05403-009",6,1,3,,,,3,,,
"H0540301","55f1f7c4e0864a2aa6696a274b6d507c","P05403-007",4,1,3,,,,3,,,
"H0540301","55f1f7c4e0864a2aa6696a274b6d507c","P05403-008",5,1,3,,,,3,,,
"H0400302","5607c038dc64441e8c59d1e05d4951da","P04003-018",2,1,1,1,"1",2,,,18,
"H0400302","5607c038dc64441e8c59d1e05d4951da",,9,1,3,,,,3,,,
"H3370601","563c48be0fdd41358c2877837f00db38",,4,2,,,,,,,,
"H3370601","563c48be0fdd41358c2877837f00db38","P33706-004",2,2,,,,,,,,
"H1430301","564d7f5aa857466095d2191400d63e85",,10,1,2,1,"4",1,,,,
"H1200501","56728bec369949a8a4b1b4edf32bc6af","P12005-004",3,2,,,,,,,,
"H1200501","56728bec369949a8a4b1b4edf32bc6af","P12005-002",2,1,1,1,"1",1,,,,
"H2970201","568375ecda864d8180fe9238a48219dd","P29702-002",2,1,1,1,"1",1,,,,
"H4230201","56931164f188434fbfceacf2c4435a96","P42302-003",3,1,1,1,"2",1,,,,
"H1400602","56a0fed34740470987aa0b6052b6909a","P14006-003",1,1,1,1,"3",1,,,,
"H4290201","56aed66c56394ddbbf2e62a36669288f",,8,1,3,,,,1,3,22,"28"
"H4290201","56aed66c56394ddbbf2e62a36669288f","P42902-003",3,2,,,,,,,,
"H0590301","56e3e1c314164a0fa1a2774e2b0b5d67","P05903-003",2,1,1,1,"1",1,,,,
"H2080502","56f49c328bd343bea38fe38788c0cf75","P20805-014",1,1,2,1,"2",2,,,20,
"H3070701","5707908afe89497389391064d30414f4","P30707-004",4,1,3,,,,3,,,
"H3070701","5707908afe89497389391064d30414f4","P30707-005",5,1,3,,,,3,,,
"H3070701","5707908afe89497389391064d30414f4","P30707-002",2,1,1,1,"1",1,,,,
"H3070701","5707908afe89497389391064d30414f4","P30707-006",6,1,3,,,,3,,,
"H3070701","5707908afe89497389391064d30414f4","P30707-003",3,2,,,,,,,,
"H2351001","572b0a7cc7da4e91ba93ae3315842b54","P23510-002",1,1,3,,,,2,3,15,"25"
"H3750301","5734a2246f634bcfb29c51559f4836fb",,2,1,2,2,,2,,,18,
"H3630201","573c6349c76242f5b6e860ce81436a70","P36302-004",4,2,,,,,,,,
"H3630201","573c6349c76242f5b6e860ce81436a70","P36302-003",3,2,,,,,,,,
"H3630201","573c6349c76242f5b6e860ce81436a70","P36302-002",2,1,2,1,"1",1,,,,
"H3630201","573c6349c76242f5b6e860ce81436a70","P36302-008",8,1,3,,,,3,,,
"H3070201","57818230d8004746ae282ae1581f68f0","P30702-005",3,1,3,,,,3,,,
"H3070201","57818230d8004746ae282ae1581f68f0","P30702-002",2,1,1,1,"1",1,,,,
"H0231001","57a5f0babb5d4d88b81212386803abb7","P02310-002",2,1,3,,,,1,3,20,"23"
"H0231001","57a5f0babb5d4d88b81212386803abb7","P02310-003",3,1,3,,,,3,,,
"H0231001","57a5f0babb5d4d88b81212386803abb7","P02310-005",4,1,3,,,,3,,,
"H1020101","57ae070c1d7b4e8e944702dfb0583a05",,5,1,2,1,"1",2,,,17,
"H2790401","57bbdd9ff60448b2b467829bc8440414","P27904-004",4,2,,,,,,,,
"H2790401","57bbdd9ff60448b2b467829bc8440414","P27904-002",2,1,1,1,"1",1,,,,
"H1270501","57ccf37c106343ef8d0b5290a8f43341","P12705-001",1,1,2,2,,1,,,,
"H1270501","57ccf37c106343ef8d0b5290a8f43341","P12705-005",5,2,,,,,,,,
"H2780501","57cd47f350184759914c44d7045f55f5","P27805-002",2,1,1,1,"1",1,,,,
"H2780501","57cd47f350184759914c44d7045f55f5","P27805-004",4,2,,,,,,,,
"H4030401","57da26b97b97492ebe603668a5cc9bdb","P40304-002",2,1,1,1,"1",1,,,,
"H4100901","57e32c02860643b6a6dfded348d9c057","P41009-009",9,2,,,,,,,,
"H4100901","57e32c02860643b6a6dfded348d9c057","P41009-003",3,2,,,,,,,,
"H3770704","58082b68a19d4c94bc68b782dc32c08c",,2,1,1,1,"1",1,,,,
"H2810802","581130cd10c04094bc7696a3a0d968a3","P28108-003",3,1,2,1,"4",1,,,,
"H0670701","58119e24be074c9686598be02dec1b2b","P06707-005",4,2,,,,,,,,
"H1430102","58474e1b1ce94664be2810d340184cc9","P14301-008",3,1,1,1,"1",1,,,,
"H3870101","5859b42a60394289800816f7a2efb0f5",,4,2,,,,,,,,
"H3870101","5859b42a60394289800816f7a2efb0f5",,1,1,1,2,,1,,,,
"H3190702","587e1941dd6c4b6b846e21efc8727fc2",,2,1,2,1,"1",1,,,,
"H3070103","58a70201e82842bf8aa7e876027b062d","P30701-016",2,2,,,,,,,,
"H3390401","58abc64e52ea4b00bd67d72c77a55bfe","P33904-002",2,2,,,,,,,,
"H3930201","58cf8ecb501b45ecb5c87fd71558f4b4","P39302-002",2,1,1,1,"1",1,,,,
"H1830601","58da1746104a4fedb12ad12aef4bbb7b","P18306-001",1,1,3,,,,1,1,15,"20"
"H1830601","58da1746104a4fedb12ad12aef4bbb7b","P18306-004",4,1,3,,,,3,,,
"H1400202","58eceee2ee434848a3089c064bcf7721","P14002-003",1,1,2,2,,2,,,20,
"H2610602","590852baf65a4ef4af288625ea971556","P26106-004",1,1,2,1,"2",1,,,,
"H3540801","591581397e574fc59f68cc5e0ae652fc","P35408-006",6,2,,,,,,,,
"H3540801","591581397e574fc59f68cc5e0ae652fc","P35408-004",4,2,,,,,,,,
"H3730101","5916d9918f1e40c38f123552550aa014","P37301-006",6,2,,,,,,,,
"H3730101","5916d9918f1e40c38f123552550aa014","P37301-005",5,2,,,,,,,,
"H1900803","59316d9321ae4af993df50884e750a71",,3,1,2,1,"1",2,,,15,
"H1620501","594e3f9e818041ea9503576b21b74977",,12,1,1,1,"3",1,,,,
"H1620501","594e3f9e818041ea9503576b21b74977",,1,2,,,,,,,,
"H1860601","59677586640d45cba4c12a75193b7891","P18606-003",3,1,3,,,,2,3,18,"22"
"H1421001","598eac4b8a7c4a238eed7db182187ee2","P14210-006",5,1,3,,,,3,,,
"H1421001","598eac4b8a7c4a238eed7db182187ee2",,12,1,2,1,"-999999999",1,,,,
"H1421001","598eac4b8a7c4a238eed7db182187ee2","P14210-010",8,1,1,1,"-999999999",1,,,,
"H3420401","59950365ce924fbeade7ffc07ed6005b","P34204-002",2,1,2,1,"1",1,,,,
"H3491001","599fa408edf945fe84b6b610f7afce88",,9,1,3,,,,3,,,
"H3491001","599fa408edf945fe84b6b610f7afce88","P34910-002",2,1,1,1,"1",1,,,,
"H1820502","59a75b63f8b2478daa8f2afe067eb61d","P18205-003",1,1,1,1,"2",1,,,,
"H1400302","59af43dd132840e7a3d907037ed3e8e2","P14003-021",2,1,1,1,"1",1,,,,
"H0810701","59e9cfa7d69d431385ca9aa6c9d789b9","P08107-002",2,1,1,1,"1",1,,,,
"H2640501","59f88ad21fc7425d8ed8b0f2e4d26f6e","P26405-002",2,1,2,1,"1",1,,,,
"H4170101","5a4cafd1a6114325a790f9ff6a5c2d7b",,3,1,1,1,"2",1,,,,
"H3830701","5a5764a883b741edb61f3cf0647aab27",,7,1,1,1,"1",2,,,19,
"H3830701","5a5764a883b741edb61f3cf0647aab27",,10,2,,,,,,,,
"H0420301","5a5af9e0c5ea4a94a8071e56c277b3ae","P04203-002",2,1,1,1,"1",2,,,15,
"H4060301","5a5d131ca2f04438874f1078498881ec",,7,2,,,,,,,,
"H4060301","5a5d131ca2f04438874f1078498881ec",,6,1,2,1,"1",2,,,17,
"H1900702","5a734b3c6539499291255d809f3220be","P19007-006",2,1,1,1,"1",2,,,16,
"H0530501","5a8cc7602c324f3893cedb9d219f05f9","P05305-007",3,1,3,,,,3,,,
"H2380602","5aa74ca9930c416bb69c9e2f27e439a6",,5,1,1,1,"1",2,,,16,
"H1310701","5abb4c8b03414d8d87da4b062242ddb9","P13107-019",6,1,2,1,"5",1,,,,
"H0610402","5abb7f44f2cc4a67bafa08cdabb8bbd1","P06104-021",2,1,1,1,"3",1,,,,
"81","5ac46de58fdd4a6287280f189952a28f",,2,2,,,,,,,,
"H0240901","5adcbc4d7e1e4559beda0d0827c35b83","P02409-001",1,1,3,,,,2,3,25,"30"
"H3540301","5b1d361bc09a4285b0cabf119afc7904","P35403-002",2,1,2,1,"1",1,,,,
"H2030401","5b1fe04a4f46463ca627e2ec81aeea2d","P20304-001",1,1,2,2,,1,,,,
"H2030401","5b1fe04a4f46463ca627e2ec81aeea2d","P20304-002",2,2,,,,,,,,
"H1320502","5b3f449e0899444ea283af63d8bb63f7","P13205-002",1,1,1,2,,1,,,,
"H1320502","5b3f449e0899444ea283af63d8bb63f7","P13205-010",3,1,3,,,,3,,,
"H1740101","5b40bcbd3b7e4c51aca08b7c7e27922d","P17401-008",6,2,,,,,,,,
"H1740101","5b40bcbd3b7e4c51aca08b7c7e27922d","P17401-005",4,2,,,,,,,,
"H1740101","5b40bcbd3b7e4c51aca08b7c7e27922d","P17401-002",2,1,1,1,"1",1,,,,
"H1740101","5b40bcbd3b7e4c51aca08b7c7e27922d",,13,1,3,,,,2,3,17,"23"
"H1740101","5b40bcbd3b7e4c51aca08b7c7e27922d","P17401-009",7,1,3,,,,3,,,
"H1700202","5b4873825f5943019a35e7f77e655f9b","P17002-005",1,1,2,1,"4",2,,,17,
"H2160802","5b55ae8c2e124c06b88d9683995ac28c","P21608-002",1,1,1,1,"2",1,,,,
"H2650501","5b5a707469dc44058cae29996ae337df","P26505-002",2,1,1,1,"1",1,,,,
"H3690501","5b65d59ec2be44a99aea697a8b29e93b","P36905-002",2,1,2,1,"6",2,,,16,
"H2520402","5b6caf67fa4844a3afc132358c488d18","P25204-011",2,1,1,1,"1",2,,,15,
"H1770801","5b9a8107f7854b3b97e9d2b5c6287ad7","P17708-009",6,1,3,,,,3,,,
"H1770801","5b9a8107f7854b3b97e9d2b5c6287ad7","P17708-010",7,1,3,,,,3,,,
"H2350903","5ba24740654f468994dec57f3196f105",,2,1,2,1,"1",2,,,16,
"H1680902","5bedc944beb348dd9e665ff64e4b3cfb","P16809-009",2,1,1,1,"1",1,,,,
"H4170801","5c22a0cac6f04ae2b1cb59b2bffc234e","P41708-005",5,1,3,,,,3,,,
"H1700902","5c482291f5644f51ac5a26e41fb423cf",,2,1,2,1,"1",1,,,,
"H1821004","5c60c2af92fc4cc1bb3ed7226330679b","P18210-024",2,1,1,1,"1",1,,,,
"H2660201","5c776e6c88ca41419d9093cdcf0017dd","P26602-004",2,2,,,,,,,,
"H0630101","5c837f7649a04b1da579a61fbc05f673","P06301-001",1,1,2,1,"4",2,,,17,
"1","5c9e36ac584945878990e72179fa4766",,2,2,,,,,,,,
"H1640601","5ca1c7853cb8405da3bad7f88c61e6ae","P16406-005",5,2,,,,,,,,
"H1640601","5ca1c7853cb8405da3bad7f88c61e6ae","P16406-006",6,1,3,,,,3,,,
"H1640601","5ca1c7853cb8405da3bad7f88c61e6ae",,12,2,,,,,,,,
"H1640601","5ca1c7853cb8405da3bad7f88c61e6ae","P16406-003",3,2,,,,,,,,
"H1180701","5cc21d790c8d43e19134c3d06b510440",,6,1,1,1,"1",2,,,18,
"H1490201","5d00f9e5b3004fbab2b062d87bc75ca9","P14902-007",7,2,,,,,,,,
"H1490201","5d00f9e5b3004fbab2b062d87bc75ca9","P14902-002",2,1,2,1,"1",1,,,,
"H1490201","5d00f9e5b3004fbab2b062d87bc75ca9",,11,2,,,,,,,,
"H2810401","5d08e1cff4d44812ab1a9d109df3030b","P28104-004",4,2,,,,,,,,
"H2810401","5d08e1cff4d44812ab1a9d109df3030b","P28104-002",2,1,2,1,"1",1,,,,
"H2960802","5d114e93f4864c71ab4a6cea448b86ef",,5,1,1,1,"2",2,,,21,
"H3580501","5d2dc4e2880c4334b16b2a1746a34330","P35805-004",4,2,,,,,,,,
"H3960701","5d600e6d4cc8413b8e25be770e1690dd","P39607-001",1,1,1,2,,1,,,,
"H3370101","5d9e89e7fa574156a0d8083eaae19c97",,2,1,2,1,"1",1,,,,
"H4180701","5da3f07cfbfb4a47afbad1f2ef88708b",,7,2,,,,,,,,
"H4180701","5da3f07cfbfb4a47afbad1f2ef88708b","P41807-001",1,1,1,2,,1,,,,
"H3760501","5dad6f82a0ce46ff850ee81e017ccf55","P37605-003",3,1,3,,,,3,,,
"H3760501","5dad6f82a0ce46ff850ee81e017ccf55","P37605-002",2,1,2,2,,1,,,,
"71","5daffb57e96b4b71824e9edf2a78efaf",,2,2,,,,,,,,
"H0950901","5db557cd28d843eb8afbd97ed4f9921c","P09509-001",1,1,3,,,,1,2,,"##N/A##"
"H0950901","5db557cd28d843eb8afbd97ed4f9921c","P09509-003",3,2,,,,,,,,
"H2970603","5dbf0d9e368d4a4d98668160c2f2245d","P29706-006",1,2,,,,,,,,
"H0420901","5e1d64267a2c4563931fa0730f6aec89","P04209-007",4,2,,,,,,,,
"H2040903","5ea0ff6c6cdc4a3da2ece713f7a38d90","P20409-016",3,1,1,2,,2,,,18,
"H3531001","5ea2db5662ee423daaffef4fef820742","P35310-002",2,1,1,1,"1",1,,,,
"H4060701","5eaeb178bc5d41bbac26258e28b64fad","P40607-001",1,1,2,2,,2,,,15,
"H1640101","5ed508a731684151a6e79572211427ef","P16401-007",5,1,3,,,,3,,,
"H1640101","5ed508a731684151a6e79572211427ef","P16401-008",6,1,3,,,,3,,,
"H1640101","5ed508a731684151a6e79572211427ef","P16401-003",3,1,3,,,,3,,,
"H1640101","5ed508a731684151a6e79572211427ef","P16401-002",2,1,1,1,"1",2,,,15,
"H2390301","5ef261dcd84f45e0a139f83b001486ae","P23903-003",2,2,,,,,,,,
"H3930101","5f2efd1361104001a2c404a0867ccd02","P39301-002",2,1,1,1,"1",1,,,,
"H0071001","5f455d0066d644eabf199859d7416df5","P00710-007",7,2,,,,,,,,
"H0071001","5f455d0066d644eabf199859d7416df5","P00710-005",5,2,,,,,,,,
"H0071001","5f455d0066d644eabf199859d7416df5","P00710-008",8,2,,,,,,,,
"H3360501","5f55548a1f2a46309017e9af3ce923a8","P33605-002",2,1,1,1,"1",2,,,18,
"H3510801","5f869d74cb7847faa9014b1f9feaa239","P35108-002",2,2,,,,,,,,
"H3850501","5fa72e1943fb48c2936d502692ba155e","P38505-002",2,1,1,1,"1",1,,,,
"H3850501","5fa72e1943fb48c2936d502692ba155e","P38505-009",9,2,,,,,,,,
"H3850301","5face35ca9d84c1f9b27f7610d04d3fd","P38503-002",2,1,3,,,,3,,,
"H1070401","5fb04dcdf9204b1aafcf52cf33a45555","P10704-010",6,2,,,,,,,,
"H1070401","5fb04dcdf9204b1aafcf52cf33a45555","P10704-002",2,1,1,1,"1",2,,,15,
"H2870901","5ff92c1b873a4b9b8aeb9f4ae270a9bb",,7,1,2,2,,1,,,,
"H2560101","600b3c89a6af42e0afb57da459a48d12",,1,1,1,1,"6",1,,,,
"H3511001","6033318b4d9b40c0be9d6af56b4243d4","P35110-005",1,1,1,1,"2",1,,,,
"H3720901","6054f4586c2e42029b16a68e1e57390a",,9,1,3,,,,3,,,
"H3720901","6054f4586c2e42029b16a68e1e57390a","P37209-002",2,1,2,1,"1",1,,,,
"H1800503","6062aecaa2f84d388bfe9151d63cb83d",,6,1,3,,,,3,,,
"H1800503","6062aecaa2f84d388bfe9151d63cb83d","P18005-003",1,1,1,1,"2",1,,,,
"H4230401","606c4146e96e4f0d98bfd39f2168a7f5","P42304-002",2,1,1,2,,2,,,16,
"H2780802","6091c4ecb9bd4c6f97eb0be6c93a5dd5","P27808-003",1,1,1,1,"2",1,,,,
"H0460401","60c1073a75944e17993ba62c536c1002","P04604-002",2,1,3,,,,1,2,16,"35"
"H1700703","60e7140ffa4444c8a66604d6d775fc56","P17007-004",1,1,1,1,"2",1,,,,
"H3220503","60e9827e55c149eaba5d05ff45307bad",,7,1,,,,,,,,
"H3050202","60f4ff95ed42488d9604bbdbd4e49c33",,6,1,3,,,,3,,,
"H3050202","60f4ff95ed42488d9604bbdbd4e49c33","P30502-003",1,1,1,1,"2",1,,,,
"H0810101","60fa49b5b7904bbf9ced2e0347042a79",,3,1,3,,,,2,3,22,"40"
"H3450901","61322865960249d3a6876a99b55d5706","P34509-002",2,1,1,1,"1",1,,,,
"H4050301","615238b7741c46738f4d7f57394fc606","P40503-002",2,1,1,1,"1",1,,,,
"H1300301","61ba986ca31e44dba2dc442a3384855a","P13003-002",2,1,2,1,"1",2,,,14,
"H4110801","61d6ec7de6264491ae222a9863eb52cc","P41108-002",2,1,1,1,"1",1,,,,
"H4110801","61d6ec7de6264491ae222a9863eb52cc","P41108-005",5,1,3,,,,3,,,
"H4110801","61d6ec7de6264491ae222a9863eb52cc","P41108-004",4,1,3,,,,3,,,
"H1700301","61f9803fd4b843269d85759fa849a22c","P17003-005",5,2,,,,,,,,
"H1700301","61f9803fd4b843269d85759fa849a22c","P17003-002",2,1,1,1,"1",1,,,,
"H4120701","62450077713b4673a71e4064f7779231",,5,1,3,,,,2,3,14,"19"
"H4120701","62450077713b4673a71e4064f7779231","P41207-001",1,1,3,,,,1,3,14,"25"
"H4200701","625359273de24f86b536582e950699a5","P42007-001",1,1,2,1,"2",2,,,20,
"H2810801","62725579e7604d66b37cce74651f8e29",,1,1,1,2,,1,,,,
"H3710501","62ad1de1a353433da43f065f68fcf4f3","P37105-002",2,1,1,1,"1",2,,,17,
"H1900804","62e29bf3fc4a413aa19ecb3a69a472d2","P19008-010",2,1,1,1,"1",1,,,,
"H1440601","62ef03f7946645638209d9001a348dc3",,3,1,3,,,,3,,,
"H2150301","62f7f39afcd14f4e847cb535a4a4edd2","P21503-003",3,1,1,2,,1,,,,
"H3040701","62f98b948054472f9af377f0770b822f",,2,1,1,1,"1",1,,,,
"H3040701","62f98b948054472f9af377f0770b822f",,6,2,,,,,,,,
"H1070701","630a78370ca1494dac008cf11af8102b",,2,1,1,1,"1",2,,,19,
"H2870201","632260cfa6a741779f8254ac123bee17","P28702-002",2,1,1,1,"1",1,,,,
"H2500201","632545c257874a7ab6311d70e74321bc","P25002-002",2,1,2,1,"1",1,,,,
"H0591001","632b07964a574cafb3592a27f3f4ff9e",,4,1,3,,,,3,,,
"H0591001","632b07964a574cafb3592a27f3f4ff9e",,2,2,,,,,,,,
"H0591001","632b07964a574cafb3592a27f3f4ff9e",,3,1,3,,,,3,,,
"H2740601","637816b51cc8476ababc6260c06e01a0","P27406-004",4,2,,,,,,,,
"H2740601","637816b51cc8476ababc6260c06e01a0","P27406-001",1,1,1,1,"2",1,,,,
"H1100201","639904b89f424930a608975e652cb2d7","P11002-002",2,1,1,1,"1",1,,,,
"H3090102","63ad54dedc9a4e7784c26bc1f05549ed","P30901-008",1,1,3,,,,1,3,15,"18"
"104","63b8601905934187aaf836099b96f3b3",,2,1,1,1,"1",1,,,,
"H0590602","63c175864ac14ffa92f71b1872f65e89",,4,1,3,,,,3,,,
"H2940201","63c8b7066e6c456ab3c9c177a13e84e1","P29402-003",3,1,3,,,,2,3,18,"25"
"H1191001","63d26b88b52948da88f088281ce5f0ad","P11910-011",4,2,,,,,,,,
"H1150601","63d68e788cec45b8b21ccb97b0f532d0",,8,1,3,,,,2,3,15,"20"
"H1150601","63d68e788cec45b8b21ccb97b0f532d0",,9,1,3,,,,3,,,
"H4051001","63ff4cd3a3c94b1390bbccba110d8bdc","P40510-002",2,1,1,1,"1",1,,,,
"H1940202","643ee97f892c4103ac3d3754bee00180","P19402-008",1,1,3,,,,2,3,22,"26"
"H4290101","647ead78534846fca4b97844fa55637d","P42901-002",2,1,3,,,,3,,,
"H2200403","64ac3328a38747a8b77a2b4ac460c0a1","P22004-040",2,1,1,1,"1",1,,,,
"H3060701","64c08aec305d4b6b934e8e83e8f2d2ec","P30607-002",2,2,,,,,,,,
"H0740401","64cc6f0e9fab4d70a99c87a35c80983d","P07404-002",2,1,1,1,"1",2,,,14,
"H2620603","64d62adeb0ef45c99d25468d46d582b5","P26206-007",1,1,2,1,"2",1,,,,
"H2440301","64e1798107b1444482207808be5e3ac6","P24403-004",3,2,,,,,,,,
"H2480302","64e1c1594a12465f9bb9f4dc7d570db2","P24803-003",1,1,2,1,"2",1,,,,
"H1291001","64f1b95703174b18be5d2149c373ca5c","P12910-006",4,2,,,,,,,,
"H1291001","64f1b95703174b18be5d2149c373ca5c","P12910-007",5,1,3,,,,3,,,
