"t0_hhid","hhid","s10q13","s10q15a","s10q15b","s10q15c","s10q16","s10q17a","s10q17b","s10q17c","s10q14"
"H3680901","f4c23a0241fe4434b9c076b58415c174",3,1,2,2,5,,,,1
"H3680901","f4c23a0241fe4434b9c076b58415c174",7,2,1,2,,,,,1
"H3070102","f50a6e5cae3b4f758031b1a5daa5c0a5",6,1,2,2,1,56000,56,12,1
"H3070102","f50a6e5cae3b4f758031b1a5daa5c0a5",8,2,1,2,,,,,1
"H1400705","f50de694f7f546e8a237e8f226b66f21",1,1,2,2,6,,,,1
"H1400705","f50de694f7f546e8a237e8f226b66f21",6,1,2,2,4,25000,1,6,1
"H1400705","f50de694f7f546e8a237e8f226b66f21",7,2,1,2,,,,,1
"H1830104","f5115db079e542e88d73985eb5d2d025",1,1,2,2,5,,,,1
"H1830104","f5115db079e542e88d73985eb5d2d025",7,2,1,2,,,,,1
"H2140701","f51306b5fd544fe785a872493153c6f0",1,1,1,2,6,,,,1
"H2820904","f5302683689d4352b65264e175836ca6",4,1,1,2,1,3800,1,2,1
"H2820904","f5302683689d4352b65264e175836ca6",6,1,2,2,2,40000,1,7,1
"H2440802","f53bf9f56d034952b28bc79eb96580c3",1,1,2,2,6,,,,1
"H2440802","f53bf9f56d034952b28bc79eb96580c3",9,,1,,1,1200,,,
"H0300501","f58f65df73064742a85798aab0193743",1,1,2,2,2,30000,15,9,1
"H1970403","f5a441ac9a87495d853bf2509988c853",1,1,2,1,6,,,,1
"H1970403","f5a441ac9a87495d853bf2509988c853",7,2,1,2,,,,,1
"H1000401","f5c3e4154f624190933b917b9bc66477",1,1,2,2,2,40000,8,8,1
"H1000401","f5c3e4154f624190933b917b9bc66477",8,2,1,2,,,,,1
"H0380701","f5d8ee469711439b87fef0a80b86fe1f",1,1,2,2,1,5000,5,18,1
"H0380701","f5d8ee469711439b87fef0a80b86fe1f",3,1,2,2,5,,,,1
"H0380701","f5d8ee469711439b87fef0a80b86fe1f",6,1,2,2,1,3000,3,11,1
"H2970702","f5ebba788969449fa8e032bebd48f8e7",1,1,2,1,5,,,,1
"H2970702","f5ebba788969449fa8e032bebd48f8e7",7,2,1,2,,,,,1
"H1420801","f5fb7e0d647e4257bd4e9078ed6df81a",1,1,2,1,6,,,,1
"H1420801","f5fb7e0d647e4257bd4e9078ed6df81a",3,1,2,1,5,,,,1
"H1420801","f5fb7e0d647e4257bd4e9078ed6df81a",7,2,1,2,,,,,1
"H2250401","f64e0ec7b8c44a35aad0e16af67a9a56",1,1,2,2,6,,,,1
"H2250401","f64e0ec7b8c44a35aad0e16af67a9a56",9,,2,,1,0,,,
"H0840401","f658cad1f5744b429cae49998c1db35b",1,1,2,2,6,,,,1
"H0840401","f658cad1f5744b429cae49998c1db35b",7,2,1,2,,,,,1
"H1820204","f65bacd459a642efba404e2091e510ad",1,1,2,2,6,,,,1
"H1820204","f65bacd459a642efba404e2091e510ad",9,,1,,1,1000,,,
"H1500701","f66344aca32b4dbc852b4d9c6f3738bf",1,1,2,2,6,,,,1
"H1500701","f66344aca32b4dbc852b4d9c6f3738bf",6,1,2,2,2,30000,30,11,1
"H1500701","f66344aca32b4dbc852b4d9c6f3738bf",9,,1,,1,1000,,,
"H3170401","f6640bf10aaf42db95c6de959704bb8e",1,1,2,2,5,,,,1
"H3170401","f6640bf10aaf42db95c6de959704bb8e",6,1,2,2,2,12500,0.5,5,1
"H3170401","f6640bf10aaf42db95c6de959704bb8e",8,2,1,2,,,,,1
"H2440803","f6777f44a53347b49ddd06a517d9a1cd",1,1,2,2,2,28000,28,8,1
"H2440803","f6777f44a53347b49ddd06a517d9a1cd",8,2,1,2,,,,,1
"H0830201","f68a894fd12244019eb1afcb95b6b002",1,1,2,2,6,,,,1
"H0830201","f68a894fd12244019eb1afcb95b6b002",4,2,1,2,1,4000,0.5,2,1
"H1020701","f69a2eb03fcb4f20b4fba8283efb7ae4",1,1,2,2,6,,,,1
"H1020701","f69a2eb03fcb4f20b4fba8283efb7ae4",6,1,2,2,1,40000,20,11,1
"H1020701","f69a2eb03fcb4f20b4fba8283efb7ae4",8,2,1,2,,,,,1
"H1890801","f6af646d608c4b40b033e98dab656713",1,1,2,2,5,,,,1
"H1890801","f6af646d608c4b40b033e98dab656713",9,,1,,1,3000,,,
"H1801001","f6d80cced6c24f0f93d347d5bcaa5288",1,1,2,2,5,,,,1
"H1801001","f6d80cced6c24f0f93d347d5bcaa5288",7,2,1,2,,,,,1
"H3861001","f6ebb396cddb430693c58b75f2c34ccf",1,1,2,2,6,,,,1
"H3861001","f6ebb396cddb430693c58b75f2c34ccf",9,,1,,1,1000,,,
"H4030101","f70636e64eec4e969652ccf12fa6c07d",1,1,2,2,5,,,,1
"H4030101","f70636e64eec4e969652ccf12fa6c07d",3,1,2,2,5,,,,1
"H4030101","f70636e64eec4e969652ccf12fa6c07d",9,,1,,1,1000,,,
"H3051101","f70fb6b5295445aea812a0eee46ad10e",6,1,2,2,2,15000,1,5,1
"H3051101","f70fb6b5295445aea812a0eee46ad10e",8,2,1,2,,,,,1
"H2561004","f712a300e92943caa9283768fb811aea",1,2,2,1,6,,,,1
"H2561004","f712a300e92943caa9283768fb811aea",9,,1,,1,2000,,,
"H3370701","f72d38149a754af3906ceb98e3ccd0cc",6,1,2,2,2,35000,1,6,1
"H3370701","f72d38149a754af3906ceb98e3ccd0cc",8,2,1,2,,,,,1
"H4080201","f738b1d171bc4e4f9c88e2bd2f503ac3",1,1,2,2,6,,,,1
"H4080201","f738b1d171bc4e4f9c88e2bd2f503ac3",7,2,1,2,,,,,1
"H0450804","f739e1e5139c4dfb9ffcc712989a5d76",4,1,2,2,1,1500,0.5,2,1
"H0450804","f739e1e5139c4dfb9ffcc712989a5d76",6,1,2,2,3,30000,30,13,1
"H3580801","f75442d1844a4ee189583d1135e17937",1,1,2,2,6,,,,1
"H3580801","f75442d1844a4ee189583d1135e17937",3,1,2,2,6,,,,1
"H3580801","f75442d1844a4ee189583d1135e17937",9,,1,,1,2000,,,
"H0121001","f75ec8719fb846b5860dde78ac24be02",4,2,1,2,1,3500,1,2,1
"H3330601","f75f66f2b300420b96c46230d780c542",6,1,2,2,2,60000,30,8,1
"H3330601","f75f66f2b300420b96c46230d780c542",8,2,1,2,,,,,1
"H2420302","f76aca219adc409d9811604e49e5297c",1,1,2,1,6,,,,1
"H2420302","f76aca219adc409d9811604e49e5297c",4,2,1,2,1,1200,0.5,2,1
"H2460501","f770c69110e44c84b7871656d407e6f1",1,1,1,1,6,,,,1
"H2460501","f770c69110e44c84b7871656d407e6f1",9,,1,,2,500,,,
"H2330801","f7746b87121742ed8843eff10b4b2791",1,1,2,1,6,,,,1
"H2330801","f7746b87121742ed8843eff10b4b2791",3,1,2,2,6,,,,1
"H2330801","f7746b87121742ed8843eff10b4b2791",7,1,1,2,,,,,1
"H2330801","f7746b87121742ed8843eff10b4b2791",9,,1,,1,1000,,,
"H4070201","f77e2d15bb6f489d95e3124aa076cf94",1,1,2,2,6,,,,1
"H4070201","f77e2d15bb6f489d95e3124aa076cf94",9,,1,,1,1000,,,
"H1800501","f792317fc83b47f0ae350754aae1a105",1,1,2,2,2,16000,8,19,1
"H1800501","f792317fc83b47f0ae350754aae1a105",6,1,2,2,2,38000,2,7,1
"H1800501","f792317fc83b47f0ae350754aae1a105",9,,1,,1,4000,,,
"H1820902","f7b0dffacb634af08f2bd375a8cc28e9",1,1,2,2,5,,,,1
"H1820902","f7b0dffacb634af08f2bd375a8cc28e9",7,2,1,2,,,,,1
"H4300601","f7b5eda52ff64cd3aea819a57ef62491",1,1,2,2,6,,,,1
"H4300601","f7b5eda52ff64cd3aea819a57ef62491",7,2,1,2,,,,,1
"H1800502","f7c0557a088a4545b77090902300ff1d",1,1,2,2,6,,,,1
"H1800502","f7c0557a088a4545b77090902300ff1d",9,,1,,1,0,,,
"H2020302","f7c271170906428f920dee0e7d5b0ce6",1,1,2,1,6,,,,1
"H2020302","f7c271170906428f920dee0e7d5b0ce6",7,2,1,2,,,,,1
"H3500302","f7f20969c23a4fe89435048dee782205",4,2,1,2,1,5400,1.5,2,1
"H3500302","f7f20969c23a4fe89435048dee782205",6,1,2,2,2,30000,30,13,1
"H3090502","f81019cba50e44d981abdcb3ae407302",6,1,2,2,1,16000,4,14,1
"H3090502","f81019cba50e44d981abdcb3ae407302",7,2,1,2,,,,,1
"H2480301","f814c6555d5f4e7e8adfcaeb2464de30",1,1,2,2,6,,,,1
"H2480301","f814c6555d5f4e7e8adfcaeb2464de30",3,1,2,2,6,,,,1
"H2480301","f814c6555d5f4e7e8adfcaeb2464de30",9,,1,,1,500,,,
"H4190201","f82c077614c24a56960550eee448c10b",1,1,2,1,5,,,,1
"H4190201","f82c077614c24a56960550eee448c10b",4,2,1,2,1,1450,0.5,2,1
"H4250301","f8544ee0345c4180bc838f650df7b4e0",1,1,2,2,6,,,,1
"H4250301","f8544ee0345c4180bc838f650df7b4e0",4,1,2,2,1,2000,0.5,2,1
"H4250301","f8544ee0345c4180bc838f650df7b4e0",6,1,2,2,2,30000,1,7,1
"H4250301","f8544ee0345c4180bc838f650df7b4e0",7,2,1,2,,,,,1
"H1640301","f8551bd9932743a2a2827584d11172aa",1,1,2,2,6,,,,1
"H1640301","f8551bd9932743a2a2827584d11172aa",9,,1,,1,2500,,,
"H4070802","f86225f80b3949e0a2381c3447c9b0ce",1,1,2,2,6,,,,1
"H4070802","f86225f80b3949e0a2381c3447c9b0ce",9,,1,,1,2000,,,
"H3750201","f8646190ba344a3cb36ed34bfa0b4daf",1,1,2,2,6,,,,1
"H3750201","f8646190ba344a3cb36ed34bfa0b4daf",3,1,2,2,5,,,,1
"H3750201","f8646190ba344a3cb36ed34bfa0b4daf",4,2,1,2,1,3000,1,2,1
"H3520801","f86c36a25c184fedbff3081615f60c10",1,1,2,2,5,,,,1
"H3520801","f86c36a25c184fedbff3081615f60c10",7,2,1,2,,,,,1
"H3040901","f87ab408e95f4a0bbba56f9e5d794fe4",1,1,2,2,6,,,,1
"H3040901","f87ab408e95f4a0bbba56f9e5d794fe4",4,2,1,2,1,2000,0.5,2,1
"H3041101","f89547489810449ba079b23094d240b3",1,1,2,2,6,,,,1
"H3041101","f89547489810449ba079b23094d240b3",4,2,1,2,2,2000,0.5,2,1
"H0720201","f8b64aabc1994c2da7b35c763ac02d0c",1,1,2,2,1,48000,16,9,1
"H0720201","f8b64aabc1994c2da7b35c763ac02d0c",7,2,1,2,,,,,1
"H3690401","f8be693391c540708e57dfc700e65121",1,1,2,2,5,,,,1
"H3690401","f8be693391c540708e57dfc700e65121",3,1,2,2,5,,,,1
"H3690401","f8be693391c540708e57dfc700e65121",7,2,1,2,,,,,1
"H0720701","f8c744dae6734df5bb82c09e2fddfd7e",1,1,2,2,5,,,,1
"H0720701","f8c744dae6734df5bb82c09e2fddfd7e",4,2,1,2,1,800,4,15,1
"H0720701","f8c744dae6734df5bb82c09e2fddfd7e",6,1,2,2,5,,,,1
"H0720701","f8c744dae6734df5bb82c09e2fddfd7e",7,2,1,2,,,,,1
"H3720301","f8d0cdee6f1b46428fa3f2aaca343443",1,1,2,2,6,,,,1
"H3770901","f8ed7f1685244a13b8c8c5a9ba2bdda3",1,1,2,2,6,,,,1
"H3770901","f8ed7f1685244a13b8c8c5a9ba2bdda3",6,1,2,2,1,3000,3,13,1
"H3770901","f8ed7f1685244a13b8c8c5a9ba2bdda3",8,2,1,2,,,,,1
"H3330801","f901860b8cf440c2b96953f5fa93b643",6,1,2,1,3,40000,1,6,1
"H3330801","f901860b8cf440c2b96953f5fa93b643",8,2,1,2,,,,,1
"H2970701","f903933801644043b841d8b0d34067e7",1,1,2,2,2,20000,4,20,1
"H2970701","f903933801644043b841d8b0d34067e7",4,1,1,2,2,4000,1,2,1
"H1510903","f91d84ccaf7f4703b64bd4f4b962e14c",1,1,2,2,6,,,,1
"H1510903","f91d84ccaf7f4703b64bd4f4b962e14c",4,2,1,2,1,1500,0.5,2,1
"H1630801","f927e69ce8234839a8c5d60e1b28db16",1,1,2,2,6,,,,1
"H1630801","f927e69ce8234839a8c5d60e1b28db16",7,2,1,2,,,,,1
"H1630801","f927e69ce8234839a8c5d60e1b28db16",9,,1,,1,2000,,,
"H2831001","f9294f983933425b81d09148b46dd4e8",1,1,2,2,6,,,,1
"H2831001","f9294f983933425b81d09148b46dd4e8",7,2,1,2,,,,,1
"47","f92ec4abe5ad4e79845df834a673e993",1,1,2,2,6,,,,1
"47","f92ec4abe5ad4e79845df834a673e993",6,1,2,2,6,,,,1
"H4300101","f94bff8225e34e22aec3fc4ad98278b6",1,1,2,2,6,,,,1
"H2521002","f953a1cb35be4a5392a4fbc1776da1c4",1,1,2,2,5,,,,1
"H2521002","f953a1cb35be4a5392a4fbc1776da1c4",4,2,1,2,1,1700,0.5,2,1
"H2521002","f953a1cb35be4a5392a4fbc1776da1c4",7,2,1,2,,,,,1
"H3460301","f960638b849a4694b620ac44ce22e76c",4,2,1,2,1,4000,1,2,1
"H3460301","f960638b849a4694b620ac44ce22e76c",6,1,2,2,2,30000,30,11,1
"H2081103","f966421935f74f70b254a0a68e9d3b5a",1,1,2,2,5,,,,1
"H2081103","f966421935f74f70b254a0a68e9d3b5a",4,2,1,2,1,2000,0.5,2,1
"H2081103","f966421935f74f70b254a0a68e9d3b5a",6,1,2,2,2,4000,1,14,1
"H3670701","f9acae4d32c3460ca1aee792155649c0",1,1,2,2,6,,,,1
"H3670701","f9acae4d32c3460ca1aee792155649c0",3,1,2,2,5,,,,1
"H3670701","f9acae4d32c3460ca1aee792155649c0",4,2,1,2,1,1000,2,17,1
"H3670701","f9acae4d32c3460ca1aee792155649c0",7,2,1,2,,,,,1
"H3640901","f9c3bb0c1c7d4f1080c84f578ef7dc4a",1,1,2,2,5,,,,1
"H3640901","f9c3bb0c1c7d4f1080c84f578ef7dc4a",3,1,2,2,5,,,,1
"H3640901","f9c3bb0c1c7d4f1080c84f578ef7dc4a",7,2,1,2,,,,,1
"H1310702","f9d8c85c52ca438b833d3918a42ad7ef",1,1,2,2,6,,,,1
"H1310702","f9d8c85c52ca438b833d3918a42ad7ef",9,,1,,1,2000,,,
"H2790901","f9f0b330cfc94b1ba84beb4027858c5d",1,1,2,2,2,24000,4,20,1
"H2790901","f9f0b330cfc94b1ba84beb4027858c5d",7,2,1,2,,,,,1
"H1760801","f9f1345566da472189f36e64aefcf902",1,1,2,2,6,,,,1
"H1760801","f9f1345566da472189f36e64aefcf902",3,1,2,2,5,,,,1
"H1760801","f9f1345566da472189f36e64aefcf902",4,2,1,2,3,3000,1,2,1
"H1760801","f9f1345566da472189f36e64aefcf902",8,1,1,2,,,,,1
"H2151001","fa0c6e8041f04e47963bbffa7751a856",1,1,1,2,6,,,,1
"H3450101","fa1991a9e53e466f8f9854fe2abb3c74",6,1,2,2,2,60000,30,9,1
"H3450101","fa1991a9e53e466f8f9854fe2abb3c74",8,2,1,2,,,,,1
"H3450101","fa1991a9e53e466f8f9854fe2abb3c74",9,,1,,1,1000,,,
"H3410401","fa1df2b0d43046d5ac96994d8994a5b9",1,1,2,2,6,,,,1
"H3410401","fa1df2b0d43046d5ac96994d8994a5b9",7,2,1,2,,,,,1
"H2240102","fa4e7ed9c2d24e2da0d376a9412c9f16",1,1,2,2,2,8000,2,20,1
"H2240102","fa4e7ed9c2d24e2da0d376a9412c9f16",7,1,2,2,,,,,1
"H2240102","fa4e7ed9c2d24e2da0d376a9412c9f16",9,,1,,1,0,,,
"H3770501","fa51e55f0ff74e979ceac0d1c9f25400",1,1,2,2,6,,,,1
"H3770501","fa51e55f0ff74e979ceac0d1c9f25400",3,1,2,2,5,,,,1
"H3770501","fa51e55f0ff74e979ceac0d1c9f25400",9,,1,,1,3000,,,
"H3811001","fa8f35099c6a46b6a66158f935353cf3",1,1,2,2,5,,,,1
"H3811001","fa8f35099c6a46b6a66158f935353cf3",4,2,1,2,1,6000,2,2,1
"H2330701","faa651716f6e417bbea0998f80e6bd23",1,1,1,2,6,,,,1
"H2330701","faa651716f6e417bbea0998f80e6bd23",3,1,1,2,6,,,,1
"H0750204","fab990ddbe5244748a52b2bdc90aab63",4,2,1,2,1,4000,8,17,1
"H0750204","fab990ddbe5244748a52b2bdc90aab63",6,1,2,2,1,30000,30,11,1
"H3980301","fac694bc9cc34a9984bcc819f28894cb",1,1,2,2,6,,,,1
"H3980301","fac694bc9cc34a9984bcc819f28894cb",3,1,2,2,6,,,,1
"H3980301","fac694bc9cc34a9984bcc819f28894cb",9,,1,,2,1500,,,
"H2590701","facd8d64c5364f2c9135b05c66220ec2",1,1,2,1,5,,,,1
"H2590701","facd8d64c5364f2c9135b05c66220ec2",7,2,1,2,,,,,1
"H2970301","face11849e7d4a6fa47e8bcc6e54f715",1,1,2,2,6,,,,1
"H2970301","face11849e7d4a6fa47e8bcc6e54f715",9,,1,,1,2000,,,
"H0900801","fadda9d8a3ed4af983ebe0b5f07391d1",1,1,2,2,5,,,,1
"H0900801","fadda9d8a3ed4af983ebe0b5f07391d1",6,1,2,2,2,12500,0.5,6,1
"H0900801","fadda9d8a3ed4af983ebe0b5f07391d1",8,2,1,2,,,,,1
"H1071003","fae1214286aa4c6cb8c95f9c3864a91d",6,1,2,2,2,50000,1,6,1
"H1071003","fae1214286aa4c6cb8c95f9c3864a91d",7,2,1,2,,,,,1
"H1871201","fafb669366d647b8ad1fb01a16d804d0",1,1,2,1,6,,,,1
"H1871201","fafb669366d647b8ad1fb01a16d804d0",9,,1,,1,7000,,,
"H0370501","fb0d3b49ba154577ae16d30796b32d36",1,1,2,2,5,,,,1
"H0370501","fb0d3b49ba154577ae16d30796b32d36",3,1,2,2,5,,,,1
"H0370501","fb0d3b49ba154577ae16d30796b32d36",7,2,1,2,,,,,1
"H4030801","fb25260a1be7411d923fa68d705392ae",1,1,2,2,6,,,,1
"H4030801","fb25260a1be7411d923fa68d705392ae",6,1,2,2,2,25000,1,5,1
"H4030801","fb25260a1be7411d923fa68d705392ae",7,2,1,2,,,,,1
"H4030801","fb25260a1be7411d923fa68d705392ae",9,,1,,1,0,,,
"H3690901","fb2e52ab8a8f4c58b5dd2133a210be76",1,1,2,2,6,,,,1
"H3690901","fb2e52ab8a8f4c58b5dd2133a210be76",3,1,2,2,6,,,,1
"H3690901","fb2e52ab8a8f4c58b5dd2133a210be76",4,1,1,2,1,1000,100,15,1
"H3690901","fb2e52ab8a8f4c58b5dd2133a210be76",7,2,1,2,,,,,1
"H1720201","fb3f4f0bf8914135b43154c33db570af",1,1,2,2,6,,,,1
"H1720201","fb3f4f0bf8914135b43154c33db570af",3,1,2,2,5,,,,1
"H1720201","fb3f4f0bf8914135b43154c33db570af",4,2,1,2,3,4800,1.5,2,1
"H3460601","fb8105048228489c9d3e6050e3c2ffc0",1,1,2,2,6,,,,1
"H3460601","fb8105048228489c9d3e6050e3c2ffc0",6,1,2,2,2,40000,1,5,1
"H3460601","fb8105048228489c9d3e6050e3c2ffc0",8,2,1,2,,,,,1
"H3210605","fb8d0b14d7e449839eeac181a410dbfb",4,1,2,2,3,3500,1,2,1
"H3210605","fb8d0b14d7e449839eeac181a410dbfb",6,1,2,2,2,5000,1,14,1
"H3210605","fb8d0b14d7e449839eeac181a410dbfb",8,2,1,2,,,,,1
"H3980901","fb8e93aeb1664cacaba8cb4b4326a7b9",1,1,2,2,6,,,,1
"H3980901","fb8e93aeb1664cacaba8cb4b4326a7b9",3,1,2,2,5,,,,1
"H3980901","fb8e93aeb1664cacaba8cb4b4326a7b9",4,2,1,2,2,1800,1,96,1
"H3980901","fb8e93aeb1664cacaba8cb4b4326a7b9",9,,1,,1,1000,,,
"H2981003","fba4d7e39eea45a9b62044c76d6ded3f",6,1,2,1,2,25000,0.25,6,1
"H2981003","fba4d7e39eea45a9b62044c76d6ded3f",8,2,1,2,,,,,1
"H1071001","fbbb6a049ecd4658aaa4876dfd82cf60",1,1,2,2,2,10000,2,20,1
"H1071001","fbbb6a049ecd4658aaa4876dfd82cf60",6,1,2,2,2,4000,1,14,1
"H1071001","fbbb6a049ecd4658aaa4876dfd82cf60",7,2,1,2,,,,,1
"H2230301","fbc0a1a072c84998b1c1fb073965059c",1,1,2,2,5,,,,1
"H2230301","fbc0a1a072c84998b1c1fb073965059c",3,1,2,2,6,,,,1
"H2230301","fbc0a1a072c84998b1c1fb073965059c",9,,1,,1,1000,,,
"H4140701","fbcc8cb84e094d02a77746223fb80130",1,1,2,2,6,,,,1
"H4140701","fbcc8cb84e094d02a77746223fb80130",9,,1,,2,1000,,,
"H1090901","fbf8f05d30f94fd095971e1f3eb08cfb",1,1,2,2,6,,,,1
"H1090901","fbf8f05d30f94fd095971e1f3eb08cfb",7,2,1,2,,,,,1
"H2040701","fc0b56c327334a5b9acf4a1c443b877e",1,1,2,1,6,,,,1
"H2040701","fc0b56c327334a5b9acf4a1c443b877e",9,,1,,2,500,,,
"H2570701","fc0c42f7016f4ff1a6efb1fae29abfa1",1,1,2,1,6,,,,1
"H2570701","fc0c42f7016f4ff1a6efb1fae29abfa1",4,2,1,2,3,3300,1,2,1
"H1710201","fc1f1928b83e4cab9147650315de856d",1,1,2,2,6,,,,1
"H1710201","fc1f1928b83e4cab9147650315de856d",4,2,1,2,1,1800,1,96,1
"H3460501","fc417e42804848a0a93e0e54f176a90f",6,1,2,2,4,50000,1,6,1
"H3460501","fc417e42804848a0a93e0e54f176a90f",8,2,1,2,,,,,1
"H2160801","fc44eb7570fe45d5bbd64092d050d002",1,1,1,1,6,,,,1
"H0390201","fc46e031c7524ad6929e6458368e8e58",1,1,2,2,6,,,,1
"H0390201","fc46e031c7524ad6929e6458368e8e58",8,2,1,2,,,,,1
"H3530301","fc4f1e60578940a4b7761a6ca32b0162",6,1,2,1,2,24000,4,14,1
"H3530301","fc4f1e60578940a4b7761a6ca32b0162",9,,1,,1,0,,,
"H2280502","fc5c5aaccbb047bda0c09d4245bfc073",1,1,2,2,6,,,,1
"H2280502","fc5c5aaccbb047bda0c09d4245bfc073",3,,,,,,,,2
"H2781001","fc61f28ff75e41a28e4202e2a6fa55c2",1,1,2,2,6,,,,1
"H2781001","fc61f28ff75e41a28e4202e2a6fa55c2",7,2,1,2,,,,,1
"H0390701","fc8857008547437fb0045473343c0a07",1,1,2,2,5,,,,1
"H0390701","fc8857008547437fb0045473343c0a07",6,1,2,2,2,0,1,5,1
"H0390701","fc8857008547437fb0045473343c0a07",8,2,1,2,,,,,1
"H2820602","fca022dd577a4a61bfb846d1e4c486dd",1,1,2,2,6,,,,1
"H2820602","fca022dd577a4a61bfb846d1e4c486dd",9,,1,,1,4000,,,
"H4030201","fcab856331af4fe18e650cd6cfbe7b3a",1,1,2,2,2,8000,4,19,1
"H4030201","fcab856331af4fe18e650cd6cfbe7b3a",7,2,1,2,,,,,1
"H4030201","fcab856331af4fe18e650cd6cfbe7b3a",9,,1,,1,3500,,,
"H2620104","fcae1aafc31e43ee9d32ccb84e339063",1,1,2,2,6,,,,1
"H2620104","fcae1aafc31e43ee9d32ccb84e339063",4,2,1,2,3,3000,1,2,1
"H3560301","fcbce4221120454780f26af774ea8065",1,1,2,2,6,,,,1
"H3560301","fcbce4221120454780f26af774ea8065",8,2,1,2,,,,,1
"H1760901","fcd8e10619594e43ae4418c9324d259d",1,1,2,2,6,,,,1
"H1760901","fcd8e10619594e43ae4418c9324d259d",3,1,2,2,5,,,,1
"H2240702","fcdac0c79e6941179e03e454c1322635",4,1,2,2,3,4000,5,96,1
"H2240702","fcdac0c79e6941179e03e454c1322635",6,1,2,2,2,32000,4,14,1
"H2240702","fcdac0c79e6941179e03e454c1322635",8,2,1,2,,,,,1
"H2240702","fcdac0c79e6941179e03e454c1322635",9,,1,,1,0,,,
"H2711001","fd0e33af905a497fbe63e799df9765f1",1,1,2,2,6,,,,1
"H2711001","fd0e33af905a497fbe63e799df9765f1",7,2,1,2,,,,,1
"H2590302","fd1b170721fe411b8ec9a344e29b137a",1,1,2,1,5,,,,1
"H2590302","fd1b170721fe411b8ec9a344e29b137a",8,2,1,2,,,,,1
"H0750601","fd3654393c2f48f19d259123f7ba56e1",1,1,2,2,6,,,,1
"H0750601","fd3654393c2f48f19d259123f7ba56e1",4,2,1,2,1,4000,4,96,1
"H0750601","fd3654393c2f48f19d259123f7ba56e1",6,1,2,2,2,4000,4,13,1
"H0490701","fd63f6f32bbd4f05afc99b5044cc9195",1,1,2,2,5,,,,1
"H0490701","fd63f6f32bbd4f05afc99b5044cc9195",3,1,2,2,5,,,,1
"H0490701","fd63f6f32bbd4f05afc99b5044cc9195",7,2,1,2,,,,,1
"H2870903","fd852b45e8674211a1ca11e57229e201",6,1,2,2,2,45000,30,13,1
"H3170701","fdae93af2e6f4ddd924208e7ebe2e78e",1,1,2,2,6,,,,1
"H3170701","fdae93af2e6f4ddd924208e7ebe2e78e",7,2,1,2,,,,,1
"H3541001","fdaffcbe4da54e689af46e1a068517ec",1,1,2,2,6,,,,1
"H3541001","fdaffcbe4da54e689af46e1a068517ec",6,1,2,2,1,10000,1,6,1
"H3541001","fdaffcbe4da54e689af46e1a068517ec",7,2,1,2,,,,,1
"H0370901","fdb2f18fab944f089ac073bcdb057e57",1,1,2,2,6,,,,1
"H0370901","fdb2f18fab944f089ac073bcdb057e57",9,,1,,1,0,,,
"H2900302","fddb2c07199442348a25adb894cf5023",6,1,2,2,2,30000,1,6,1
"H2900302","fddb2c07199442348a25adb894cf5023",8,2,1,2,,,,,1
"H2900302","fddb2c07199442348a25adb894cf5023",9,,1,,1,1000,,,
"H2351002","fe04433085b94262abf29feae7ec2cae",1,1,2,1,6,,,,1
"H2351002","fe04433085b94262abf29feae7ec2cae",6,1,2,2,2,2500,5,8,1
"H0220601","fe1ad0cae2fe4ae7bd5b675e176ecc2a",6,1,2,1,2,40000,4,14,1
"H0220601","fe1ad0cae2fe4ae7bd5b675e176ecc2a",8,2,1,2,,,,,1
"H4300501","fe2f8c1006944c68ad87579d913c67ac",1,1,2,2,6,,,,1
"H4300501","fe2f8c1006944c68ad87579d913c67ac",7,2,1,2,,,,,1
"H2020901","fe9b339537054127a146a2b2d5c02ea1",1,1,2,1,6,,,,1
"H2020901","fe9b339537054127a146a2b2d5c02ea1",9,,1,,1,3000,,,
"H1310704","fe9e924b5f7f42a38b1d033d2dc6c3f2",1,1,2,2,5,,,,1
"H1310704","fe9e924b5f7f42a38b1d033d2dc6c3f2",3,1,2,2,5,,,,1
"H1310704","fe9e924b5f7f42a38b1d033d2dc6c3f2",7,2,1,2,,,,,1
"H0990201","febd79cd037249d4a69ed18fb4fe8058",9,,1,,1,1000,,,
"H2150701","fec264d7e4164167aeecd71198c04439",1,1,1,1,6,,,,1
"H2150701","fec264d7e4164167aeecd71198c04439",9,,,,,,,,
"H4091001","fef93f01836546228930f109267d9d66",1,1,2,2,6,,,,1
"H4091001","fef93f01836546228930f109267d9d66",9,,1,,1,20000,,,
"H3090701","ff1e9bf70bcf4cbf9ef69ece7d9c060d",6,1,2,2,2,30000,30,9,1
"H3090701","ff1e9bf70bcf4cbf9ef69ece7d9c060d",9,,1,,1,2000,,,
"H1530401","ff27b9e2bd034805a68a4f2bdeb8a99f",1,1,2,2,6,,,,1
"H1530401","ff27b9e2bd034805a68a4f2bdeb8a99f",3,1,2,2,5,,,,1
"H1530401","ff27b9e2bd034805a68a4f2bdeb8a99f",9,,1,,1,1500,,,
"H3650401","ff2dfd492ad4459db3e6ccedfa8a53b8",1,1,2,2,5,,,,1
"H3650401","ff2dfd492ad4459db3e6ccedfa8a53b8",3,2,2,1,5,,,,1
"H3650401","ff2dfd492ad4459db3e6ccedfa8a53b8",9,,1,,1,1000,,,
