"hhid","CEE01","CEE02","CEE02_1","CEE03"
"5862316eafcf4a14bd059881a1dd0086","Funerals and other social functions",807,1,360000
"5862316eafcf4a14bd059881a1dd0086","Income tax",801,2,
"5862316eafcf4a14bd059881a1dd0086","Pension and social security payments",805,2,
"5862316eafcf4a14bd059881a1dd0086","Interest on loans",808,1,280000
"5862316eafcf4a14bd059881a1dd0086","Property rates (taxes)",802,2,
"5862316eafcf4a14bd059881a1dd0086","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"5862316eafcf4a14bd059881a1dd0086","Local Service tax",804,2,
"5866a34b9fa64c778c168948f8044a71","Property rates (taxes)",802,2,
"5866a34b9fa64c778c168948f8044a71","Interest on loans",808,2,
"5866a34b9fa64c778c168948f8044a71","Income tax",801,2,
"5866a34b9fa64c778c168948f8044a71","Others (like subscriptions, interest to consumer debts, etc.)",809,1,165000
"5866a34b9fa64c778c168948f8044a71","Local Service tax",804,2,
"5866a34b9fa64c778c168948f8044a71","Pension and social security payments",805,2,
"5866a34b9fa64c778c168948f8044a71","Remittances, gifts, and other transfers",806,1,150000
"5866a34b9fa64c778c168948f8044a71","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"5866a34b9fa64c778c168948f8044a71","Funerals and other social functions",807,2,
"5866a34b9fa64c778c168948f8044a71","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"587e30676b704513b656d0d84c031344","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"587e30676b704513b656d0d84c031344","Income tax",801,2,
"587e30676b704513b656d0d84c031344","Pension and social security payments",805,2,
"587e30676b704513b656d0d84c031344","Local Service tax",804,2,
"587e30676b704513b656d0d84c031344","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"587e30676b704513b656d0d84c031344","Funerals and other social functions",807,1,820000
"587e30676b704513b656d0d84c031344","Property rates (taxes)",802,2,
"587e30676b704513b656d0d84c031344","Remittances, gifts, and other transfers",806,2,
"587e30676b704513b656d0d84c031344","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"587e30676b704513b656d0d84c031344","Interest on loans",808,2,
"5896313ce0e04d6489223a727874d162","Pension and social security payments",805,2,
"5896313ce0e04d6489223a727874d162","Interest on loans",808,1,200000
"5896313ce0e04d6489223a727874d162","Funerals and other social functions",807,1,20000
"5896313ce0e04d6489223a727874d162","Remittances, gifts, and other transfers",806,1,100000
"5896313ce0e04d6489223a727874d162","Income tax",801,2,
"5896313ce0e04d6489223a727874d162","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"5896313ce0e04d6489223a727874d162","Local Service tax",804,2,
"5896313ce0e04d6489223a727874d162","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"5896313ce0e04d6489223a727874d162","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"5896313ce0e04d6489223a727874d162","Property rates (taxes)",802,2,
"58cb595bf02345819cd8406fd6a9c412","Income tax",801,2,
"58cb595bf02345819cd8406fd6a9c412","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"58cb595bf02345819cd8406fd6a9c412","Interest on loans",808,2,
"58cb595bf02345819cd8406fd6a9c412","Local Service tax",804,2,
"58cb595bf02345819cd8406fd6a9c412","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"58cb595bf02345819cd8406fd6a9c412","Remittances, gifts, and other transfers",806,2,
"58cb595bf02345819cd8406fd6a9c412","Property rates (taxes)",802,2,
"58cb595bf02345819cd8406fd6a9c412","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"58cb595bf02345819cd8406fd6a9c412","Funerals and other social functions",807,1,20000
"58cb595bf02345819cd8406fd6a9c412","Pension and social security payments",805,2,
"58cd527a930742bb86440a5b61fa2cba","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"58cd527a930742bb86440a5b61fa2cba","Others (like subscriptions, interest to consumer debts, etc.)",809,1,240000
"58cd527a930742bb86440a5b61fa2cba","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"58cd527a930742bb86440a5b61fa2cba","Remittances, gifts, and other transfers",806,2,
"58cd527a930742bb86440a5b61fa2cba","Income tax",801,2,
"58cd527a930742bb86440a5b61fa2cba","Property rates (taxes)",802,2,
"58cd527a930742bb86440a5b61fa2cba","Local Service tax",804,2,
"58cd527a930742bb86440a5b61fa2cba","Pension and social security payments",805,2,
"58cd527a930742bb86440a5b61fa2cba","Funerals and other social functions",807,1,100000
"58cd527a930742bb86440a5b61fa2cba","Interest on loans",808,1,310000
"58f54c0441534f3f9b38c89127f90c6e","Funerals and other social functions",807,1,10000
"58f54c0441534f3f9b38c89127f90c6e","Remittances, gifts, and other transfers",806,2,
"58f54c0441534f3f9b38c89127f90c6e","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"58f54c0441534f3f9b38c89127f90c6e","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"58f54c0441534f3f9b38c89127f90c6e","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"58f54c0441534f3f9b38c89127f90c6e","Property rates (taxes)",802,2,
"58f54c0441534f3f9b38c89127f90c6e","Income tax",801,2,
"58f54c0441534f3f9b38c89127f90c6e","Local Service tax",804,2,
"58f54c0441534f3f9b38c89127f90c6e","Interest on loans",808,2,
"58f54c0441534f3f9b38c89127f90c6e","Pension and social security payments",805,2,
"5938e3309fca4f80a49835bc91051f60","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"5938e3309fca4f80a49835bc91051f60","Interest on loans",808,2,
"5938e3309fca4f80a49835bc91051f60","Local Service tax",804,2,
"5938e3309fca4f80a49835bc91051f60","Remittances, gifts, and other transfers",806,2,
"5938e3309fca4f80a49835bc91051f60","Pension and social security payments",805,2,
"5938e3309fca4f80a49835bc91051f60","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"5938e3309fca4f80a49835bc91051f60","Income tax",801,1,1080000
"5938e3309fca4f80a49835bc91051f60","Property rates (taxes)",802,2,
"5938e3309fca4f80a49835bc91051f60","Funerals and other social functions",807,1,20000
"5938e3309fca4f80a49835bc91051f60","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"5943dd9c24454075ba36cd7860a0dfd9","Pension and social security payments",805,2,
"5943dd9c24454075ba36cd7860a0dfd9","Funerals and other social functions",807,2,
"5943dd9c24454075ba36cd7860a0dfd9","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"5943dd9c24454075ba36cd7860a0dfd9","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"5943dd9c24454075ba36cd7860a0dfd9","Income tax",801,2,
"5943dd9c24454075ba36cd7860a0dfd9","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"5943dd9c24454075ba36cd7860a0dfd9","Local Service tax",804,2,
"5943dd9c24454075ba36cd7860a0dfd9","Property rates (taxes)",802,2,
"5943dd9c24454075ba36cd7860a0dfd9","Remittances, gifts, and other transfers",806,1,170000
"5943dd9c24454075ba36cd7860a0dfd9","Interest on loans",808,2,
"594de625421b47c3b7d0edb4c9337ca3","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"594de625421b47c3b7d0edb4c9337ca3","Property rates (taxes)",802,2,
"594de625421b47c3b7d0edb4c9337ca3","Pension and social security payments",805,2,
"594de625421b47c3b7d0edb4c9337ca3","Income tax",801,2,
"594de625421b47c3b7d0edb4c9337ca3","Local Service tax",804,2,
"594de625421b47c3b7d0edb4c9337ca3","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"594de625421b47c3b7d0edb4c9337ca3","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"594de625421b47c3b7d0edb4c9337ca3","Interest on loans",808,1,70000
"594de625421b47c3b7d0edb4c9337ca3","Funerals and other social functions",807,2,
"594de625421b47c3b7d0edb4c9337ca3","Remittances, gifts, and other transfers",806,2,
"59753499ae3d4a3c9a41c6923c8e2bb6","Interest on loans",808,2,
"59753499ae3d4a3c9a41c6923c8e2bb6","Income tax",801,2,
"59753499ae3d4a3c9a41c6923c8e2bb6","Property rates (taxes)",802,2,
"59753499ae3d4a3c9a41c6923c8e2bb6","Pension and social security payments",805,2,
"59753499ae3d4a3c9a41c6923c8e2bb6","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"59753499ae3d4a3c9a41c6923c8e2bb6","Local Service tax",804,2,
"59753499ae3d4a3c9a41c6923c8e2bb6","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"59753499ae3d4a3c9a41c6923c8e2bb6","Funerals and other social functions",807,1,20000
"59753499ae3d4a3c9a41c6923c8e2bb6","Remittances, gifts, and other transfers",806,2,
"59753499ae3d4a3c9a41c6923c8e2bb6","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"5975db78a89b4bd4b9c8f3af0674bb4c","Local Service tax",804,2,
"5975db78a89b4bd4b9c8f3af0674bb4c","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"5975db78a89b4bd4b9c8f3af0674bb4c","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"5975db78a89b4bd4b9c8f3af0674bb4c","Pension and social security payments",805,2,
"5975db78a89b4bd4b9c8f3af0674bb4c","Interest on loans",808,2,
"5975db78a89b4bd4b9c8f3af0674bb4c","Remittances, gifts, and other transfers",806,2,
"5975db78a89b4bd4b9c8f3af0674bb4c","Income tax",801,2,
"5975db78a89b4bd4b9c8f3af0674bb4c","Property rates (taxes)",802,2,
"5975db78a89b4bd4b9c8f3af0674bb4c","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"5975db78a89b4bd4b9c8f3af0674bb4c","Funerals and other social functions",807,1,6000
"5999874f032646b1974c216a99b4e928","Funerals and other social functions",807,1,100000
"5999874f032646b1974c216a99b4e928","Remittances, gifts, and other transfers",806,1,10000
"5999874f032646b1974c216a99b4e928","Pension and social security payments",805,2,
"5999874f032646b1974c216a99b4e928","Interest on loans",808,2,
"5999874f032646b1974c216a99b4e928","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"5999874f032646b1974c216a99b4e928","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"5999874f032646b1974c216a99b4e928","Local Service tax",804,2,
"5999874f032646b1974c216a99b4e928","Income tax",801,2,
"5999874f032646b1974c216a99b4e928","Property rates (taxes)",802,2,
"5999874f032646b1974c216a99b4e928","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"59b3f2f04b98457cb94292769d6e99f2","Income tax",801,2,
"59b3f2f04b98457cb94292769d6e99f2","Property rates (taxes)",802,2,
"59b3f2f04b98457cb94292769d6e99f2","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"59b3f2f04b98457cb94292769d6e99f2","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"59b3f2f04b98457cb94292769d6e99f2","Local Service tax",804,2,
"59b3f2f04b98457cb94292769d6e99f2","Funerals and other social functions",807,1,10000
"59b3f2f04b98457cb94292769d6e99f2","Interest on loans",808,2,
"59b3f2f04b98457cb94292769d6e99f2","Remittances, gifts, and other transfers",806,2,
"59b3f2f04b98457cb94292769d6e99f2","Pension and social security payments",805,2,
"59b3f2f04b98457cb94292769d6e99f2","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"5a022b3a7584434d93d55ed0d3fc0d7c","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"5a022b3a7584434d93d55ed0d3fc0d7c","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"5a022b3a7584434d93d55ed0d3fc0d7c","Local Service tax",804,2,
"5a022b3a7584434d93d55ed0d3fc0d7c","Remittances, gifts, and other transfers",806,2,
"5a022b3a7584434d93d55ed0d3fc0d7c","Pension and social security payments",805,2,
"5a022b3a7584434d93d55ed0d3fc0d7c","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"5a022b3a7584434d93d55ed0d3fc0d7c","Property rates (taxes)",802,2,
"5a022b3a7584434d93d55ed0d3fc0d7c","Income tax",801,2,
"5a022b3a7584434d93d55ed0d3fc0d7c","Funerals and other social functions",807,1,60000
"5a022b3a7584434d93d55ed0d3fc0d7c","Interest on loans",808,1,5000
"5a191f4feef04101bfcf7185113a4d4c","Interest on loans",808,2,
"5a191f4feef04101bfcf7185113a4d4c","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"5a191f4feef04101bfcf7185113a4d4c","Property rates (taxes)",802,2,
"5a191f4feef04101bfcf7185113a4d4c","Funerals and other social functions",807,1,50000
"5a191f4feef04101bfcf7185113a4d4c","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"5a191f4feef04101bfcf7185113a4d4c","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"5a191f4feef04101bfcf7185113a4d4c","Remittances, gifts, and other transfers",806,2,
"5a191f4feef04101bfcf7185113a4d4c","Pension and social security payments",805,2,
"5a191f4feef04101bfcf7185113a4d4c","Income tax",801,2,
"5a191f4feef04101bfcf7185113a4d4c","Local Service tax",804,2,
"5a29ad3ce6b44fbd8605197d366b8a30","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"5a29ad3ce6b44fbd8605197d366b8a30","Funerals and other social functions",807,1,70000
"5a29ad3ce6b44fbd8605197d366b8a30","Property rates (taxes)",802,2,
"5a29ad3ce6b44fbd8605197d366b8a30","Pension and social security payments",805,2,
"5a29ad3ce6b44fbd8605197d366b8a30","Interest on loans",808,2,
"5a29ad3ce6b44fbd8605197d366b8a30","Local Service tax",804,2,
"5a29ad3ce6b44fbd8605197d366b8a30","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"5a29ad3ce6b44fbd8605197d366b8a30","Income tax",801,2,
"5a29ad3ce6b44fbd8605197d366b8a30","Remittances, gifts, and other transfers",806,1,200000
"5a29ad3ce6b44fbd8605197d366b8a30","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"5acddcc85f0d4821b109ca4656c015ea","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"5acddcc85f0d4821b109ca4656c015ea","Interest on loans",808,2,
"5acddcc85f0d4821b109ca4656c015ea","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"5acddcc85f0d4821b109ca4656c015ea","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"5acddcc85f0d4821b109ca4656c015ea","Remittances, gifts, and other transfers",806,1,50000
"5acddcc85f0d4821b109ca4656c015ea","Funerals and other social functions",807,2,
