"interview__key","EA_code","service_availabilty__id","s2aq03_1","s2aq05","s2aq06","s2aq07","s2aq08"
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",24,2,5,1,60,2
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",9,2,30,2,60,1
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",18,2,5,1,60,1
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",21,1,1,1,20,1
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",5,2,6,1,120,2
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",26,2,13,6,30,2
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",16,2,5,1,60,1
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",32,2,5,6,20,2
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",10,2,11,6,30,1
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",22,1,0.8,1,15,3
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",23,2,2,1,30,2
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",13,2,12,6,30,1
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",3,2,2,1,30,1
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",2,2,0.2,1,5,1
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",24,2,0.5,1,15,2
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",21,1,0,1,0,2
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",9,2,22,2,30,1
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",8,2,0.3,1,10,1
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",19,2,0.2,1,5,1
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",32,1,0.1,1,5,1
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",20,1,0,1,0,2
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",13,2,0.3,1,10,1
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",25,2,0.2,1,7,1
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",3,2,0.3,1,10,1
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",1,1,0,1,0,1
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",15,2,0.2,1,5,1
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",4,2,0.4,1,20,1
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",17,2,0.2,1,5,1
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",22,1,0,1,0,2
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",5,2,10,1,20,1
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",10,2,4,6,10,1
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",12,1,0.1,1,5,1
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",16,2,0.2,1,5,2
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",26,2,4,6,25,2
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",10,2,2,1,30,1
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",25,2,3,8,15,3
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",2,1,0.5,1,3,1
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",1,2,3.2,1,45,2
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",8,2,3.2,8,20,1
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",22,1,0.4,1,5,3
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",18,2,3,1,45,2
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",21,1,0.5,1,7,2
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",4,2,2.5,1,40,1
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",24,2,3,8,15,2
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",17,2,3,1,45,2
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",3,1,0.6,1,5,2
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",32,2,3,8,15,2
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",15,2,3,1,45,3
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",20,1,0.3,1,5,1
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",23,1,0.5,1,3,3
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",16,2,3,1,45,2
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",13,2,20,6,60,1
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",10,2,2,1,30,1
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",3,2,6,8,30,2
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",19,2,19,6,45,1
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",32,2,1,1,15,2
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",9,2,23,6,60,1
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",17,2,2,1,30,2
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",12,2,20,6,60,1
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",25,2,6,6,20,2
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",22,1,0,1,1,2
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",16,2,2,1,30,2
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",1,2,0.5,1,10,2
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",24,2,6,6,20,2
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",8,2,6,6,15,2
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",20,2,6,6,20,2
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",18,2,2,1,30,2
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",2,2,1,1,15,1
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",15,2,2,1,30,2
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",21,2,19,6,45,2
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",12,1,0.3,1,5,3
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",1,2,0.9,1,24,2
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",4,2,3.1,8,37,2
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",16,2,18,6,20,2
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",23,1,0.2,1,5,3
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",20,2,8,6,14,3
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",21,1,0,1,0,3
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",24,2,5,8,15,2
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",17,2,18,6,20,2
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",33,2,15,6,20,1
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",15,2,18,6,20,2
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",19,2,20,6,25,1
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",22,1,0,1,0,3
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",32,1,0.2,1,5,2
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",8,1,0.3,1,5,2
"67-26-59-19","48bea11db2944c909fda02151c5118af",16,2,3,1,60,1
"67-26-59-19","48bea11db2944c909fda02151c5118af",17,2,3,1,60,1
"67-26-59-19","48bea11db2944c909fda02151c5118af",11,2,15,4,30,1
"67-26-59-19","48bea11db2944c909fda02151c5118af",15,2,3,1,60,1
"67-26-59-19","48bea11db2944c909fda02151c5118af",8,2,3,1,60,1
"67-26-59-19","48bea11db2944c909fda02151c5118af",26,2,5,1,90,1
"67-26-59-19","48bea11db2944c909fda02151c5118af",1,1,0.5,1,15,1
"67-26-59-19","48bea11db2944c909fda02151c5118af",2,2,35,6,2,1
"67-26-59-19","48bea11db2944c909fda02151c5118af",9,2,10,2,15,1
"67-26-59-19","48bea11db2944c909fda02151c5118af",32,2,3,6,10,1
"67-26-59-19","48bea11db2944c909fda02151c5118af",20,2,3,1,60,1
"67-26-59-19","48bea11db2944c909fda02151c5118af",5,2,7,5,60,1
"67-26-59-19","48bea11db2944c909fda02151c5118af",3,2,2.5,1,60,1
"67-26-59-19","48bea11db2944c909fda02151c5118af",18,2,3,1,60,1
"67-26-59-19","48bea11db2944c909fda02151c5118af",21,2,3,1,60,2
"67-26-59-19","48bea11db2944c909fda02151c5118af",22,1,0.2,1,5,2
"67-26-59-19","48bea11db2944c909fda02151c5118af",4,2,2.5,1,60,1
"67-26-59-19","48bea11db2944c909fda02151c5118af",19,2,3,1,60,1
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",10,2,2,1,30,1
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",5,2,2,1,30,1
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",33,3,,,,
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",20,3,,,,
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",1,1,1.3,1,20,1
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",11,2,8,6,20,1
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",9,2,3,1,45,2
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",3,2,3,1,45,1
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",8,2,1.3,1,20,2
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",19,3,,,,
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",13,2,3,1,30,1
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",21,2,0.2,1,3,2
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",2,2,1,1,15,2
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",22,2,0.2,1,3,3
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",18,2,3,1,30,1
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",4,2,1.5,1,25,2
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",32,2,2,6,15,1
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",15,2,3,1,30,1
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",14,2,3,1,30,2
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",17,2,2.3,8,30,1
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",12,2,3,1,30,1
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",23,1,0.3,1,5,2
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",16,1,0.5,1,5,1
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",8,2,14,1,120,1
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",9,2,24.9,6,60,1
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",13,2,30,6,40,1
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",1,1,2,1,60,2
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",25,2,14,6,20,2
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",12,1,0.1,1,3,2
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",16,2,14,6,20,2
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",17,2,14,6,20,2
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",21,1,0.2,1,3,3
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",24,2,14,6,20,1
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",3,2,15,1,120,2
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",14,2,30,6,40,3
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",4,2,14,1,120,1
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",32,2,6.64,6,10,1
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",15,2,14,6,20,2
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",2,1,0.1,1,10,2
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",22,1,0,1,0,3
"85-31-22-31","4ba54fb88a534722877835b1045a512d",21,2,2,1,20,2
"85-31-22-31","4ba54fb88a534722877835b1045a512d",24,2,2,1,20,2
"85-31-22-31","4ba54fb88a534722877835b1045a512d",27,3,,,,
"85-31-22-31","4ba54fb88a534722877835b1045a512d",1,2,2,1,25,1
"85-31-22-31","4ba54fb88a534722877835b1045a512d",12,2,5,6,20,1
"85-31-22-31","4ba54fb88a534722877835b1045a512d",3,2,2,1,20,1
"85-31-22-31","4ba54fb88a534722877835b1045a512d",31,2,2,1,20,1
"85-31-22-31","4ba54fb88a534722877835b1045a512d",16,2,4,6,20,1
"85-31-22-31","4ba54fb88a534722877835b1045a512d",11,2,4,6,20,2
"85-31-22-31","4ba54fb88a534722877835b1045a512d",14,2,5,6,20,1
"85-31-22-31","4ba54fb88a534722877835b1045a512d",22,1,0.3,1,5,3
"85-31-22-31","4ba54fb88a534722877835b1045a512d",25,2,4,6,20,1
"85-31-22-31","4ba54fb88a534722877835b1045a512d",9,2,6.5,6,20,1
"85-31-22-31","4ba54fb88a534722877835b1045a512d",17,2,4,6,20,1
"85-31-22-31","4ba54fb88a534722877835b1045a512d",13,2,5,6,20,1
"85-31-22-31","4ba54fb88a534722877835b1045a512d",18,2,7,6,35,2
"85-31-22-31","4ba54fb88a534722877835b1045a512d",4,2,4,1,50,1
"85-31-22-31","4ba54fb88a534722877835b1045a512d",19,1,1,1,10,1
"85-31-22-31","4ba54fb88a534722877835b1045a512d",33,2,0.5,1,8,2
"85-31-22-31","4ba54fb88a534722877835b1045a512d",20,2,2,1,20,2
"85-31-22-31","4ba54fb88a534722877835b1045a512d",26,2,5,6,25,1
"85-31-22-31","4ba54fb88a534722877835b1045a512d",32,2,2,1,20,2
"85-31-22-31","4ba54fb88a534722877835b1045a512d",7,2,2,1,20,2
"85-31-22-31","4ba54fb88a534722877835b1045a512d",2,2,3,1,20,1
"85-31-22-31","4ba54fb88a534722877835b1045a512d",10,2,5,6,20,1
"85-31-22-31","4ba54fb88a534722877835b1045a512d",8,2,2,1,20,2
"85-31-22-31","4ba54fb88a534722877835b1045a512d",15,2,4,6,20,1
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",4,1,1,1,15,1
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",18,2,12,4,35,1
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",10,2,8,4,20,1
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",5,2,20,4,60,1
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",2,1,0.1,1,5,1
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",17,2,12,4,35,1
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",13,2,8,4,20,1
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",23,1,0.2,1,10,2
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",32,1,0.1,1,5,3
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",3,2,8,4,10,1
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",21,1,0,1,0,3
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",28,1,1,1,25,1
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",9,2,8,4,20,1
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",20,1,0.1,1,5,1
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",16,2,12,4,35,1
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",24,1,0.1,1,5,1
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",8,1,0.1,1,5,1
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",15,2,12,4,35,1
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",1,1,0.1,1,5,1
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",25,1,0.1,1,5,1
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",22,1,1,1,25,3
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",33,2,5,1,12,1
"74-16-21-77","4cf59369cdf24583a27873140b200861",1,1,0.5,1,10,1
"74-16-21-77","4cf59369cdf24583a27873140b200861",9,2,3,1,45,1
"74-16-21-77","4cf59369cdf24583a27873140b200861",16,2,3,1,20,2
"74-16-21-77","4cf59369cdf24583a27873140b200861",19,2,0.3,1,10,2
"74-16-21-77","4cf59369cdf24583a27873140b200861",32,2,1,1,20,1
"74-16-21-77","4cf59369cdf24583a27873140b200861",21,2,0.2,1,5,3
"74-16-21-77","4cf59369cdf24583a27873140b200861",24,1,1,1,20,3
"74-16-21-77","4cf59369cdf24583a27873140b200861",12,2,1,1,20,1
"74-16-21-77","4cf59369cdf24583a27873140b200861",14,2,3,1,20,2
"74-16-21-77","4cf59369cdf24583a27873140b200861",23,1,0.2,1,10,3
"74-16-21-77","4cf59369cdf24583a27873140b200861",4,2,1.5,1,20,1
"74-16-21-77","4cf59369cdf24583a27873140b200861",18,2,90,3,120,2
"74-16-21-77","4cf59369cdf24583a27873140b200861",25,2,3,1,20,1
"74-16-21-77","4cf59369cdf24583a27873140b200861",26,2,3,6,15,2
"74-16-21-77","4cf59369cdf24583a27873140b200861",15,2,3,1,20,2
"74-16-21-77","4cf59369cdf24583a27873140b200861",2,2,2,1,25,1
"74-16-21-77","4cf59369cdf24583a27873140b200861",10,2,0.5,1,20,1
"74-16-21-77","4cf59369cdf24583a27873140b200861",20,1,0,1,0,2
"74-16-21-77","4cf59369cdf24583a27873140b200861",22,1,0,1,0,3
"74-16-21-77","4cf59369cdf24583a27873140b200861",17,2,3,1,20,2
"74-16-21-77","4cf59369cdf24583a27873140b200861",3,2,0.5,1,10,1
"74-16-21-77","4cf59369cdf24583a27873140b200861",5,2,1,1,15,1
"74-16-21-77","4cf59369cdf24583a27873140b200861",13,2,1,1,20,1
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",22,1,0,1,0,3
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",12,1,0.01,1,5,3
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",31,2,4,9,50,3
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",32,2,4,1,40,2
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",2,1,0.2,1,3,1
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",4,2,0.7,1,10,3
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",20,2,3,1,30,2
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",8,2,4,1,40,2
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",10,2,0.2,1,3,2
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",5,2,3,1,30,2
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",25,2,4,1,40,2
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",16,2,4,1,40,2
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",3,2,4,1,40,1
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",1,1,0.6,1,7,2
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",26,2,4.5,1,45,1
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",21,1,0.2,1,2,2
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",15,2,4,1,40,3
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",17,2,4,1,40,1
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",24,1,4,1,40,1
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",18,2,4,1,40,3
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",22,1,0.6,1,7,3
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",11,2,4,1,40,1
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",22,1,0.3,1,4,1
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",18,2,4,1,60,1
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",19,2,7,1,120,1
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",25,2,5,1,120,1
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",1,1,1,1,60,1
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",23,1,0.5,1,20,1
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",9,2,30,6,60,1
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",16,2,4,1,60,1
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",17,2,4,1,60,1
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",20,2,6,1,180,1
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",8,2,4,1,60,1
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",32,2,5,1,180,1
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",29,1,0,1,1,1
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",24,2,5,1,120,1
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",27,2,10,1,180,1
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",11,2,10,6,120,1
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",15,2,4,1,60,1
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",3,2,2,1,60,1
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",33,2,4,1,60,1
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",28,2,3,1,60,1
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",5,2,6,1,180,1
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",19,2,33,6,60,1
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",27,1,0.2,1,5,1
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",12,2,31,6,60,1
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",3,2,15,8,120,1
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",17,2,9,1,120,1
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",18,2,33,6,60,1
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",25,2,9,8,60,1
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",20,2,9,8,60,2
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",31,2,9,6,60,1
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",16,2,9,1,120,1
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",10,2,9,6,30,1
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",13,2,42,2,60,1
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",24,2,9,8,60,1
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",1,2,3,1,30,2
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",9,2,31,6,60,1
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",32,2,9,8,60,2
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",28,1,0.2,1,5,1
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",21,1,0,1,0,2
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",15,2,9,1,120,1
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",5,2,9,8,90,1
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",4,2,4,8,30,1
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",22,2,4,8,30,1
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",8,2,3,1,30,1
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",3,2,0.4,1,10,2
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",16,2,0.9,1,35,2
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",22,1,0,1,0,3
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",32,2,3,6,9,3
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",12,1,0.1,1,6,2
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",23,1,0.1,1,2,2
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",20,1,0.1,1,2,3
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",1,2,0.8,1,35,2
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",8,2,5,6,8,2
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",17,2,0.9,1,35,3
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",21,1,0,1,0,3
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",13,2,38,6,20,1
"83-55-75-67","50915c4977d44997a241f9e364f0a753",14,2,25,6,90,1
"83-55-75-67","50915c4977d44997a241f9e364f0a753",16,2,4,1,50,2
"83-55-75-67","50915c4977d44997a241f9e364f0a753",1,1,2,1,25,3
"83-55-75-67","50915c4977d44997a241f9e364f0a753",13,2,25,6,90,1
"83-55-75-67","50915c4977d44997a241f9e364f0a753",24,1,0.2,1,5,2
"83-55-75-67","50915c4977d44997a241f9e364f0a753",15,2,4,1,50,2
"83-55-75-67","50915c4977d44997a241f9e364f0a753",31,1,0.2,1,5,2
"83-55-75-67","50915c4977d44997a241f9e364f0a753",8,1,0,1,5,3
"83-55-75-67","50915c4977d44997a241f9e364f0a753",17,2,4,1,50,2
"83-55-75-67","50915c4977d44997a241f9e364f0a753",25,1,0.2,1,5,2
"83-55-75-67","50915c4977d44997a241f9e364f0a753",12,2,25,6,90,1
"83-55-75-67","50915c4977d44997a241f9e364f0a753",33,2,5,9,30,1
"83-55-75-67","50915c4977d44997a241f9e364f0a753",32,1,0.2,1,5,2
"83-55-75-67","50915c4977d44997a241f9e364f0a753",20,2,8,1,120,2
"83-55-75-67","50915c4977d44997a241f9e364f0a753",9,2,25,6,90,2
"83-55-75-67","50915c4977d44997a241f9e364f0a753",4,2,10,1,120,2
"83-55-75-67","50915c4977d44997a241f9e364f0a753",22,1,0,1,5,2
"80-32-55-46","511e248a967448a89f871d73acff14a4",18,2,8,6,20,1
"80-32-55-46","511e248a967448a89f871d73acff14a4",9,2,35,2,30,1
"80-32-55-46","511e248a967448a89f871d73acff14a4",5,2,7,6,15,1
"80-32-55-46","511e248a967448a89f871d73acff14a4",14,2,35,2,30,1
"80-32-55-46","511e248a967448a89f871d73acff14a4",8,1,0.2,1,10,2
"80-32-55-46","511e248a967448a89f871d73acff14a4",16,2,8,5,20,1
"80-32-55-46","511e248a967448a89f871d73acff14a4",2,1,0.2,1,5,2
"80-32-55-46","511e248a967448a89f871d73acff14a4",12,2,35,2,30,1
"80-32-55-46","511e248a967448a89f871d73acff14a4",24,1,0.2,1,5,2
"80-32-55-46","511e248a967448a89f871d73acff14a4",21,2,20,6,15,1
