"t0_hhid","APCode","hhid","s6cq03a","s6cq03b","s6cq03c","s6cq03d","s6cq03e","s6cq03f","s6cq04a","s6cq04b","s6cq04c","s6cq05a","s6cq05b","s6cq05c","s6cq06","s6cq07","s6cq08","s6cq09","s6cq10","s6cq11","s6cq12","s6cq13a","s6cq13b","s6cq14a","s6cq14b","s6cq15","s6cq15b","s6cq15c","s6cq16"
"H1500401",23,"a1894fd4a0664a18bece8ad149aa1c51",2,5,,5,,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,3,4,1
"H2040902",23,"a1a220ee68344daaadc347cfc61c5333",15,1,,1,,2,0,,,0,,,27,0,0,0,0,0,12,0,,0,,0,6,1,1
"H2940301",26,"a1b71b4a577545898b0de219292b849d",12,1,,1,,2,0,,,0,,,26,0,0,0,0,7,0,0,,5,150000,2,1,,2
"H2940301",23,"a1b71b4a577545898b0de219292b849d",8,1,,1,,1,0,,,0,,,3,5,0,0,0,0,0,0,,0,,0,1,,2
"H2940301",24,"a1b71b4a577545898b0de219292b849d",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H0810202",23,"a22f86959d5f4e45a6239b6eae656526",5,1,6,1,6,2,0,,,0,,,7,0,0,0,0,0,0,0,,0,,2,3,,1
"H1630802",23,"a236c2812da940f29860b0925ae6aa80",18,1,2,1,2,2,0,,,0,,,8,18,0,0,0,0,7,0,,0,,1,1,3,1
"H2620303",23,"a28becda4a7d40f1a00b12c46e5f8c29",7,1,2,1,2,2,0,,,0,,,4,4,0,0,0,0,0,0,,0,,1,1,,1
"H3990801",23,"a2920b4b72b44731987ac3a604a3c34c",15,1,,1,,2,0,,,0,,,14,7,0,0,0,0,4,0,,2,7000,0,1,3,2
"H1510201",23,"a306a0f262584acc928616377b989243",1,2,,2,,2,0,,,0,,,8,0,0,4,0,0,0,0,,0,,3,3,1,1
"H1500802",23,"a341ebf6a794405eb417b2b15c5227ad",4,1,5,1,,2,0,,,0,,,4,7,0,0,0,0,7,0,,0,,0,1,3,1
"H2040601",23,"a3509833f98748fa8d8792e33f4c429c",13,1,2,1,2,2,0,,,0,,,6,8,0,0,0,0,0,0,,1,14000,0,1,3,1
"H1890401",23,"a3894f57774e412097228a1463863b24",4,2,,2,,2,0,,,0,,,7,0,0,1,0,0,0,0,,0,,2,3,4,1
"H3870301",23,"a3c1ad54b5134659a57d2f4a16a9a4a3",2,1,2,1,2,2,0,,,0,,,10,0,0,0,0,0,2,0,,4,10000,2,4,,1
"H3880501",23,"a418488a6ea74e94b5531e89954fc077",8,1,2,1,2,2,8,1,2,0,,,8,0,0,0,0,0,0,0,,0,,0,1,3,1
"H2480201",23,"a41c841b85a547f5ac1e647818b6b038",8,1,2,1,2,2,0,,,0,,,2,8,0,0,0,2,0,0,,0,,0,1,3,1
"H1860104",23,"a41e388692bb4bef86bdbedd7356ea7d",3,1,,1,3,2,0,,,0,,,13,0,0,0,0,8,0,0,,0,,2,3,1,1
"H2821001",23,"a42b72ab96e74a25aed753e4423bf1dd",20,2,,2,4,2,0,,,0,,,15,17,0,0,0,3,3,0,,4,15000,2,1,3,1
"H0920901",25,"a45f42e61f9346ae953afa8a834a8d98",180,2,,2,,2,0,,,0,,,0,0,0,0,0,0,20,200,2300,0,,0,1,,2
"H4200301",23,"a4774ad929ee47deb1cdd618fb11c557",13,1,2,1,2,2,0,,,0,,,15,19,0,0,0,0,20,0,,0,,1,1,3,1
"H1320201",23,"a48064362bbe4860a367a3b2a09b9519",29,1,2,2,,2,0,,,0,,,19,22,0,0,0,0,3,0,,9,15000,0,1,5,2
"H3991001",23,"a4909bd105d345aea9b737bf6478bf96",3,1,2,1,2,2,0,,,0,,,6,9,0,0,0,9,0,0,,0,,3,3,1,1
"H3940801",23,"a52acd870f29420aa97591e724c23846",6,1,3,1,3,2,0,,,0,,,16,0,0,0,0,0,9,0,,0,,1,5,1,1
"H4031001",23,"a5967c6dd1324ac8812ab9145fc7e551",5,1,2,1,2,2,0,,,0,,,5,0,0,0,0,0,0,0,,0,,0,3,1,1
"H3930401",23,"a5a0a4f9192242dc9e3a6d04ff5e5519",12,2,,2,5,2,0,,,0,,,13,0,0,0,0,0,0,0,,0,,1,3,,1
"H0861101",23,"a5e78e1c8faa4f64b081c107eab7f556",8,3,,3,,2,0,,,0,,,10,0,0,1,0,0,0,0,,0,,1,1,,1
"16",23,"a606845fa12c45619455ea7a72517231",11,1,,1,,2,0,,,0,,,5,7,0,0,0,0,1,0,,0,,0,1,3,1
"H0880301",23,"a618865e661243c7bc2307e28374c42a",0,,,,,2,0,,,0,,,4,7,0,0,0,0,8,0,,2,15000,1,1,,1
"H1860201",23,"a66fabab284e442f854573f5af151301",16,1,2,1,2,2,0,,,0,,,15,10,0,1,3,0,0,0,,0,,5,3,4,1
"H2501101",23,"a6dccd0cbc4d46be9dba48df0f201dbe",8,1,,1,,2,0,,,0,,,9,3,0,0,1,0,0,0,,1,10000,2,1,5,2
"H2240601",23,"a6edcc19d99c492e961fc5eb91ace8e0",15,1,,1,,2,0,,,0,,,1,22,0,0,0,0,10,2,5000,0,,0,1,,1
"H2250601",23,"a6f4d797a8c443d8bd09c62d89df8f6b",20,3,4,2,,2,0,,,0,,,22,0,0,0,0,0,1,0,,0,,1,1,3,1
"H1331003",23,"a76d3425b1e94a5b8c843a829a2e3038",4,2,,2,,2,0,,,0,,,9,0,0,0,0,0,0,4,5000,7,10000,2,1,3,1
"H3770201",26,"a7c9abfc9f554aea92ba06bce7e69ead",7,1,2,2,8,2,0,,,0,,,9,0,0,0,0,0,2,0,,0,,0,1,5,2
"H3770201",23,"a7c9abfc9f554aea92ba06bce7e69ead",35,1,2,2,8,2,0,,,0,,,31,10,0,0,0,0,1,0,,3,18000,2,1,5,2
"H1680301",23,"a7cda0954d514c879091ce42cb5661b7",1,2,,2,,2,0,,,0,,,6,0,0,0,0,0,5,0,,0,,0,1,,1
"H1760401",23,"a7d3ec51132d4e8b9212c7c6db57aba9",5,1,,1,3,2,0,,,0,,,2,3,0,0,0,0,0,0,,0,,0,1,3,1
"H1271001",23,"a7e06f1f3a6d49c7925de7f9fe1393fb",12,1,,1,,2,0,,,0,,,3,9,0,0,0,0,0,0,,0,,0,1,5,1
"H4280801",23,"a845618242c74e298836dc3241671088",3,1,,1,,2,0,,,0,,,0,0,0,0,0,0,0,3,7000,0,,0,1,5,1
"H1331001",23,"a894f48689f341e78201c609d5031e2b",27,1,2,11,12,2,0,,,0,,,27,18,0,5,0,0,13,0,,0,,0,6,5,1
"H4200501",23,"a8c13256d89b4624b994e8cd0ea56a36",6,1,,1,,2,0,,,0,,,8,4,0,0,0,6,0,0,,0,,0,2,4,1
"37",23,"a8ca4dcb7ee642a8ac587b83dcba3832",0,,,,,2,0,,,0,,,5,0,0,0,0,3,2,0,,0,,0,3,,2
"H1440502",23,"a8ee199f3b104731bb6781410bad32b6",8,1,4,1,4,2,0,,,0,,,4,21,0,0,0,0,15,0,,2,13000,0,1,3,1
"4",23,"a8f08e6bcf2f4b839222e8aafa65d3b9",10,1,2,1,2,2,0,,,0,,,3,7,0,0,0,0,0,0,,0,,0,3,1,1
"H3760601",23,"a9474f8fbe7e4bceb7d43cf236e40394",2,2,,2,,2,0,,,0,,,6,0,0,0,0,4,0,0,,0,,0,1,,1
"H3760601",26,"a9474f8fbe7e4bceb7d43cf236e40394",6,1,2,2,,2,0,,,0,,,4,2,0,0,0,0,0,0,,0,,0,1,,1
"46",23,"a95dcba3f0ce4bbe854a0eb463b4514a",9,1,2,1,2,2,0,,,0,,,5,9,0,0,0,0,4,0,,0,,1,1,3,1
"H1910901",23,"a98acb91aca7427bbebaf8c64b9c77b7",14,,,,,2,0,,,0,,,16,10,0,0,0,3,9,0,,0,,0,1,3,1
"H2040102",23,"aac53a0ee0324066803d4d4488576d3a",7,3,,1,3,2,0,,,0,,,10,0,0,0,0,0,0,0,,2,8000,1,3,5,1
"H3801001",23,"aaf39d3f901e41028443e75265521f6b",7,1,2,1,2,2,0,,,0,,,2,5,0,0,0,0,0,0,,0,,0,1,,1
"H3710701",23,"ab4bf8884e62472da6eaad20aab67164",16,1,2,1,2,2,0,,,0,,,18,0,0,0,0,0,0,0,,0,,2,1,3,1
"H3710701",26,"ab4bf8884e62472da6eaad20aab67164",2,1,5,1,5,2,2,1,5,0,,,0,0,2,0,0,0,0,0,,0,,0,1,3,1
"H3761001",23,"ab5920d50bcd4b2f995691c8cbcf6fed",8,1,2,1,2,2,0,,,0,,,26,0,0,0,0,17,0,0,,0,,1,1,3,1
"H2080101",23,"ab7c3a9b8236437498b1433ace2069cd",30,2,9,2,7,2,0,,,0,,,60,20,0,0,0,0,45,0,,0,,5,1,3,1
"H2080101",26,"ab7c3a9b8236437498b1433ace2069cd",10,1,,2,7,2,0,,,0,,,20,16,0,0,0,7,12,0,,5,20000,2,1,3,1
"H1650201",23,"abaf37fced1c42cfa4194a146486f34c",9,2,,1,2,2,0,,,0,,,3,6,0,0,0,0,0,0,,0,,0,6,5,1
"H1260401",23,"abe8db92f9514c14b1e66acc88e0218b",12,1,2,1,2,2,0,,,0,,,5,8,0,0,0,0,0,0,,0,,1,3,6,1
"H1650701",23,"abee8c03db794e11a09f6ec3219f1583",3,1,,1,,2,16,1,,0,,,5,0,0,0,0,0,0,0,,0,,2,1,3,1
"H1510101",23,"ac0656aee31c46ca9d857520d24ecb9b",1,1,2,1,7,2,0,,,0,,,16,0,0,0,0,0,5,0,,7,10000,3,1,3,1
"H0491301",26,"ac20e1192f774135b6f7349718960671",8,4,,4,,2,0,,,0,,,1,10,0,0,0,3,0,0,,0,,0,1,4,1
"H2210901",23,"ac3bf27b5544475e9ec8bd8166ff2e94",9,1,2,1,2,2,0,,,0,,,14,13,0,0,4,0,11,0,,0,,3,3,,1
"H2170101",23,"ac4f882fa5a1478faff4fa41aeb87b78",13,1,2,1,2,2,0,,,0,,,6,7,0,0,0,0,0,0,,0,,0,6,5,1
"H2740401",23,"ac6dedb0a5194fcb9fb7d27c51608b72",4,1,,1,,2,0,,,0,,,1,3,0,0,0,0,0,0,,0,,0,1,,1
"H2310402",23,"ac8becf4f658401daf4fa888c0d8f50a",10,1,2,1,2,2,1,1,2,0,,,9,9,0,0,1,0,2,0,,3,11000,2,1,3,2
"H3030801",23,"acb16f9b068549d8a80a37c9d638742f",5,3,,3,,2,0,,,0,,,5,0,0,0,0,0,0,0,,0,,0,1,,1
"H0720301",23,"acea3bfd05804e8c9aab357dfacfd8af",5,1,2,1,2,2,0,,,0,,,15,5,0,0,0,8,0,0,,2,10000,5,3,,1
"H1290601",23,"ad385d9a75e24bbbb46ebe7bf46c0347",10,3,,1,2,2,0,,,0,,,12,4,0,0,0,0,0,0,,3,10000,3,3,5,1
"H1400201",23,"ad8353f3f7214ab6acc2ea37123f8fd3",15,1,2,1,2,2,0,,,0,,,6,12,0,0,0,3,0,0,,0,,0,6,1,1
"H1400201",26,"ad8353f3f7214ab6acc2ea37123f8fd3",5,1,2,1,2,2,0,,,0,,,2,7,0,0,0,4,0,0,,0,,0,1,6,1
"H3650501",23,"ad9b7c4ba614444bb8004eb658693c9f",8,1,2,2,3,2,0,,,0,,,21,0,0,0,0,2,3,0,,8,8000,0,1,5,1
"H0680302",23,"ada436fa4780401ab860968e34f7619b",2,2,3,2,3,2,0,,,0,,,4,2,0,0,0,2,1,0,,0,,1,3,,1
"H1510701",23,"ada802f46bce4821854f94789455f294",5,1,,1,,2,0,,,0,,,11,0,0,0,0,0,4,0,,0,,2,1,3,1
"H3780701",23,"ae654e503e734904b7b3a38b65cde5a5",3,1,,1,,1,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,3,4,1
"H1860701",23,"af21a60ed02745e78eb57efb497dfbcb",24,1,2,2,,2,0,,,0,,,13,20,0,0,0,0,0,0,,4,12000,5,3,1,1
"H2831002",23,"af3173e95e1c4ee4be51a2b3fc47b209",9,1,,1,,2,0,,,0,,,4,5,0,0,0,0,0,0,,0,,0,1,3,1
"H2350401",26,"af6104d72cf74b3595bcdc5760202e29",4,1,,1,,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,6,,1
"H0360701",23,"af6b0d1cbab1447ab8984101f9005463",5,2,,2,,2,0,,,0,,,15,0,0,0,0,0,10,0,,0,,0,3,1,1
"H0400301",23,"af7ab4a9676c4aec97a6e8c74887d2e7",6,2,,2,,2,0,,,0,,,0,0,6,0,0,0,0,0,,0,,0,3,4,1
"H3660801",23,"b00536b516304ee094e53626c0df2244",2,1,,1,4,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"H1660602",23,"b00d048df091474fa7790bed2f2efe61",11,1,2,1,2,2,0,,,0,,,15,10,0,12,0,0,0,0,,0,,2,1,,1
"H1260601",23,"b02e15d8049a48aa909c5906348edd5d",4,1,,1,,2,0,,,0,,,7,0,0,0,0,1,2,0,,0,,0,1,,1
"H1760101",23,"b02f9de063c1412c9c9803b138f671be",1,3,,2,3,2,0,,,0,,,3,0,0,0,0,2,0,0,,0,,0,1,3,1
"H1671001",23,"b0303cd1a33a49f7aa7032680f2fcc38",1,2,,2,,2,0,,,0,,,0,0,0,0,0,0,0,1,6000,0,,0,3,,1
"H1861001",23,"b034837da7624800b9c15fa126582665",38,1,,1,,2,0,,,0,,,43,12,0,1,5,0,3,0,,0,,8,3,4,1
"H3930601",23,"b0adaeacb7f84922a3d9ddf69d04f9e4",2,1,2,1,2,2,0,,,0,,,7,0,0,0,0,0,0,0,,0,,5,3,1,1
"H2620602",23,"b0bcb5446d0c41b0bd3f2e9fa6257eb6",26,4,,4,,2,0,,,0,,,24,16,0,3,5,1,0,0,,0,,5,3,1,1
"H1820903",23,"b0f7fd35186047ffa6707e4fbf6740ad",8,1,,1,,2,0,,,0,,,1,7,0,0,0,0,0,0,,0,,0,1,3,1
"H0670801",23,"b11ea9a0734b44ac80dd1f6f44064959",7,1,,1,,2,0,,,0,,,2,9,0,0,0,4,0,0,,0,,0,3,,1
"H4020201",23,"b182ff7d9f33435681ccfa62e695643f",13,1,2,1,2,2,0,,,0,,,23,14,0,0,0,0,0,0,,17,15000,7,1,3,1
"H1430906",23,"b188a094783c440eaa1b5f9a7d5a2043",6,1,8,1,8,2,0,,,0,,,8,0,0,0,0,0,1,0,,0,,1,6,5,1
"H1430906",26,"b188a094783c440eaa1b5f9a7d5a2043",17,1,,1,8,2,0,,,0,,,8,10,0,0,0,1,0,0,,0,,0,6,5,1
"H0960801",23,"b22d481990e04f52992e9312c2bc96be",33,2,,2,,2,0,,,0,,,3,0,0,0,0,0,0,30,4500,0,,0,1,,1
"H0700701",23,"b2304aba3003460f971674bfd2de5812",9,1,2,1,2,2,0,,,0,,,9,4,0,0,1,0,0,0,,0,,3,1,4,1
"H3650201",23,"b2523333db2e4f11abc6f80212a9ede4",4,1,2,2,,2,0,,,0,,,6,0,0,0,0,2,0,0,,0,,0,6,5,1
"H1960301",23,"b291bd0276d84ec28cc37e4055dbdf38",13,1,,1,4,2,0,,,0,,,22,0,0,0,2,0,0,0,,0,,7,4,3,1
"H1960301",26,"b291bd0276d84ec28cc37e4055dbdf38",3,1,,1,4,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,3,,1
"H1410101",23,"b296b9cbd7cc4dd1aa519cc7496d0051",4,1,9,1,7,2,0,,,0,,,24,0,0,0,0,0,20,0,,0,,0,1,5,1
"H1410903",26,"b299a5fe23e64d98a081d458290182e6",15,7,,2,,2,0,,,0,,,16,0,0,0,0,0,0,0,,0,,1,1,3,1
"H1000301",24,"b2b3f528f59b4ca99e9ff9be57feec90",40,2,,2,,2,0,,,0,,,40,0,0,0,0,0,0,0,,0,,0,1,,1
"H1300605",23,"b2bb71b2089c4de1bdfee382f966555c",9,3,,3,,2,0,,,0,,,12,0,0,0,0,0,0,0,,2,10000,1,1,,1
"H1650702",23,"b3c0769ca3bf4d5c9a1881cf817e99e6",14,1,2,1,2,2,0,,,0,,,4,13,0,0,0,2,1,0,,0,,0,1,,2
"H4210501",23,"b3c4cdf7280e48c1ab584eae1819da4b",5,1,2,1,2,2,0,,,0,,,6,5,0,0,5,0,0,0,,0,,1,1,,1
"H2091001",23,"b3defd888f2a4ba8a3dcb4ec09f84222",16,1,2,1,2,2,0,,,0,,,21,6,0,0,0,0,0,0,,6,20000,5,3,1,1
"H2200301",23,"b3e9c6caab94413bbfa6707c53b02901",13,2,,2,6,2,0,,,0,,,15,9,0,0,0,4,0,0,,0,,7,3,,1
"H2140502",23,"b413f8d97ac74d12bcb243e726a40eab",10,1,2,1,2,2,0,,,0,,,3,10,0,0,0,3,0,0,,0,,0,5,6,1
"H2040801",23,"b48b9a0ba44a4b6faa325f788c6ab58a",10,1,,1,2,2,0,,,0,,,1,9,0,0,0,0,0,0,,0,,0,6,3,1
"90",23,"b4ae1cdb118e46548c87369f07aa9c28",14,1,,1,,2,0,,,0,,,14,0,0,0,0,0,0,0,,0,,0,1,,1
"H0610301",23,"b4b5f053ad024a75a88e82cb8519b305",10,1,,1,,2,0,,,0,,,9,14,0,0,0,12,0,0,,0,,1,3,4,1
"H1670101",23,"b4c25ed2ac604c66a2f0bd63c34369a5",17,1,2,1,2,2,0,,,0,,,21,0,0,0,0,0,0,0,,1,6000,3,1,,1
"H2230901",23,"b4d9a9e74f2f48cfa3890854cb08802e",30,1,3,1,3,2,0,,,0,,,20,21,0,0,0,1,0,0,,2,12000,3,1,3,1
"H3260601",23,"b5391f019579463c8fceff4a55c289f9",10,1,,1,,1,0,,,0,,,9,6,0,0,0,0,4,0,,0,,1,3,1,1
"H2040602",23,"b559e0dd91014ce98110a5ccae0fdc60",11,1,2,1,,2,0,,,0,,,5,6,0,0,0,0,0,0,,0,,0,6,,1
"H1820802",23,"b5710d3ab5db4e8e957ef88a3a65e15b",10,1,2,1,2,2,0,,,0,,,16,0,0,0,2,0,0,0,,4,9000,0,1,3,1
"H2620501",23,"b5ca06ecc65d41d5854fef85948ff5a1",6,1,,1,4,2,0,,,0,,,1,8,0,0,0,2,0,0,,0,,1,3,6,1
"H3970701",23,"b5cc8ef7e0ae411cbf1d4e87d21afc3b",6,7,,4,7,2,0,,,0,,,2,4,0,0,0,0,0,0,,0,,0,6,,1
"H2540401",23,"b6072b42bdef4a999ccd071a41131d96",11,1,6,1,6,2,0,,,0,,,5,6,0,0,0,0,0,0,,0,,0,3,,1
"H2520801",23,"b67a6ea4975f4e05b2a9ee584a0c53eb",0,,,,,2,0,,,0,,,18,0,0,0,0,0,0,0,,15,15000,3,1,3,1
"H3500201",23,"b67bbc8315b94f5789f3332ba4e3efba",20,2,,2,,2,0,,,0,,,5,15,0,0,0,0,0,0,,0,,0,3,,1
"H3500701",23,"b6be96a0172d4bc0a9f0e76fa7dd124a",10,2,,1,2,2,0,,,0,,,6,4,0,0,0,0,0,0,,0,,0,1,3,1
"H3950901",23,"b6c1c13b06414c739637f8fe7780ec7f",17,1,2,1,2,2,0,,,0,,,8,30,0,2,0,0,17,0,,0,,2,1,3,1
"H4000601",23,"b6d3b5269e8441d4b50212ca9f9a8313",20,1,2,1,2,2,0,,,0,,,16,13,0,0,0,0,3,0,,4,10000,2,1,3,1
"H1910803",23,"b713adba18564010a8671547ad90c009",9,3,6,3,6,2,0,,,0,,,8,11,0,1,0,8,0,0,,0,,1,3,4,1
"H1860801",23,"b7353bb572dd4d3cb2f503df5eb5cf57",4,1,2,1,2,2,12,1,2,0,,,2,3,0,0,0,0,1,0,,0,,0,1,4,2
"H1800102",23,"b775483de2874fdb9ec10aabf8f35e4c",3,1,2,1,2,2,0,,,0,,,15,0,0,0,0,12,0,0,,0,,0,1,3,1
"H0750401",23,"b79f1b48f93a4656b7de26b5756470c2",21,1,3,1,3,2,0,,,0,,,9,24,0,0,0,12,0,0,,0,,0,3,5,1
"H2250101",23,"b7f83b2df4b843fb9e78b14022629c31",3,1,,1,,2,0,,,0,,,7,0,0,0,0,0,4,0,,0,,0,1,5,1
"H1530902",23,"b808780d88b74016828257e78351ddbd",1,1,3,1,3,2,0,,,0,,,3,0,0,0,0,0,0,0,,2,12000,0,1,3,1
"H3190801",23,"b8337de9edaf4785973051951eda3b9c",4,1,2,1,2,1,0,,,0,,,2,0,0,0,0,0,0,2,10000,0,,0,5,6,1
"H1400303",23,"b840183d5f66483e8068548f7fe1cf56",15,1,2,1,2,2,0,,,0,,,7,15,0,0,0,5,0,0,,0,,2,3,6,1
"H2090803",23,"b8e66eb1984148bc966a5ab7390e7d6a",15,1,2,2,7,2,0,,,0,,,20,12,0,0,0,6,0,0,,8,15000,3,1,3,1
"H3410201",26,"b8fb6e56feb3414fbb37a31bfe6a05fe",2,2,,2,,2,0,,,0,,,4,0,0,0,0,0,0,0,,2,12000,0,1,,1
"H3410201",23,"b8fb6e56feb3414fbb37a31bfe6a05fe",4,2,,2,,2,0,,,0,,,1,0,0,0,0,0,0,4,7000,0,,1,1,,1
"H4271002",23,"b9161b798a1343c6811bd6abe82e917a",10,2,,2,,2,0,,,0,,,10,4,0,0,0,0,0,0,,0,,0,6,,1
"H3850601",23,"b9bb5a0f856d4e158550469cbb082c84",11,1,2,1,2,2,0,,,0,,,8,3,0,0,0,0,0,0,,0,,0,4,,1
"H0910501",23,"b9f780de082948419cb573ab3c23a956",0,,,,,2,0,,,0,,,15,0,0,0,0,10,5,0,,0,,0,1,3,1
"H2211005",23,"ba638314d1ca4e99ae25ba442de47c6b",8,1,,1,2,2,0,,,0,,,17,0,0,0,0,0,9,0,,0,,0,1,3,1
"H0230401",23,"bacc66a311884a2b9f9b29c8d6da4a02",9,1,,1,2,2,0,,,0,,,1,8,0,0,0,0,0,0,,0,,0,1,6,1
"H1751101",23,"bae8b727c5344d6eb7e054786aba7480",10,2,,2,5,2,0,,,0,,,12,0,0,0,0,0,0,0,,0,,2,1,,1
"H1910802",23,"bafc620514774c7d855a293d9c89c0c7",15,1,2,1,2,2,0,,,0,,,18,24,0,0,0,16,4,0,,0,,7,3,1,1
"H1650505",23,"bb30edee6d804a02bfeefc96d7026fca",20,1,2,1,2,2,0,,,0,,,5,16,0,0,0,0,0,0,,0,,1,3,6,1
"H2620302",23,"bb34553fd36a4076a451ebfb144c3cbd",12,1,2,2,,2,0,,,0,,,7,12,0,1,0,2,0,0,,2,15000,2,1,3,1
"H0910201",23,"bb7635413a31448586fb06787ecda4d5",6,1,2,1,2,2,0,,,0,,,6,0,0,0,0,0,0,0,,0,,0,1,6,2
"H3730502",23,"bb91c6fa27164c81ba4c2b07db940439",1,1,2,1,2,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,3,3,6,1
"H3730502",26,"bb91c6fa27164c81ba4c2b07db940439",3,1,2,1,2,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,1,3,6,1
"H1620102",23,"bb965ad786b7416889de9ae941399fc7",5,2,3,2,5,2,0,,,0,,,25,0,0,0,0,0,20,0,,0,,0,5,6,1
"H2250901",23,"bc39840d95d84d80a9602e1cd988b41e",32,1,2,1,2,2,0,,,0,,,23,32,0,2,0,0,12,0,,4,20000,5,3,,1
"H3710801",23,"bc4e6c550c2348ae98b8981916c3a0aa",4,1,2,1,2,2,0,,,0,,,1,6,0,0,0,3,0,0,,0,,0,6,5,1
"H2231003",23,"bcf9986c1c544ead8cd9e3e845fb5c79",21,1,4,1,4,2,0,,,0,,,6,16,0,0,0,0,0,0,,0,,1,3,1,1
"H3660901",23,"bd8704d179e04907b01d2eaf2d0de3e9",11,4,6,4,6,2,0,,,0,,,1,10,0,0,0,0,0,0,,0,,0,1,3,1
"H0830701",23,"bdda888074c64d04872a160ffe702fb2",20,1,2,1,2,2,0,,,0,,,6,16,0,0,0,0,0,0,,2,35000,0,1,,2
"H0750201",23,"bde0d4cceb99425dafbae9a470dce64a",6,2,,2,,2,0,,,0,,,6,0,0,0,0,0,0,0,,0,,0,3,,1
"H3830102",23,"be2b88fc4c42410291be8cb33d012ea3",54,1,2,1,2,2,0,,,0,,,45,29,0,5,0,0,5,0,,5,10000,5,3,1,1
"1101102",23,"be500d5d9cbc472db2c445e8bb4a8429",100,1,2,3,7,2,0,,,0,,,72,30,0,0,0,0,0,0,,0,,2,1,6,1
"H4040301",23,"be58d57d2c9140f88700b722f71cc1f7",5,1,,1,4,2,0,,,0,,,10,0,0,2,0,0,0,0,,2,7500,1,1,3,1
"H3831001",23,"be5d3436fcdb4b80917df920b90de881",22,1,6,1,6,2,0,,,0,,,19,12,0,0,0,0,0,0,,5,10000,4,1,3,1
"H2030701",23,"bed7e91707b64ec9ba9eff80e5a7a515",10,1,,1,2,2,0,,,0,,,11,0,0,0,0,1,0,0,,0,,0,1,3,1
"H0460701",23,"bf148f925dec467fb70839f7aca77132",15,2,,2,,2,0,,,0,,,5,10,0,0,0,0,0,0,,0,,0,1,4,2
"H1500501",23,"bf4137189f954dbda6885e5e20d2ec65",6,4,,4,,2,0,,,0,,,5,7,0,0,0,4,0,0,,0,,2,1,5,1
"H3751001",23,"bf5e205e879649aeb9e986e6a19bf2a3",1,2,,2,4,2,0,,,0,,,0,0,1,0,0,0,0,0,,0,,0,1,,1
"H0420101",23,"bf643934ce9d42ccae6deba593a16348",0,,,,,2,0,,,0,,,15,0,0,0,0,0,10,0,,0,,5,1,3,2
"H3890601",26,"bf66524a5a1f4c3c9dbe0036c297f306",4,1,,1,5,2,0,,,0,,,0,0,0,0,0,0,0,5,0,0,,1,3,1,1
"H2240101",23,"bfcac9d1276645638b00ed7805dbfba2",45,1,2,1,2,2,0,,,0,,,50,25,0,0,6,6,0,0,,12,12000,6,1,3,1
"H3820601",23,"bfdf0d66403440ceab439b1e1c47cdea",5,1,,1,6,,,,,,,,,,,,,,,,,,,,,,
"H0850601",23,"c014437e641641eca6502ddb0f5888b0",0,,,,,2,0,,,0,,,3,0,0,1,0,0,0,0,,1,20000,1,3,,1
"H3871001",24,"c07f0d460ca1479198feb0b6eb3f2f16",10,9,,1,9,2,0,,,0,,,10,0,0,0,0,0,0,0,,0,,0,1,,2
"H0610403",23,"c085573e64aa4788be1f66d491f65e2a",24,2,,2,,2,0,,,0,,,5,21,0,0,0,0,0,0,,2,15000,0,1,3,2
"H4040702",23,"c09505ef48274aa887166bb087477bc3",5,3,,3,,2,0,,,0,,,10,0,0,1,0,3,0,0,,0,,1,1,3,1
"H1880301",23,"c1900c3bcc364e0aa17550183cc4a221",17,1,,1,,2,1,1,,0,,,3,15,0,0,0,0,0,0,,1,9000,0,3,1,1
"H1490801",23,"c19b9e58d92c4cd99d7f58b7acdd9fdd",3,1,2,1,2,2,0,,,0,,,18,0,0,2,0,0,0,0,,11,8000,2,1,,1
"H0610201",23,"c22bf89d80d648409ff35fb91f6d8854",3,1,2,1,2,2,0,,,0,,,1,6,0,0,0,0,4,0,,0,,0,1,4,1
"H4010101",23,"c29020c2038742478b997d9ccfa380bc",9,1,2,2,4,2,0,,,0,,,17,0,0,0,0,0,0,0,,6,12000,2,1,3,1
"H1630601",23,"c29cac3f8727404a99ec979338ef3167",5,2,,1,2,1,5,1,2,0,,,10,0,0,0,0,1,0,0,,4,10000,0,1,5,1
"H0850801",23,"c2ca0f63efa5482f8f0169aec54e2246",17,2,,2,,2,0,,,0,,,9,8,0,0,0,0,0,0,,0,,0,5,6,1
"H3770601",23,"c311adcaec634b3b81b14d70b7402fc0",13,1,,1,,1,0,,,0,,,7,6,0,0,0,0,0,0,,0,,0,1,3,1
"H3770601",27,"c311adcaec634b3b81b14d70b7402fc0",5,1,2,1,2,2,0,,,0,,,5,3,0,0,0,0,2,0,,0,,1,1,,1
"H1770802",23,"c338b6d9645e48b896b253a73e308789",6,1,,1,2,2,0,,,0,,,7,0,0,0,0,0,0,0,,0,,1,1,3,1
