"t0_hhid","hhid","A10itemcod_ID","s10q01a","s10q02a","s10q03aa","s10q04a","s10q05aa","s10q06a","s10q07aa","s10q08a"
"H4300201","2b5700c4ed5e4ec8997a4236831cf10e",1,3,18000,3,1,,2,,
"H1860101","2b746e4a31414a8182d62f080eb05b40",14,0,,0,1,,1,1,0
"H1650504","2b80b3ba5e2a48028b2fdff1c0491d2c",1,8,32000,8,1,,2,,
"H1650504","2b80b3ba5e2a48028b2fdff1c0491d2c",3,3,10000,3,1,,2,,
"H1650504","2b80b3ba5e2a48028b2fdff1c0491d2c",2,,,,,,,,
"H1900402","2b881b680b65407e8de6fae209a281c1",14,0,,0,1,,1,1,0
"H1900402","2b881b680b65407e8de6fae209a281c1",3,1,4000,1,1,,2,,
"H1900402","2b881b680b65407e8de6fae209a281c1",1,2,18000,2,1,,2,,
"H1900402","2b881b680b65407e8de6fae209a281c1",4,1,3000,1,1,,2,,
"H2850902","2b97ff1426c44de289a445eded0ccb86",3,1,5000,1,1,,2,,
"H2850902","2b97ff1426c44de289a445eded0ccb86",1,2,18000,2,1,,1,2,0
"H3860701","2bb93f7c98f748c88e4ed683a0aa0df0",3,3,7000,3,1,,2,,
"H3860701","2bb93f7c98f748c88e4ed683a0aa0df0",19,1,28000,1,2,1,,,
"H3860701","2bb93f7c98f748c88e4ed683a0aa0df0",4,2,5000,2,1,,2,,
"H3860701","2bb93f7c98f748c88e4ed683a0aa0df0",7,1,4500,1,2,1,,,
"H3860701","2bb93f7c98f748c88e4ed683a0aa0df0",1,6,25000,5,1,,2,,
"H4260201","2bc61f86f4464846a8be939b5d6326db",8,1,2000,1,1,,2,,
"H4260201","2bc61f86f4464846a8be939b5d6326db",3,1,3000,1,1,,2,,
"H4260201","2bc61f86f4464846a8be939b5d6326db",1,2,10000,2,1,,1,1,2000
"H3680401","2be7329e10e5476cb60c21b3be722468",1,2,18000,2,1,,1,4,0
"H3680401","2be7329e10e5476cb60c21b3be722468",3,2,12000,2,1,,2,,
"H1650301","2bec695a80774434b93d95a49dfced8a",1,5,50000,5,1,,2,,
"H1650301","2bec695a80774434b93d95a49dfced8a",22,1,12000,1,1,,2,,
"H1650301","2bec695a80774434b93d95a49dfced8a",3,1,4000,1,1,,2,,
"H2211006","2bf703d574344f36a037c7d7c64b5c01",1,2,10000,3,1,,2,,
"H2211006","2bf703d574344f36a037c7d7c64b5c01",19,1,30000,1,1,,2,,
"H2211006","2bf703d574344f36a037c7d7c64b5c01",3,1,5000,1,1,,2,,
"H2211006","2bf703d574344f36a037c7d7c64b5c01",4,1,3000,1,1,,2,,
"H1290201","2bfb2d5d0484428fb2747b0cecd88b2b",1,6,40000,6,1,,2,,
"H1290201","2bfb2d5d0484428fb2747b0cecd88b2b",3,1,6000,1,1,,2,,
"H3760201","2c0855f44ac340e2b0988c8dba22d4df",4,1,6000,1,1,,2,,
"H3760201","2c0855f44ac340e2b0988c8dba22d4df",12,1,5000,1,1,,2,,
"H3760201","2c0855f44ac340e2b0988c8dba22d4df",1,4,35000,4,1,,2,,
"H3760201","2c0855f44ac340e2b0988c8dba22d4df",3,0,,1,1,,1,1,0
"H0900301","2c43e276f7e94ef0af1888f2b51277c0",19,1,50000,1,1,,2,,
"H0900301","2c43e276f7e94ef0af1888f2b51277c0",1,6,40000,6,1,,2,,
"H0900301","2c43e276f7e94ef0af1888f2b51277c0",3,1,5000,1,1,,2,,
"H3410301","2c86f891acf047ed8097ca1b4e2755e6",5,1,70000,1,1,,2,,
"H3410301","2c86f891acf047ed8097ca1b4e2755e6",1,4,40000,4,1,,2,,
"H3410301","2c86f891acf047ed8097ca1b4e2755e6",19,1,60000,1,1,,2,,
"H3410301","2c86f891acf047ed8097ca1b4e2755e6",3,3,18000,3,1,,2,,
"H3410301","2c86f891acf047ed8097ca1b4e2755e6",8,1,3000,1,1,,2,,
"H3410301","2c86f891acf047ed8097ca1b4e2755e6",4,1,3000,1,1,,2,,
"H1440503","2c8a0ac39a1a441a96182ad2be1326d9",3,1,5000,0,1,,1,1,0
"H1440503","2c8a0ac39a1a441a96182ad2be1326d9",1,2,12000,2,1,,2,,
"H0500401","2c8e03b857bc459fb92fac9045dbcacf",22,1,5000,1,1,,2,,
"H0500401","2c8e03b857bc459fb92fac9045dbcacf",1,3,15000,3,1,,2,,
"H0500401","2c8e03b857bc459fb92fac9045dbcacf",19,0,,0,1,,1,1,10000
"H0500401","2c8e03b857bc459fb92fac9045dbcacf",3,1,3000,1,1,,2,,
"H1080301","2ca559391bad4f74a1c81b90c85d20da",5,1,130000,1,1,,2,,
"H1080301","2ca559391bad4f74a1c81b90c85d20da",1,10,70000,10,1,,2,,
"H1080301","2ca559391bad4f74a1c81b90c85d20da",19,1,12000,1,1,,2,,
"H1080301","2ca559391bad4f74a1c81b90c85d20da",4,1,5000,1,1,,2,,
"H1080301","2ca559391bad4f74a1c81b90c85d20da",3,1,4000,1,1,,2,,
"H1080301","2ca559391bad4f74a1c81b90c85d20da",12,1,10000,1,1,,2,,
"H2700401","2ca89116526a4a69a090fcf154b3a068",1,2,12000,2,1,,2,,
"H2700401","2ca89116526a4a69a090fcf154b3a068",3,1,4000,1,1,,2,,
"H2700401","2ca89116526a4a69a090fcf154b3a068",4,1,6000,1,1,,2,,
"H3600801","2ca912983d754b249b3e22257429128f",3,1,2000,1,1,,2,,
"H3600801","2ca912983d754b249b3e22257429128f",1,2,20000,2,1,,2,,
"H4210101","2cb1f00388b745698cde84ee0091c1e5",3,1,7000,1,1,,2,,
"H4210101","2cb1f00388b745698cde84ee0091c1e5",1,3,21000,3,1,,2,,
"H1500801","2cb797850b334f1e92c87498fc06141f",3,1,5000,1,2,3,,,
"H1500801","2cb797850b334f1e92c87498fc06141f",1,2,18000,2,2,3,,,
"H0620101","2cb7f630fc0a4e25bc66894bbe872f42",3,1,5000,1,1,,2,,
"H0620101","2cb7f630fc0a4e25bc66894bbe872f42",12,1,4000,1,1,,2,,
"H0620101","2cb7f630fc0a4e25bc66894bbe872f42",1,1,10000,1,1,,2,,
"H0620101","2cb7f630fc0a4e25bc66894bbe872f42",8,1,3000,1,1,,2,,
"H0620101","2cb7f630fc0a4e25bc66894bbe872f42",5,1,50000,1,1,,2,,
"H0620101","2cb7f630fc0a4e25bc66894bbe872f42",21,1,8000,1,1,,2,,
"H0620101","2cb7f630fc0a4e25bc66894bbe872f42",19,1,50000,1,1,,2,,
"H0620101","2cb7f630fc0a4e25bc66894bbe872f42",20,2,25000,0,1,,2,,
"H0460601","2d2c5254d89d44a281918e10f477b1b8",3,1,4000,1,1,,1,1,0
"H0460601","2d2c5254d89d44a281918e10f477b1b8",1,4,28000,4,1,,1,2,0
"H3840201","2d2e8f9e6d8e4e2892346c42fb30b271",1,1,6000,1,1,,2,,
"H3840201","2d2e8f9e6d8e4e2892346c42fb30b271",3,1,4000,1,1,,2,,
"H3840201","2d2e8f9e6d8e4e2892346c42fb30b271",22,0,,0,1,,1,1,0
"H1950201","2d305d696eb545dabe6f90063342cdbc",1,1,5000,1,1,,1,2,0
"H3630102","2d6b5d1b5929451998ee1d8302f0db26",1,6,30000,6,1,,2,,
"H3630102","2d6b5d1b5929451998ee1d8302f0db26",3,2,8000,2,1,,2,,
"H2940101","2d8d01b938b04be8a21c937276f4a851",1,3,15000,3,1,,1,3,0
"H2940101","2d8d01b938b04be8a21c937276f4a851",3,1,7000,1,1,,2,,
"H1660701","2d9fb7ca4e764d448ca445f70e9378db",1,4,20000,4,1,,2,,
"H1660701","2d9fb7ca4e764d448ca445f70e9378db",3,1,2000,1,1,,2,,
"H4020101","2da33216d5e64e8b94e4c7978389945b",3,0,,0,1,,2,,
"H4020101","2da33216d5e64e8b94e4c7978389945b",22,1,6000,1,1,,2,,
"H4020101","2da33216d5e64e8b94e4c7978389945b",1,2,8000,2,1,,2,,
"H4240301","2da3f0f2a4554941a479fee7d23a928c",1,2,7000,2,1,,2,,
"H4240301","2da3f0f2a4554941a479fee7d23a928c",3,1,3000,1,1,,2,,
"H2590402","2db9bb876ffd4de3bf35e7b4c6d03c86",1,,,,,,,,
"H2590402","2db9bb876ffd4de3bf35e7b4c6d03c86",3,2,8000,2,1,,2,,
"H2620304","2dccaa73a2344662a2071d34410deac2",3,1,3000,1,1,,2,,
"H2620304","2dccaa73a2344662a2071d34410deac2",1,2,10000,2,1,,2,,
"H4270701","2dceb45728754beda164191fb0329348",3,1,7000,1,1,,2,,
"H4270701","2dceb45728754beda164191fb0329348",13,1,6000,1,1,,2,,
"H4270701","2dceb45728754beda164191fb0329348",1,2,20000,2,1,,2,,
"H4270701","2dceb45728754beda164191fb0329348",19,1,80000,1,1,,2,,
"H2460601","2dd96e542ec149129f04e92caa96a30d",1,4,20000,4,1,,2,,
"H2460601","2dd96e542ec149129f04e92caa96a30d",3,1,4000,1,1,,2,,
"H2460601","2dd96e542ec149129f04e92caa96a30d",22,1,4000,1,1,,2,,
"H2460601","2dd96e542ec149129f04e92caa96a30d",7,1,8000,1,1,,1,1,0
"1","2e005c9d33a1496889bc2668de51f031",1,1,5000,1,1,,2,,
"H3830601","2e856f1055a9440ab29a01767377b8a8",3,1,2000,1,1,,2,,
"H3830601","2e856f1055a9440ab29a01767377b8a8",1,3,17000,3,1,,2,,
"H2240901","2e93c77dde734e4f8e2bf910deae99e6",5,1,10000,1,1,,2,,
"H2240901","2e93c77dde734e4f8e2bf910deae99e6",3,1,5000,2,1,,2,,
"H2240901","2e93c77dde734e4f8e2bf910deae99e6",4,1,3000,1,1,,2,,
"H2240901","2e93c77dde734e4f8e2bf910deae99e6",7,1,5000,1,2,5,,,
"H2240901","2e93c77dde734e4f8e2bf910deae99e6",1,3,15000,5,1,,2,,
"H2240901","2e93c77dde734e4f8e2bf910deae99e6",12,2,8000,2,1,,2,,
"H2021001","2e9733cda05240f49b924ecbf59345f8",3,2,4000,2,1,,2,,
"H2021001","2e9733cda05240f49b924ecbf59345f8",12,1,3000,1,1,,2,,
"H2021001","2e9733cda05240f49b924ecbf59345f8",1,5,9000,5,1,,2,,
"H2021001","2e9733cda05240f49b924ecbf59345f8",4,1,500,1,1,,2,,
"H4261001","2ec800b691134a6db7779b2dcac5099b",8,1,3000,1,1,,2,,
"H4261001","2ec800b691134a6db7779b2dcac5099b",1,5,35000,5,1,,1,2,2000
"H4261001","2ec800b691134a6db7779b2dcac5099b",12,1,8000,1,1,,2,,
"H4261001","2ec800b691134a6db7779b2dcac5099b",3,2,6000,2,1,,2,,
"H4220401","2ef39f0a550b480b93b1cf6cc45a6768",3,2,5000,2,1,,2,,
"H4220401","2ef39f0a550b480b93b1cf6cc45a6768",1,3,18000,3,1,,2,,
"H4080901","2f67bb8389de463ab688583c2d2e587b",1,4,24000,4,1,,2,,
"H4080901","2f67bb8389de463ab688583c2d2e587b",3,2,8000,2,1,,2,,
"H4080901","2f67bb8389de463ab688583c2d2e587b",12,1,7000,1,1,,2,,
"H1970201","2f68b099c50d417c83a3e0635884ecdb",7,1,8000,1,1,,2,,
"H1970201","2f68b099c50d417c83a3e0635884ecdb",12,1,3000,1,1,,2,,
"H1970201","2f68b099c50d417c83a3e0635884ecdb",13,1,5000,1,1,,2,,
"H1970201","2f68b099c50d417c83a3e0635884ecdb",1,3,9000,2,1,,2,,
"H1970201","2f68b099c50d417c83a3e0635884ecdb",4,1,2500,1,1,,2,,
"H1970201","2f68b099c50d417c83a3e0635884ecdb",3,2,5000,2,1,,2,,
"56","2f88edce67b24f7c8fdcb7ac4193e4d1",3,1,12000,1,1,,2,,
"56","2f88edce67b24f7c8fdcb7ac4193e4d1",1,2,30000,2,1,,2,,
"56","2f88edce67b24f7c8fdcb7ac4193e4d1",14,0,,0,1,,2,,
"56","2f88edce67b24f7c8fdcb7ac4193e4d1",22,0,,0,1,,2,,
"H3380701","2f949f34cc564134a80b1ae768b8044e",5,3,60000,3,1,,1,2,0
"H3380701","2f949f34cc564134a80b1ae768b8044e",19,2,80000,2,1,,1,1,0
"H3380701","2f949f34cc564134a80b1ae768b8044e",1,8,60000,8,1,,2,,
"H3380701","2f949f34cc564134a80b1ae768b8044e",4,2,5000,2,1,,2,,
"H3380701","2f949f34cc564134a80b1ae768b8044e",3,,,,,,,,
"H3380701","2f949f34cc564134a80b1ae768b8044e",12,5,20000,5,1,,1,4,0
"H1200701","2f9952ff230e43e5a88870c5dbaaa325",3,1,4000,1,1,,2,,
"H1200701","2f9952ff230e43e5a88870c5dbaaa325",1,4,20000,4,1,,2,,
"H3930501","2f99cc17b95e4975831157be7e36c887",4,1,3000,1,1,,2,,
"H3930501","2f99cc17b95e4975831157be7e36c887",14,1,180000,1,1,,2,,
"H3930501","2f99cc17b95e4975831157be7e36c887",3,2,5000,1,1,,2,,
"H3930501","2f99cc17b95e4975831157be7e36c887",1,5,30000,5,1,,2,,
"H4150101","2fb38936615b4db3a67d76b621284603",12,1,7000,1,1,,1,1,2000
"H4150101","2fb38936615b4db3a67d76b621284603",1,2,16000,2,1,,2,,
"H4150101","2fb38936615b4db3a67d76b621284603",8,1,3000,1,1,,2,,
"H4150101","2fb38936615b4db3a67d76b621284603",3,1,4000,1,1,,1,1,2000
"H4150101","2fb38936615b4db3a67d76b621284603",5,1,80000,1,1,,1,1,5000
"H2021003","2fbcb4058ac741b1824b5549f01cc8ea",4,1,5000,1,1,,2,,
"H2021003","2fbcb4058ac741b1824b5549f01cc8ea",1,1,2000,2,1,,2,,
"H2021003","2fbcb4058ac741b1824b5549f01cc8ea",3,1,2500,1,1,,2,,
"H3980701","2fca548371394d989c42a2857d246721",4,0,,0,1,,1,1,0
"H3980701","2fca548371394d989c42a2857d246721",3,1,3000,1,1,,2,,
"H3980701","2fca548371394d989c42a2857d246721",7,1,5000,1,1,,2,,
"H3980701","2fca548371394d989c42a2857d246721",19,0,,0,1,,1,1,0
"H3980701","2fca548371394d989c42a2857d246721",1,4,12000,3,1,,2,,
"H3220401","2ff16b6c314f401c91cfc00c577ff2f4",3,1,3000,1,1,,2,,
"H3220401","2ff16b6c314f401c91cfc00c577ff2f4",1,2,14000,2,1,,2,,
"H3081003","300de668bd2f4192b0fd5af97ba22f1f",1,2,20000,2,1,,2,,
"H3081003","300de668bd2f4192b0fd5af97ba22f1f",3,2,10000,2,1,,2,,
"H3081003","300de668bd2f4192b0fd5af97ba22f1f",13,1,15000,1,1,,2,,
"H4260401","301490cbb230436387d327b067738728",1,1,4000,1,1,,2,,
"H4260401","301490cbb230436387d327b067738728",3,1,3500,1,1,,2,,
"H4260401","301490cbb230436387d327b067738728",8,1,5000,1,1,,2,,
"H3681001","30322018c45f4c6b95cec1f96fbea405",3,1,6000,1,1,,2,,
"H3681001","30322018c45f4c6b95cec1f96fbea405",1,5,40000,5,1,,2,,
"H2020702","30477ce0dc9d465dae89d2011c010da3",22,1,4000,1,1,,2,,
"H2020702","30477ce0dc9d465dae89d2011c010da3",3,1,4000,1,1,,2,,
"H2020702","30477ce0dc9d465dae89d2011c010da3",4,2,3000,1,1,,2,,
"H2020702","30477ce0dc9d465dae89d2011c010da3",1,2,12000,3,1,,2,,
"H1820202","3070915a431846e28dcff9ead5b40482",8,1,1000,1,1,,2,,
"H1820202","3070915a431846e28dcff9ead5b40482",3,2,4000,1,1,,2,,
"H1820202","3070915a431846e28dcff9ead5b40482",1,3,25000,3,1,,2,,
"H1820202","3070915a431846e28dcff9ead5b40482",4,,,,,,,,
"H3830302","308f33600cbf4f14988e57d6c5d5d4dc",1,3,24000,3,1,,2,,
"H1640702","3092993cea854e41a868b870ae3c6c11",1,5,15000,5,1,,2,,
"H1640702","3092993cea854e41a868b870ae3c6c11",3,1,5000,0,1,,1,1,0
"H0900101","30b36dc4f6bb4416970bd6680d83fd5f",1,4,25000,2,1,,1,1,0
"H0900101","30b36dc4f6bb4416970bd6680d83fd5f",3,1,3000,1,1,,1,1,0
"H0541202","30fd059d28da4805b36fe8b0e8e389b2",13,1,3500,1,1,,2,,
"H0541202","30fd059d28da4805b36fe8b0e8e389b2",3,3,9000,3,1,,2,,
"H0541202","30fd059d28da4805b36fe8b0e8e389b2",12,1,25000,1,1,,2,,
"H0541202","30fd059d28da4805b36fe8b0e8e389b2",8,1,2000,1,1,,2,,
"H0541202","30fd059d28da4805b36fe8b0e8e389b2",1,7,39000,8,1,,2,,
"H0541202","30fd059d28da4805b36fe8b0e8e389b2",4,1,3000,1,1,,2,,
"H0541202","30fd059d28da4805b36fe8b0e8e389b2",19,1,35000,1,1,,2,,
"H0570201","310356da4c8a4ea08d7fc34f77d68fec",1,2,10000,2,1,,2,,
"H0570201","310356da4c8a4ea08d7fc34f77d68fec",3,1,7000,1,1,,2,,
"H4270401","313d5c0c109b409cbefd0bbd0edda0ef",12,1,5000,1,1,,2,,
"H4270401","313d5c0c109b409cbefd0bbd0edda0ef",3,1,5000,1,1,,2,,
"H4270401","313d5c0c109b409cbefd0bbd0edda0ef",1,3,20000,3,1,,2,,
"H4270401","313d5c0c109b409cbefd0bbd0edda0ef",19,0,,0,1,,1,1,0
"H2990501","314e0394767143658917172c39cd8104",1,2,12000,2,1,,2,,
"H2990501","314e0394767143658917172c39cd8104",3,1,3000,1,1,,2,,
"H3650801","3186525b4ddd43b1a71a759e7090dc38",14,1,180000,1,1,,2,,
"H3650801","3186525b4ddd43b1a71a759e7090dc38",3,1,5000,1,1,,2,,
"H3650801","3186525b4ddd43b1a71a759e7090dc38",1,5,45000,5,1,,2,,
"H3840301","31a28b3746724f9d8c45280f0665e0cd",1,3,18000,3,1,,2,,
"H3840301","31a28b3746724f9d8c45280f0665e0cd",4,1,4000,1,1,,2,,
"H3840301","31a28b3746724f9d8c45280f0665e0cd",22,1,8000,1,1,,2,,
"H3840301","31a28b3746724f9d8c45280f0665e0cd",12,1,6000,1,1,,2,,
"H3840301","31a28b3746724f9d8c45280f0665e0cd",19,1,25000,1,1,,2,,
"H3840301","31a28b3746724f9d8c45280f0665e0cd",3,1,3000,1,1,,2,,
"H2230201","31a380eb55f54da7a140b4fa43663356",4,,,,,,,,
"H2230201","31a380eb55f54da7a140b4fa43663356",19,1,10000,1,1,,2,,
"H2230201","31a380eb55f54da7a140b4fa43663356",14,1,240000,1,1,,2,,
"H2230201","31a380eb55f54da7a140b4fa43663356",1,9,72000,6,1,,2,,
"H2230201","31a380eb55f54da7a140b4fa43663356",3,1,5000,0,1,,2,,
"H4260901","31a6de82f8264ce883f48e847dc45c48",3,1,4000,1,1,,2,,
"H4260901","31a6de82f8264ce883f48e847dc45c48",1,2,12000,2,1,,2,,
"H4260901","31a6de82f8264ce883f48e847dc45c48",8,1,1500,1,1,,2,,
"H0860201","31acd897c3d24c3fab2723e50152c386",12,0,,0,1,,1,1,0
"H0860201","31acd897c3d24c3fab2723e50152c386",1,2,5000,3,1,,1,1,0
"H0860201","31acd897c3d24c3fab2723e50152c386",19,0,,0,1,,1,1,3000
"H0860201","31acd897c3d24c3fab2723e50152c386",3,1,2000,1,1,,2,,
"H3340501","31ad2ecbbb2b415fbe958982b5502c35",1,2,6000,2,1,,2,,
"H3340501","31ad2ecbbb2b415fbe958982b5502c35",12,2,6000,2,1,,2,,
"H3340501","31ad2ecbbb2b415fbe958982b5502c35",5,1,30000,0,1,,2,,
"H3340501","31ad2ecbbb2b415fbe958982b5502c35",7,1,2500,1,1,,2,,
"H3340501","31ad2ecbbb2b415fbe958982b5502c35",22,1,4000,1,1,,2,,
"H3340501","31ad2ecbbb2b415fbe958982b5502c35",4,2,8000,2,1,,2,,
"H3340501","31ad2ecbbb2b415fbe958982b5502c35",3,2,6000,2,1,,2,,
"H0590604","32145ef73438466dbbe4b732b3750c70",1,2,6000,2,1,,2,,
"H0590604","32145ef73438466dbbe4b732b3750c70",12,1,3000,1,1,,2,,
"H0590604","32145ef73438466dbbe4b732b3750c70",3,1,2000,1,1,,2,,
"H3830401","32272b79d5e24586980bc3fcc226e34a",22,0,,0,1,,1,1,0
"H3830401","32272b79d5e24586980bc3fcc226e34a",1,3,18000,3,1,,2,,
"H3830401","32272b79d5e24586980bc3fcc226e34a",3,0,,0,1,,1,1,0
"H3830401","32272b79d5e24586980bc3fcc226e34a",4,1,2000,1,1,,2,,
"H3830401","32272b79d5e24586980bc3fcc226e34a",12,0,,1,1,,2,,
"H3830401","32272b79d5e24586980bc3fcc226e34a",14,0,,0,1,,1,1,0
"H3960401","32594722d41a4d09aea34232a2b1e39e",3,1,5000,1,1,,2,,
"H3960401","32594722d41a4d09aea34232a2b1e39e",1,2,18000,2,1,,2,,
"H3960401","32594722d41a4d09aea34232a2b1e39e",14,0,,0,1,,2,,
"H0840903","325c40ba1d1048148d7f34c0354af262",3,2,7000,2,1,,2,,
"H0840903","325c40ba1d1048148d7f34c0354af262",13,1,4000,1,1,,2,,
"H0840903","325c40ba1d1048148d7f34c0354af262",20,1,3000,1,1,,2,,
"H0840903","325c40ba1d1048148d7f34c0354af262",19,1,30000,1,1,,1,1,0
"H0840903","325c40ba1d1048148d7f34c0354af262",5,,,,,,,,
"H0840903","325c40ba1d1048148d7f34c0354af262",4,1,3000,1,1,,2,,
"H0840903","325c40ba1d1048148d7f34c0354af262",12,1,4000,1,1,,2,,
"H0840903","325c40ba1d1048148d7f34c0354af262",1,6,28000,6,1,,2,,
"H4240201","325f1113c3b448de8acd2a5f8453b98a",12,1,6000,1,1,,2,,
"H4240201","325f1113c3b448de8acd2a5f8453b98a",1,3,12000,3,1,,2,,
"H4240201","325f1113c3b448de8acd2a5f8453b98a",3,2,6000,2,1,,2,,
"##N/A##","326cfa25f0a54505a7a8526f4d9dfd21",4,1,3000,1,1,,2,,
"##N/A##","326cfa25f0a54505a7a8526f4d9dfd21",3,2,4000,2,1,,2,,
"##N/A##","326cfa25f0a54505a7a8526f4d9dfd21",1,6,35000,6,1,,2,,
"##N/A##","326cfa25f0a54505a7a8526f4d9dfd21",12,1,4000,1,1,,2,,
"H0180602","3286a3c37b804f8c8d02a3193383a3be",1,3,20000,3,1,,2,,
"H0180602","3286a3c37b804f8c8d02a3193383a3be",3,1,10000,1,1,,2,,
"H0180602","3286a3c37b804f8c8d02a3193383a3be",19,1,70000,1,1,,2,,
"H0180602","3286a3c37b804f8c8d02a3193383a3be",4,,,,,,,,
"H2250201","3290dc38c12b4bdf8a98096dc5fce083",22,1,8000,1,1,,2,,
"H2250201","3290dc38c12b4bdf8a98096dc5fce083",3,2,10000,2,1,,2,,
"H2250201","3290dc38c12b4bdf8a98096dc5fce083",1,4,24000,4,1,,2,,
"H3830801","329cfc32423747e2a8ae5a3384a858aa",1,5,24000,5,1,,2,,
"H3830801","329cfc32423747e2a8ae5a3384a858aa",12,1,15000,1,2,1,,,
"37","32a33545ccab4a899b9d087573f4aa2f",8,1,3000,1,1,,2,,
"37","32a33545ccab4a899b9d087573f4aa2f",1,1,5000,1,1,,2,,
"37","32a33545ccab4a899b9d087573f4aa2f",3,0,,0,1,,1,1,0
"H0880602","32c5d81512f14980ae02591ccf41dc9c",20,1,1000,1,1,,2,,
"H0880602","32c5d81512f14980ae02591ccf41dc9c",3,2,7000,1,1,,2,,
"H0880602","32c5d81512f14980ae02591ccf41dc9c",19,1,25000,1,1,,1,1,0
"H0880602","32c5d81512f14980ae02591ccf41dc9c",1,5,35000,2,1,,2,,
"H4150301","32dd7b6c6bde4c1a80d67fc52dea5f02",3,3,9000,3,1,,2,,
"H4150301","32dd7b6c6bde4c1a80d67fc52dea5f02",19,1,6000,1,1,,2,,
"H4150301","32dd7b6c6bde4c1a80d67fc52dea5f02",12,1,4000,1,1,,2,,
"H4150301","32dd7b6c6bde4c1a80d67fc52dea5f02",4,1,3000,1,1,,2,,
"H4150301","32dd7b6c6bde4c1a80d67fc52dea5f02",13,6,48000,6,1,,2,,
"H4150301","32dd7b6c6bde4c1a80d67fc52dea5f02",8,3,6000,3,1,,2,,
"H4150301","32dd7b6c6bde4c1a80d67fc52dea5f02",1,4,24000,4,1,,2,,
"H4150301","32dd7b6c6bde4c1a80d67fc52dea5f02",5,1,50000,1,1,,2,,
"H4150201","32de07e83cd04c1986535b1731f9db05",8,0,,0,1,,1,1,0
"H4150201","32de07e83cd04c1986535b1731f9db05",12,1,5000,1,1,,2,,
"H4150201","32de07e83cd04c1986535b1731f9db05",3,2,10000,2,1,,2,,
"H4150201","32de07e83cd04c1986535b1731f9db05",1,1,10000,1,1,,2,,
"H1710901","32e86c42baf14a2a80377b9206c590f0",4,1,2000,1,1,,2,,
"H1710901","32e86c42baf14a2a80377b9206c590f0",3,1,3000,1,1,,2,,
"H1710901","32e86c42baf14a2a80377b9206c590f0",1,5,13000,5,1,,2,,
"H4281001","33432ba5d808486ca9a0dc3ff2fc8864",1,2,12000,2,1,,2,,
"H4281001","33432ba5d808486ca9a0dc3ff2fc8864",3,1,3000,1,1,,2,,
"16","336eaf99465645a9a411f706b1eefd43",1,1,10000,1,1,,2,,
"16","336eaf99465645a9a411f706b1eefd43",3,1,12000,1,1,,2,,
"H0871001","33af3617495d4f3f80a818e50cceb735",8,1,3000,1,1,,2,,
"H0871001","33af3617495d4f3f80a818e50cceb735",1,2,15000,2,1,,2,,
"H0871001","33af3617495d4f3f80a818e50cceb735",19,1,150000,1,1,,2,,
"H0871001","33af3617495d4f3f80a818e50cceb735",12,1,3000,1,1,,2,,
"H0871001","33af3617495d4f3f80a818e50cceb735",3,1,5000,1,1,,2,,
"H3780801","33c7964fa7204590af3946a5efff2be6",3,0,,1,1,,2,,
"H3780801","33c7964fa7204590af3946a5efff2be6",1,0,,1,1,,1,3,0
"H2620901","3431ae3c4f4c4c0381f084737f81e258",1,2,14000,2,1,,2,,
"H2620901","3431ae3c4f4c4c0381f084737f81e258",3,2,4000,1,1,,2,,
"H0690801","343c4a71954644129e20683fce734b24",12,1,2500,1,1,,2,,
"H0690801","343c4a71954644129e20683fce734b24",1,4,12000,4,1,,2,,
"H0690801","343c4a71954644129e20683fce734b24",3,3,6000,3,1,,2,,
"H4020601","344fd6f624a940098ce14612c4439ed4",14,0,,0,1,,1,1,0
"H4020601","344fd6f624a940098ce14612c4439ed4",1,5,15000,5,1,,2,,
"H4020601","344fd6f624a940098ce14612c4439ed4",22,0,,0,1,,1,1,0
"H4020601","344fd6f624a940098ce14612c4439ed4",3,1,1000,1,1,,2,,
"H4020601","344fd6f624a940098ce14612c4439ed4",12,1,3000,1,1,,2,,
"H4220701","3453773ffb6941b089ee7f38a4653c85",3,1,6000,1,1,,2,,
"H4220701","3453773ffb6941b089ee7f38a4653c85",4,1,5000,1,1,,2,,
"H4220701","3453773ffb6941b089ee7f38a4653c85",1,2,10000,4,1,,2,,
"H2950503","34596ad80dd949dab8419c2ca8144e61",3,,,,,,,,
"H2950503","34596ad80dd949dab8419c2ca8144e61",1,1,8000,0,1,,2,,
"H4180801","345a78a0741b43f8b7d3d9742e72445a",1,2,12000,0,1,,1,1,2000
"H2381301","346551f3a12a4222bbf90873d4a6aa4a",1,3,15000,3,1,,2,,
"H2381301","346551f3a12a4222bbf90873d4a6aa4a",3,2,6000,3,1,,2,,
"H2381301","346551f3a12a4222bbf90873d4a6aa4a",12,2,3000,2,1,,2,,
"H2381301","346551f3a12a4222bbf90873d4a6aa4a",4,2,5000,2,1,,2,,
"H3980401","3474cc69cdff415caa14e6004ff01ed3",4,1,5000,1,1,,2,,
"H3980401","3474cc69cdff415caa14e6004ff01ed3",1,2,11500,1,1,,2,,
"H3980401","3474cc69cdff415caa14e6004ff01ed3",12,1,15000,1,1,,2,,
"H3980401","3474cc69cdff415caa14e6004ff01ed3",3,1,5000,1,1,,2,,
"H1810403","34aa6ac92c97484a915e9d8745ca7cc1",3,1,3000,1,1,,2,,
"H1810403","34aa6ac92c97484a915e9d8745ca7cc1",1,4,23000,4,1,,2,,
