"t0_hhid","ALiveStock_Small_ID","hhid","s6bq03a","s6bq03b","s6bq03c","s6bq03d","s6bq03e","s6bq03f","s6bq04a","s6bq04b","s6bq04c","s6bq05a","s6b05b","s6bq05c","s6bq06","s6bq07","s6bq08","s6bq09","s6bq10","s6bq11","s6bq12","s6bq13a","s6bq13b","s6bq14a","s6bq14b","s6bq15","s6bq15b","s6bq15c","s6bq16"
"H2310701",19,"47b61c4c2bd6450badcf443c9cd9dedf",2,1,2,1,2,2,3,1,2,0,,,2,0,0,0,0,0,0,0,,0,,0,4,5,1
"H3750901",18,"47d69bd96a9d4f9997891303469af8a6",2,1,,1,,2,0,,,0,,,0,1,0,0,0,0,0,1,120000,0,,0,1,5,2
"H3750901",19,"47d69bd96a9d4f9997891303469af8a6",5,1,,1,,1,0,,,0,,,1,1,0,0,0,0,0,3,140000,0,,0,1,5,2
"H2350601",21,"4800775f1b474d6f9d520e72aa13835b",2,2,,8,,2,0,,,0,,,0,1,0,0,0,0,0,1,50000,0,,0,1,5,1
"H2350601",18,"4800775f1b474d6f9d520e72aa13835b",5,1,,3,8,2,0,,,0,,,4,3,0,0,0,0,2,0,,0,,0,1,5,1
"H2350601",19,"4800775f1b474d6f9d520e72aa13835b",4,1,2,3,8,2,0,,,0,,,5,0,0,0,0,0,1,0,,0,,0,1,6,1
"H3750501",22,"486739652807472c83803fc4a0273b73",1,2,,2,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,3,2
"H2370803",19,"4887460ccd5247eba70a03cf7e9601d8",6,1,2,1,2,1,0,,,0,,,2,5,0,1,0,0,0,0,,0,,0,1,,2
"H2050801",18,"4944e273d5224ecdb7bfabac6441bda8",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2050801",21,"4944e273d5224ecdb7bfabac6441bda8",7,2,,2,,2,0,,,0,,,8,0,0,0,0,0,0,0,,0,,1,3,4,1
"H2050801",22,"4944e273d5224ecdb7bfabac6441bda8",9,4,,2,,2,0,,,0,,,1,11,0,0,0,3,0,0,,0,,0,1,4,1
"H2050801",19,"4944e273d5224ecdb7bfabac6441bda8",2,2,,2,,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,3,1
"H2050801",20,"4944e273d5224ecdb7bfabac6441bda8",2,2,,2,,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,3,1
"H2081101",19,"498d82ebd1c94ba2a264741a4324c6a4",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,4,1
"H2081101",18,"498d82ebd1c94ba2a264741a4324c6a4",3,1,2,1,2,2,0,,,0,,,1,2,0,0,0,0,0,0,,0,,0,1,4,1
"H2250501",20,"49929536f6b141e0ad8f8a5e673a54e4",4,1,2,1,2,2,0,,,0,,,2,2,0,0,0,0,0,0,,0,,0,1,5,2
"H2250501",21,"49929536f6b141e0ad8f8a5e673a54e4",6,1,2,1,2,2,0,,,0,,,6,0,0,0,0,0,0,0,,0,,0,1,5,2
"H2040302",19,"49ffe9db313841a5be70e937c58619b4",5,2,,2,,2,0,,,0,,,5,0,0,0,0,0,0,0,,0,,0,1,5,1
"H2040302",20,"49ffe9db313841a5be70e937c58619b4",1,2,,2,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,5,1
"H2641001",19,"4a13642fc2fd47cba3c3707c86ccfc73",4,1,,4,8,2,0,,,0,,,4,2,0,0,0,0,0,0,,2,130000,0,1,6,1
"H2641001",18,"4a13642fc2fd47cba3c3707c86ccfc73",2,1,,1,,2,0,,,0,,,2,1,0,0,0,0,0,0,,1,130000,0,1,6,1
"H3730301",19,"4a1f47b4e0444a02b783530ac4fbbd54",1,1,4,1,4,2,1,1,4,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"H2090802",19,"4a63af9d010042ddb932706d530f42d7",2,1,,1,,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,3,1
"H2310401",19,"4aa06d915f29416d9557ae8ed0e9360c",5,1,,2,4,2,0,,,0,,,5,0,0,0,0,0,0,0,,0,,0,1,5,1
"H2310401",22,"4aa06d915f29416d9557ae8ed0e9360c",1,1,,1,2,2,0,,,0,,,0,0,0,0,0,0,0,1,50000,0,,0,1,,1
"H2310401",18,"4aa06d915f29416d9557ae8ed0e9360c",1,1,,2,4,2,0,,,0,,,2,0,0,0,0,0,0,0,,1,50000,0,1,3,1
"H4030701",18,"4aab0c498c254688ad6c84da4de8063e",1,1,2,1,,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,1
"H4030701",19,"4aab0c498c254688ad6c84da4de8063e",6,1,2,1,,2,0,,,0,,,3,3,0,0,0,0,0,0,,0,,0,1,,1
"H2630502",18,"4ac55f9511c249788e31b82f62b6e15f",1,2,,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"H2630502",19,"4ac55f9511c249788e31b82f62b6e15f",5,2,,1,2,2,0,,,0,,,5,3,0,0,2,0,0,0,,1,120000,0,1,6,1
"H1900101",18,"4b0364703cb2492f8cb2bc0ed7d0c904",1,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,1,3,5,1
"H1900101",19,"4b0364703cb2492f8cb2bc0ed7d0c904",12,1,2,1,2,2,0,,,0,,,9,8,0,0,0,0,1,0,,4,60000,0,1,5,1
"H3110903",19,"4bbe3717081940c08f1bd6b5197a898a",5,1,,1,,2,0,,,0,,,1,0,0,0,0,0,0,4,100000,0,,0,1,3,2
"H3110903",18,"4bbe3717081940c08f1bd6b5197a898a",1,1,,1,,2,0,,,0,,,0,0,0,0,0,0,0,1,80000,0,,0,1,3,2
"H3530401",19,"4bef335444784781a98062ed1f457686",3,1,2,1,2,2,0,,,0,,,1,2,0,0,0,0,0,0,,0,,0,1,,2
"H3530401",21,"4bef335444784781a98062ed1f457686",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H3530401",14,"4bef335444784781a98062ed1f457686",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H3940601",18,"4c1c1d6d95a4499d8286fe7809bb58d5",5,1,,1,,2,0,,,0,,,5,0,0,0,0,0,0,0,,0,,0,1,,2
"H3940601",19,"4c1c1d6d95a4499d8286fe7809bb58d5",1,1,,1,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"H2900601",19,"4c20662c4f794587a3174dae44d6f9e6",1,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,1,74000,0,,0,6,5,1
"H2900301",19,"4cb73bf76bd644aba3f63de07c13a811",3,1,2,1,2,2,0,,,0,,,4,0,0,0,0,0,0,0,,1,75000,0,1,3,1
"H2900301",18,"4cb73bf76bd644aba3f63de07c13a811",1,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,1,80000,0,1,3,1
"H2900301",22,"4cb73bf76bd644aba3f63de07c13a811",1,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,1,75000,0,1,,1
"H1331007",19,"4cfe8de2e5b446c19e97e2d45d452f1a",3,2,,2,3,2,0,,,0,,,1,2,0,0,0,0,0,0,,0,,0,1,6,1
"H2740202",22,"4d5a9462583944a89ea26912a46705e1",1,1,5,1,5,2,0,,,0,,,2,0,0,0,0,0,0,0,,1,100000,0,1,5,1
"H2040401",19,"4d6a12f04b2a47e7b4a1d854a779755a",2,1,,1,,2,0,,,0,,,5,1,0,0,0,0,4,0,,0,,0,5,,1
"H2040401",21,"4d6a12f04b2a47e7b4a1d854a779755a",1,1,,1,,2,0,,,0,,,0,0,1,0,0,0,0,0,,0,,0,5,,1
"H3880701",22,"4d96f2a1b70d449997350585b8a1bda4",5,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,5,50000,0,,0,1,,2
"H3880701",21,"4d96f2a1b70d449997350585b8a1bda4",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,4,1
"H3880701",20,"4d96f2a1b70d449997350585b8a1bda4",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,4,1,1
"H3880701",18,"4d96f2a1b70d449997350585b8a1bda4",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,4,1,1
"H3880701",19,"4d96f2a1b70d449997350585b8a1bda4",8,1,2,1,2,2,0,,,0,,,8,0,0,0,0,0,0,0,,0,,0,4,1,1
"H0400101",22,"4d97ad6fd2a24b30b9d084a5e753beef",2,2,,2,,2,0,,,0,,,4,0,0,0,0,0,0,0,,2,130000,0,1,5,2
"H1101001",18,"4da7779feee14aa1bfde570a9fbcfe11",1,1,2,3,9,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,5,1,1
"H1101001",19,"4da7779feee14aa1bfde570a9fbcfe11",7,1,2,2,3,2,0,,,0,,,5,2,0,0,0,0,0,0,,0,,0,1,5,2
"H0600901",22,"4e5f64a99c6547cf94b40d8e18f8c889",9,1,2,1,2,2,0,,,0,,,3,20,0,0,0,0,0,0,,14,50000,0,1,,2
"H3080601",18,"4e78d6ff1df745efac7e6c34dcdc4994",3,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,3,60000,0,,0,1,,2
"H2060601",19,"4ebb39e6c6d0454bbff9b3db98c8ef56",2,1,2,1,,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,4,1,1
"H2360301",18,"4f2dcc04814146faabcbbfe91f264293",3,1,2,1,2,2,0,,,0,,,2,1,0,0,0,0,0,0,,0,,0,6,,1
"H2360301",19,"4f2dcc04814146faabcbbfe91f264293",7,1,2,1,2,2,0,,,0,,,6,1,0,0,0,0,0,0,,0,,0,6,,1
"H0880101",22,"4f76ba5e16a9441aabf37393c59f70ad",2,1,,1,,2,0,,,0,,,2,8,0,0,0,3,0,0,,5,30000,0,1,5,1
"H2161201",19,"4f909836c5564fc3937ff199f8c6b31c",3,2,3,2,3,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,6,5,1
"H2161201",18,"4f909836c5564fc3937ff199f8c6b31c",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,6,5,1
"H2420501",19,"4fe323b06d52415ca709b9bfe2ccd6e4",2,1,,1,,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,4,1,1
"H2420501",18,"4fe323b06d52415ca709b9bfe2ccd6e4",2,1,,1,,2,0,,,0,,,2,1,0,0,0,0,0,0,,1,58000,0,4,1,1
"H3980601",19,"4ffcc839141344d2874e764968ce4a38",4,1,,1,2,2,0,,,0,,,2,2,0,0,0,0,0,0,,0,,0,6,,1
"H2160202",21,"5027e7a611eb4efe8a48e8bfce3ffa55",6,1,2,5,6,2,0,,,0,,,3,3,0,0,0,0,0,0,,0,,0,6,5,1
"H2160202",19,"5027e7a611eb4efe8a48e8bfce3ffa55",8,1,2,5,6,2,0,,,0,,,6,2,0,0,0,0,0,0,,0,,0,6,5,1
"H3900201",22,"502b017b69b44342b471dc57841a4f81",1,1,2,2,4,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H2250301",20,"509eb755c5a54c8fad034999b11dee0b",1,3,4,3,4,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,5,1
"H2250301",21,"509eb755c5a54c8fad034999b11dee0b",3,3,4,3,4,2,0,,,0,,,2,1,0,0,0,0,0,0,,0,,0,1,5,1
"H2590501",19,"50cfe160f7114ed0a8aa5caf975ab144",2,2,,2,,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"H2590501",22,"50cfe160f7114ed0a8aa5caf975ab144",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2590501",18,"50cfe160f7114ed0a8aa5caf975ab144",1,2,,2,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"H1820201",19,"5117c5f2b3314943a8d2dab3f3f795d1",1,1,,1,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,4,5,1
"H1820201",18,"5117c5f2b3314943a8d2dab3f3f795d1",1,1,,1,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,4,5,1
"H3880102",19,"5153e73e0c524fb8a9dc253e0fe9fb8d",3,2,,2,3,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,6,1,1
"H3880201",19,"51e125d8584c4a1fbf84a34022b36d57",3,1,,5,6,2,0,,,0,,,2,1,0,0,0,0,0,0,,0,,0,6,1,1
"H3880201",18,"51e125d8584c4a1fbf84a34022b36d57",2,1,,5,6,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,6,1,1
"H0570602",22,"5213ba3ed5f446d08b430c0949c0c60d",3,2,3,2,3,2,0,,,0,,,3,2,0,0,0,0,0,0,,2,400000,0,1,,2
"H3400701",22,"5231fd12f8fe4028859bd9c1f70f9adb",1,1,,1,,2,0,,,0,,,2,0,0,0,0,0,0,0,,1,90000,0,1,,1
"H1670901",19,"5271dffd0ee74ae8a50f7a3b9cf68d57",0,,,,,,0,,,0,,,2,0,0,0,0,2,0,0,,0,,0,1,,1
"H2780701",19,"52954922cd9f45d7bab5fbf415bc2c36",4,1,2,1,2,2,0,,,0,,,2,2,0,0,0,0,0,0,,0,,0,6,5,1
"H2140201",20,"52bfa8d283f64444b6a276760311d74b",1,1,,1,,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,2
"H2140201",21,"52bfa8d283f64444b6a276760311d74b",2,1,,1,,2,0,,,0,,,0,0,0,0,0,0,0,2,55000,0,,0,1,,2
"H2140201",18,"52bfa8d283f64444b6a276760311d74b",0,,,,,,0,,,0,,,1,0,0,0,0,0,0,0,,1,90000,0,1,,2
"H1400101",19,"52dc7930992a4b739539c06b92b182f5",3,2,,2,,2,0,,,0,,,4,0,0,0,0,0,1,0,,0,,0,5,6,1
"H1400101",18,"52dc7930992a4b739539c06b92b182f5",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H3880901",22,"531a57d2f18e4fdab6d1ee4386d7afa7",2,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,2,53000,1,160000,0,1,5,1
"H3880901",19,"531a57d2f18e4fdab6d1ee4386d7afa7",1,1,2,1,2,2,0,,,0,,,1,1,0,0,0,1,0,0,,0,,0,1,5,1
"H4250702",22,"531f932f7d3744308f1c7f3c847cc75d",1,4,,4,,2,0,,,0,,,0,0,0,0,0,0,0,1,20000,0,,0,1,,1
"H1900701",19,"535c7489e9424a8bb2aa8bfb793a72b5",2,,,,,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,5,6,1
"H3031001",14,"536d262c86284908a22e006d57723451",32,3,,3,,2,0,,,0,,,20,12,0,0,0,0,0,0,,0,,0,1,3,1
"H3031001",13,"536d262c86284908a22e006d57723451",10,3,,3,10,2,0,,,0,,,12,8,0,0,0,0,0,0,,2,150000,0,1,3,1
"H3820201",18,"53b3f8fa3fe5412f900aa5996efc5442",1,1,,1,9,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,5,1,1
"H3820201",19,"53b3f8fa3fe5412f900aa5996efc5442",0,,,,,,0,,,0,,,1,0,0,0,0,0,1,0,,0,,0,5,1,1
"H0880202",19,"53bcc83ab7a34dcc947d65a5275cb1ab",1,3,,3,4,2,0,,,0,,,0,0,0,0,0,0,0,1,40000,0,,0,1,,2
"H0880202",18,"53bcc83ab7a34dcc947d65a5275cb1ab",1,1,,3,4,2,0,,,0,,,0,0,0,0,0,0,0,1,30000,0,,0,1,,2
"H0880202",14,"53bcc83ab7a34dcc947d65a5275cb1ab",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H4060101",19,"53c3163d9d774ee2b3f98bc9585e7ad1",1,2,,2,8,2,0,,,0,,,0,0,0,0,0,0,0,1,70000,0,,0,5,1,1
"H3880101",19,"53de0ce177f9462f955e19d0741046c1",4,1,2,2,,2,0,,,0,,,3,2,0,0,0,0,0,0,,1,70000,0,6,5,1
"H4290601",19,"53e96a911e56424c8a52c53a41f5b45e",2,,,,,2,0,,,0,,,4,0,0,0,0,0,0,0,,2,180000,0,1,,1
"H4290601",22,"53e96a911e56424c8a52c53a41f5b45e",1,,,,,2,0,,,0,,,0,0,0,0,0,0,0,1,50000,0,,0,1,,1
"H2560701",19,"5427a8b8165144cbb6b8091b2f6125ba",2,1,,1,,2,0,,,0,,,1,2,0,0,0,0,0,0,,1,140000,0,1,,1
"H1200302",19,"542bc4afbc2440c796d9ca699bb8b103",3,1,,1,3,2,0,,,0,,,3,2,0,0,0,0,0,0,,2,5500,0,5,1,1
"H1551001",19,"543d0c2c83f4458e86db7edebd51635f",1,1,,1,,1,0,,,0,,,1,0,0,0,0,1,0,1,0,0,,0,1,,1
"H1420301",19,"5492b31122394bc187ed7c5971d1a0fe",0,,,,,,0,,,0,,,3,0,0,0,0,0,0,0,,3,80000,0,1,,2
"H3030901",19,"54c682fa243a4044819123d46855aa4e",20,3,4,3,4,2,0,,,0,,,22,5,0,0,0,3,0,0,,3,150000,1,1,3,1
"H3030901",20,"54c682fa243a4044819123d46855aa4e",1,3,4,3,4,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H3030901",21,"54c682fa243a4044819123d46855aa4e",10,3,4,3,4,2,0,,,0,,,10,4,0,0,0,0,0,0,,4,100000,0,1,,1
"H3030901",18,"54c682fa243a4044819123d46855aa4e",4,3,4,3,4,2,0,,,0,,,4,4,0,0,0,0,1,0,,1,150000,2,3,1,1
"H0880201",22,"55088cd12c054cdd9ad8f6f1492d73b0",2,1,,1,4,2,0,,,0,,,0,0,0,0,0,0,0,2,35000,0,,0,1,5,2
"H1700702",18,"55521433df7f4318bc37e63e4651b2ad",1,1,,1,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H1700702",19,"55521433df7f4318bc37e63e4651b2ad",4,1,,1,,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,1,3,1
"H2810601",22,"5567178aba8d4c73a0a3ea3737f0ea56",3,1,5,1,5,2,0,,,0,,,3,7,0,0,2,0,3,2,50000,4,300000,0,1,,1
"H3800601",18,"558f93246e334db5946da85ae6ffc323",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"H3800601",19,"558f93246e334db5946da85ae6ffc323",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"H3560901",17,"5608a91104d04fca9b2999cfca73760a",2,1,,1,,1,0,,,0,,,3,0,0,0,0,0,0,0,,1,200000,0,1,,2
"H1200501",19,"56728bec369949a8a4b1b4edf32bc6af",3,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,2,60000,0,,0,1,5,1
"H1200501",18,"56728bec369949a8a4b1b4edf32bc6af",2,1,2,1,2,2,0,,,0,,,0,2,0,0,0,0,0,0,,0,,0,5,,1
"H4230201",22,"56931164f188434fbfceacf2c4435a96",2,2,,2,3,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"H0610801",22,"56ab3a7b94d5404ea4e8644962793957",0,,,,,,2,1,,0,,,0,0,0,0,0,0,0,0,,0,,0,1,,2
"H0610801",19,"56ab3a7b94d5404ea4e8644962793957",0,,,,,,1,1,,0,,,0,0,0,0,0,0,0,0,,0,,0,1,,2
"H4290201",18,"56aed66c56394ddbbf2e62a36669288f",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,3,1
"H4290201",19,"56aed66c56394ddbbf2e62a36669288f",1,1,2,1,2,2,0,,,0,,,3,0,0,0,0,0,0,0,,2,100000,0,1,,1
"H2080502",20,"56f49c328bd343bea38fe38788c0cf75",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2080502",19,"56f49c328bd343bea38fe38788c0cf75",1,1,,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,1,80000,0,1,4,1
"H2351001",19,"572b0a7cc7da4e91ba93ae3315842b54",1,1,,,,1,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,6,,1
"H2351001",18,"572b0a7cc7da4e91ba93ae3315842b54",2,1,,1,,1,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,6,,1
"H0541001",22,"57a5c7dab7b64663b3be291b1ad6b790",3,2,,2,,2,0,,,0,,,4,1,0,0,0,0,0,0,,2,320000,0,1,,2
"H2790401",19,"57bbdd9ff60448b2b467829bc8440414",3,,,,,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,,1
"H1430102",21,"58474e1b1ce94664be2810d340184cc9",3,1,3,1,3,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,4,6,1
"H1430102",22,"58474e1b1ce94664be2810d340184cc9",2,1,3,1,3,2,0,,,0,,,0,0,0,0,0,0,0,2,15000,0,,0,6,1,1
"H1430102",20,"58474e1b1ce94664be2810d340184cc9",2,1,3,1,3,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,6,1
"H1430102",19,"58474e1b1ce94664be2810d340184cc9",3,1,3,1,3,2,0,,,0,,,2,1,0,0,0,0,0,0,,0,,0,4,6,1
"H3190702",18,"587e1941dd6c4b6b846e21efc8727fc2",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"H3190702",19,"587e1941dd6c4b6b846e21efc8727fc2",6,1,2,1,2,2,0,,,0,,,7,1,0,0,0,0,0,0,,2,70000,0,1,6,1
"H0670401",22,"58cafe41ef884a26843d8327c49ad964",2,1,,1,,2,0,,,0,,,1,0,1,0,0,0,0,0,,0,,0,1,,1
"H0670401",19,"58cafe41ef884a26843d8327c49ad964",3,1,,1,,2,0,,,0,,,2,2,0,0,0,0,0,0,,0,,1,1,,1
"H3930201",19,"58cf8ecb501b45ecb5c87fd71558f4b4",4,1,2,1,2,1,0,,,0,,,2,2,0,0,0,0,0,0,,0,,0,1,4,1
"H1830601",19,"58da1746104a4fedb12ad12aef4bbb7b",1,1,4,1,4,2,0,,,0,,,0,0,0,0,0,0,0,1,70000,0,,0,5,6,1
"H1400202",19,"58eceee2ee434848a3089c064bcf7721",1,1,,1,,1,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"H3540801",19,"591581397e574fc59f68cc5e0ae652fc",3,1,,1,,2,0,,,0,,,3,1,0,0,0,0,0,0,,0,,1,1,3,1
"H3730101",19,"5916d9918f1e40c38f123552550aa014",2,1,,1,,2,0,,,0,,,5,0,0,0,0,0,0,0,,3,60000,0,1,6,1
"H1620501",18,"594e3f9e818041ea9503576b21b74977",2,8,9,8,9,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,5,6,1
"H1620501",19,"594e3f9e818041ea9503576b21b74977",2,8,9,8,9,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,5,6,1
"H1940601",19,"59579edc5cd44c86a67a6336f550063e",8,1,2,1,5,2,0,,,0,,,28,0,0,17,0,0,1,0,,2,70000,0,6,4,1
"H1940601",18,"59579edc5cd44c86a67a6336f550063e",0,,,,,,0,,,0,,,2,0,0,0,0,0,0,0,,2,65000,0,4,6,1
"H1860601",19,"59677586640d45cba4c12a75193b7891",6,1,4,1,4,2,0,,,0,,,3,3,0,0,0,0,0,0,,0,,0,5,4,1
"H1860601",21,"59677586640d45cba4c12a75193b7891",4,1,4,1,4,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,4,5,1
"H1860601",20,"59677586640d45cba4c12a75193b7891",3,1,4,1,4,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,4,5,1
"H1860601",18,"59677586640d45cba4c12a75193b7891",1,1,4,1,4,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,5,4,1
"H1860601",22,"59677586640d45cba4c12a75193b7891",1,4,,4,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"H1421001",19,"598eac4b8a7c4a238eed7db182187ee2",2,1,8,1,8,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,1,6,1
"H4010301",19,"5998bd8f833a41a381de9f7227f0e406",3,1,,1,,2,0,,,0,,,5,0,0,0,0,1,0,0,,1,50000,0,1,6,2
"H4010301",18,"5998bd8f833a41a381de9f7227f0e406",1,1,,1,,2,0,,,0,,,2,0,0,0,0,0,0,0,,1,40000,0,1,5,2
"H1400302",19,"59af43dd132840e7a3d907037ed3e8e2",1,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,1,0,0,1,6,1
"H1400302",18,"59af43dd132840e7a3d907037ed3e8e2",1,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,1,45000,0,1,6,1
"H0810701",22,"59e9cfa7d69d431385ca9aa6c9d789b9",1,2,,2,,2,0,,,0,,,0,0,0,0,0,0,0,1,45000,0,,0,1,5,2
"H3830701",19,"5a5764a883b741edb61f3cf0647aab27",1,1,7,1,7,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,5,1
"H3830701",18,"5a5764a883b741edb61f3cf0647aab27",1,1,7,1,7,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,5,1
"H0420301",22,"5a5af9e0c5ea4a94a8071e56c277b3ae",0,,,,,,0,,,0,,,2,0,0,0,0,1,0,0,,1,100000,0,1,,2
"H2000701",19,"5a67d206764f452bac3503e9e3326573",10,1,2,1,2,2,0,,,0,,,10,0,0,0,0,0,0,0,,0,,0,1,5,1
"H2000701",18,"5a67d206764f452bac3503e9e3326573",4,1,2,1,2,2,0,,,0,,,6,0,0,0,0,0,0,0,,0,,2,1,4,1
"H1310701",19,"5abb4c8b03414d8d87da4b062242ddb9",2,5,,5,,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,1,5,1
"H1310701",22,"5abb4c8b03414d8d87da4b062242ddb9",1,5,6,5,6,2,0,,,0,,,3,0,0,0,0,2,0,0,,0,,0,1,5,1
"81",19,"5ac46de58fdd4a6287280f189952a28f",1,1,2,1,2,1,0,,,0,,,3,0,0,0,2,0,0,0,,0,,0,6,5,1
"H2030401",19,"5b1fe04a4f46463ca627e2ec81aeea2d",2,1,,1,3,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,1,5,1
"H2030401",18,"5b1fe04a4f46463ca627e2ec81aeea2d",3,1,,1,3,2,0,,,0,,,1,2,0,0,0,0,0,0,,0,,0,5,1,1
"H2160802",18,"5b55ae8c2e124c06b88d9683995ac28c",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"H2160802",19,"5b55ae8c2e124c06b88d9683995ac28c",5,1,2,1,2,2,0,,,0,,,3,2,0,0,0,0,0,0,,0,,0,6,1,1
"H2520402",19,"5b6caf67fa4844a3afc132358c488d18",4,1,2,1,2,2,0,,,0,,,6,2,0,0,0,0,0,0,,4,80000,0,1,6,1
"H2520402",18,"5b6caf67fa4844a3afc132358c488d18",1,1,2,1,2,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,6,1
"H1770801",19,"5b9a8107f7854b3b97e9d2b5c6287ad7",0,,,,,,2,1,2,0,,,0,0,0,0,0,0,0,0,,0,,0,1,,1
"H2350903",22,"5ba24740654f468994dec57f3196f105",2,1,,1,,2,0,,,0,,,0,0,0,0,0,0,0,2,65000,0,,0,1,,1
"H1680902",13,"5bedc944beb348dd9e665ff64e4b3cfb",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1680902",22,"5bedc944beb348dd9e665ff64e4b3cfb",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,3,1
"H1680902",14,"5bedc944beb348dd9e665ff64e4b3cfb",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1680902",15,"5bedc944beb348dd9e665ff64e4b3cfb",,,,,,,,,,,,,,,,,,,,,,,,,,,
