hhid,h10q1,h10q2,h10q3,h10q4,h10q5a,h10q5b,h10q6,h10q7a,h10q7b,h10q7c,h10q7d,h10q9,h10q10,h10q11,h10q12,hh
H1651001,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H16510-05-01
H1660401,No,,,,,,No,,,,,Charcoal,No,6.0,In an outdoor space,H16604-05-01
H1660402,No,,,,,,No,,,,,Charcoal,No,2.0, In a room in the dwelling not just devoted to cooking,H16604-05-02
H1660601,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H16606-05-01
H1660602,No,,,,,,No,,,,,Open fire,No,2.0,In an outdoor space,H16606-05-02
H1660701,No,,,,,,No,,,,,Charcoal,Yes,3.0, In a room in the dwelling not just devoted to cooking,H16607-05-01
H1660901,Yes,24.0,Other (specify),,5000.0,30.0,No,,,,,Charcoal,No,3.0,In an outdoor space,H16609-05-01
H1660902,Yes,23.0,Bill from power company,36.0,30000.0,30.0,No,,,,,Charcoal,No,9.0,In a separate kitchen,H16609-05-02
H1661101,No,,,,,,No,,,,,Charcoal,No,3.0,In an outdoor space,H16611-05-01
H1670101,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H16701-05-01
H1670201,No,,,,,,No,,,,,Open fire,Yes,5.0,In a separate kitchen,H16702-05-01
H1670202,No,,,,,,No,,,,,,,,,H16702-05-02
H1670301,No,,,,,,No,,,,,Open fire,Yes,3.0,In a separate kitchen,H16703-05-01
H1670302,No,,,,,,No,,,,,Open fire,Yes,2.0,In a separate kitchen,H16703-05-02
H1670401,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H16704-05-01
H1670402,No,,,,,,No,,,,,Open fire,No,2.0,In an outdoor space,H16704-05-02
H1670501,No,,,,,,No,,,,,Open fire,Yes,2.0,In a separate kitchen,H16705-05-01
H1670701,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H16707-05-01
H1670801,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H16708-05-01
H1670901,No,,,,,,No,,,,,Open fire,Yes,3.0,In a separate kitchen,H16709-05-01
H1671001,No,,,,,,No,,,,,Open fire,Yes,5.0,In a separate kitchen,H16710-05-01
H1680201,No,,,,,,No,,,,,Open fire,Yes,3.0,In a separate kitchen,H16802-05-01
H1680301,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H16803-05-01
H1680401,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H16804-05-01
H1680402,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H16804-05-02
H1680601,No,,,,,,No,,,,,Open fire,Yes,3.0,In a separate kitchen,H16806-05-01
H1680602,No,,,,,,No,,,,,Open fire,Yes,2.0,In a separate kitchen,H16806-05-02
H1680701,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H16807-05-01
H1680801,No,,,,,,No,,,,,Open fire,Yes,2.0,In a separate kitchen,H16808-05-01
H1680902,No,,,,,,No,,,,,Charcoal,No,4.0,In an outdoor space,H16809-05-02
H1680903,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H16809-05-03
H1681002,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H16810-05-02
H1681003,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H16810-05-03
H1700201,No,,,,,,No,,,,,Open fire,No,3.0,In an outdoor space,H17002-05-01
H1700202,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H17002-05-02
H1700301,No,,,,,,No,,,,,Open fire,Yes,4.0,In a separate kitchen,H17003-05-01
H1700501,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H17005-05-01
H1700601,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H17006-05-01
H1700701,No,,,,,,No,,,,,,,,,H17007-05-01
H1700702,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H17007-05-02
H1700703,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H17007-05-03
H1700801,No,,,,,,No,,,,,Open fire,Yes,2.0,In a separate kitchen,H17008-05-01
H1700901,No,,,,,,No,,,,,Open fire,Yes,3.0,In a separate kitchen,H17009-05-01
H1700902,No,,,,,,No,,,,,Charcoal,No,2.0, In a room in the dwelling not just devoted to cooking,H17009-05-02
H1701001,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H17010-05-01
H1701002,Yes,24.0,Pay fee to neighbor,,8000.0,30.0,No,,,,,Charcoal,No,4.0,In an outdoor space,H17010-05-02
H1701003,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H17010-05-03
H1710201,No,,,,,,No,,,,,Open fire,Yes,3.0,In a separate kitchen,H17102-05-01
H1710301,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H17103-05-01
H1710501,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H17105-05-01
H1710701,No,,,,,,No,,,,,Open fire,Yes,4.0,In a separate kitchen,H17107-05-01
H1710801,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H17108-05-01
H1710901,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H17109-05-01
H1720101,No,,,,,,No,,,,,Charcoal,No,3.0, In a room in the dwelling not just devoted to cooking,H17201-05-01
H1720201,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H17202-05-01
H1720202,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H17202-05-02
H1720301,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H17203-05-01
H1720501,No,,,,,,No,,,,,Open fire,No,1.0,In a separate kitchen,H17205-05-01
H1720601,No,,,,,,No,,,,,Charcoal,No,5.0,In an outdoor space,H17206-05-01
H1720701,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H17207-05-01
H1720702,No,,,,,,No,,,,,Charcoal,No,1.0, In a room in the dwelling not just devoted to cooking,H17207-05-02
H1720801,No,,,,,,No,,,,,Open fire,No,12.0,In a separate kitchen,H17208-05-01
H1720802,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H17208-05-02
H1721001,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H17210-05-01
H1730101,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H17301-05-01
H1730801,No,,,,,,No,,,,,Open fire,No,6.0,In an outdoor space,H17308-05-01
H1730802,No,,,,,,No,,,,,Open fire,No,7.0,In an outdoor space,H17308-05-02
H1730901,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H17309-05-01
H1731001,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H17310-05-01
H1740101,Yes,24.0,Free use/illegal connections,,,,No,,,,,Efficient Wood Burning,Yes,3.0,In a separate kitchen,H17401-05-01
H1740301,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H17403-05-01
H1740401,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H17404-05-01
H1740501,No,,,,,,No,,,,,Open fire,Yes,1.0,In an outdoor space,H17405-05-01
H1740601,Yes,24.0,Other (specify),,10000.0,30.0,No,,,,,Charcoal,Yes,3.0,In an outdoor space,H17406-05-01
H1740602,No,,,,,,No,,,,,Charcoal,No,4.0,In a separate kitchen,H17406-05-02
H1740801,No,,,,,,No,,,,,Charcoal,No,3.0,In a separate kitchen,H17408-05-01
H1740901,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H17409-05-01
H1750201,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H17502-05-01
H1750301,No,,,,,,No,,,,,Open fire,No,4.0, In a room in the dwelling not just devoted to cooking,H17503-05-01
H1750401,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H17504-05-01
H1750601,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H17506-05-01
H1750701,No,,,,,,No,,,,,Open fire,Yes,4.0,In a separate kitchen,H17507-05-01
H1750801,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H17508-05-01
H1750901,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H17509-05-01
H1751101,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H17511-05-01
H1751102,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H17511-05-02
H1751103,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H17511-05-03
H1760101,No,,,,,,No,,,,,Charcoal,Yes,4.0,In a separate kitchen,H17601-05-01
H1760102,No,,,,,,No,,,,,Charcoal,Yes,2.0,In a separate kitchen,H17601-05-02
H1760201,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H17602-05-01
H1760401,No,,,,,,No,,,,,Open fire,Yes,4.0,In a separate kitchen,H17604-05-01
H1760501,No,,,,,,No,,,,,Open fire,Yes,2.0,In a separate kitchen,H17605-05-01
H1760601,Yes,24.0,Free use/illegal connections,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H17606-05-01
H1760801,Yes,2.0,Free use/illegal connections,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H17608-05-01
H1760802,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H17608-05-02
H1760901,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H17609-05-01
H1761001,No,,,,,,No,,,,,Efficient Wood Burning,Yes,3.0,In a separate kitchen,H17610-05-01
H1770101,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H17701-05-01
H1770301,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H17703-05-01
H1770401,No,,,,,,No,,,,,Open fire,Yes,3.0,In a separate kitchen,H17704-05-01
H1770501,Yes,24.0,Free use/illegal connections,,,,No,,,,,Charcoal,No,4.0,In an outdoor space,H17705-05-01
H1770701,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H17707-05-01
H1770702,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H17707-05-02
H1770801,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H17708-05-01
H1770802,Yes,9.0,Free use/illegal connections,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H17708-05-02
H1770901,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H17709-05-01
H1771001,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H17710-05-01
H1800101,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H18001-05-01
H1800102,No,,,,,,No,,,,,Open fire,No,5.0,In an outdoor space,H18001-05-02
H1800501,No,,,,,,No,,,,,Charcoal,No,8.0,In a separate kitchen,H18005-05-01
H1800502,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H18005-05-02
H1800503,No,,,,,,No,,,,,Charcoal,No,4.0,In an outdoor space,H18005-05-03
H1800701,Yes,24.0,Bill from power company,8.0,11500.0,30.0,Yes,27200.0,8.0,30000.0,12.0,Charcoal,No,9.0,In a separate kitchen,H18007-05-01
H1801001,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H18010-05-01
H1801101,Yes,24.0,Bill from power company,25.0,35000.0,30.0,No,,,,,Charcoal,No,7.0,In an outdoor space,H18011-05-01
H1801201,No,,,,,,No,,,,,Open fire,No,5.0,In an outdoor space,H18012-05-01
H1801301,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H18013-05-01
H1810101,No,,,,,,No,,,,,Open fire,No,3.0, In a room in the dwelling not just devoted to cooking,H18101-05-01
H1810201,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H18102-05-01
H1810301,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H18103-05-01
H1810302,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H18103-05-02
H1810303,No,,,,,,No,,,,,Charcoal,No,3.0, In a room in the dwelling not just devoted to cooking,H18103-05-03
H1810304,No,,,,,,No,,,,,Open fire,No,5.0,In an outdoor space,H18103-05-04
H1810401,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H18104-05-01
H1810402,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H18104-05-02
H1810403,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H18104-05-03
H1810404,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H18104-05-04
H1810501,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H18105-05-01
H1810601,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H18106-05-01
H1810701,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H18107-05-01
H1810801,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H18108-05-01
H1810901,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H18109-05-01
H1811001,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H18110-05-01
H1820101,No,,,,,,No,,,,,Open fire,No,8.0,In an outdoor space,H18201-05-01
H1820201,No,,,,,,No,,,,,Open fire,No,5.0,In an outdoor space,H18202-05-01
H1820202,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H18202-05-02
H1820203,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H18202-05-03
H1820204,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H18202-05-04
H1820205,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H18202-05-05
H1820206,No,,,,,,No,,,,,Open fire,No,9.0,In a separate kitchen,H18202-05-06
H1820301,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H18203-05-01
H1820401,No,,,,,,No,,,,,Open fire,No,7.0,In an outdoor space,H18204-05-01
H1820402,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H18204-05-02
H1820501,No,,,,,,No,,,,,Open fire,No,4.0, In a room in the dwelling not just devoted to cooking,H18205-05-01
H1820502,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H18205-05-02
H1820601,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H18206-05-01
H1820602,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H18206-05-02
H1820701,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H18207-05-01
H1820702,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H18207-05-02
H1820703,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H18207-05-03
H1820801,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H18208-05-01
H1820802,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H18208-05-02
H1820901,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H18209-05-01
H1820902,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H18209-05-02
H1821001,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H18210-05-01
H1821002,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H18210-05-02
H1821003,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H18210-05-03
H1821004,No,,,,,,No,,,,,Charcoal,No,5.0,In an outdoor space,H18210-05-04
H1821005,No,,,,,,No,,,,,Charcoal,No,5.0,In a separate kitchen,H18210-05-05
H1830101,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H18301-05-01
H1830102,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H18301-05-02
H1830103,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H18301-05-03
H1830104,No,,,,,,Yes,16000.0,4.0,0.0,0.0,Open fire,No,10.0,In a separate kitchen,H18301-05-04
H1830106,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H18301-05-06
H1830107,No,,,,,,No,,,,,Open fire,No,8.0,In an outdoor space,H18301-05-07
H1830108,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H18301-05-08
H1830201,No,,,,,,No,,,,,Open fire,No,3.0, In a room in the dwelling not just devoted to cooking,H18302-05-01
H1830301,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H18303-05-01
H1830501,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H18305-05-01
H1830601,No,,,,,,No,,,,,Open fire,No,10.0, In a room in the dwelling not just devoted to cooking,H18306-05-01
H1830602,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H18306-05-02
H1830701,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H18307-05-01
H1830801,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H18308-05-01
H1830901,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H18309-05-01
H1831101,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H18311-05-01
H1860101,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H18601-05-01
H1860102,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H18601-05-02
H1860103,No,,,,,,No,,,,,Open fire,No,8.0,In an outdoor space,H18601-05-03
H1860104,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H18601-05-04
H1860105,Yes,24.0,Provide in rent,,,,No,,,,,Charcoal,No,4.0,In an outdoor space,H18601-05-05
H1860201,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H18602-05-01
H1860301,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H18603-05-01
H1860302,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H18603-05-02
H1860401,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H18604-05-01
H1860501,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H18605-05-01
H1860601,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H18606-05-01
H1860701,No,,,,,,No,,,,,Open fire,Yes,5.0,In a separate kitchen,H18607-05-01
H1860801,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H18608-05-01
H1860901,No,,,,,,No,,,,,Open fire,No,12.0,In a separate kitchen,H18609-05-01
H1861001,No,,,,,,No,,,,,Open fire,Yes,8.0,In a separate kitchen,H18610-05-01
H1870801,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H18708-05-01
H1871201,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H18712-05-01
H1880101,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H18801-05-01
H1880102,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H18801-05-02
H1880201,No,,,,,,No,,,,,Open fire,No,9.0,In a separate kitchen,H18802-05-01
H1880301,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H18803-05-01
H1880401,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H18804-05-01
H1880402,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H18804-05-02
H1880501,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H18805-05-01
H1880502,No,,,,,,No,,,,,Open fire,No,5.0,In an outdoor space,H18805-05-02
H1880601,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H18806-05-01
H1880602,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H18806-05-02
H1880603,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H18806-05-03
H1880604,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H18806-05-04
H1880605,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H18806-05-05
H1880701,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H18807-05-01
H1880702,No,,,,,,No,,,,,Charcoal,No,5.0, In a room in the dwelling not just devoted to cooking,H18807-05-02
H1880801,No,,,,,,No,,,,,Open fire,No,4.0, In a room in the dwelling not just devoted to cooking,H18808-05-01
H1880802,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H18808-05-02
H1880803,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H18808-05-03
H1880901,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H18809-05-01
H1880902,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H18809-05-02
H1880903,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H18809-05-03
H1881001,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H18810-05-01
H1890201,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H18902-05-01
H1890401,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H18904-05-01
H1890501,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H18905-05-01
H1890601,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H18906-05-01
H1890701,No,,,,,,No,,,,,Open fire,No,9.0,In a separate kitchen,H18907-05-01
H1890801,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H18908-05-01
H1890901,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H18909-05-01
H1890902,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H18909-05-02
H1891001,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H18910-05-01
H1900101,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H19001-05-01
H1900102,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H19001-05-02
H1900201,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H19002-05-01
H1900401,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H19004-05-01
H1900402,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H19004-05-02
H1900501,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H19005-05-01
H1900601,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H19006-05-01
H1900701,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H19007-05-01
H1900702,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H19007-05-02
H1900801,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H19008-05-01
H1900802,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H19008-05-02
H1900803,No,,,,,,No,,,,,Open fire,No,5.0,In an outdoor space,H19008-05-03
H1900804,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H19008-05-04
H1900805,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H19008-05-05
H1900901,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H19009-05-01
H1901001,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H19010-05-01
H1910101,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H19101-05-01
H1910201,No,,,,,,No,,,,,Open fire,No,9.0,In a separate kitchen,H19102-05-01
H1910301,No,,,,,,No,,,,,Open fire,No,11.0,In a separate kitchen,H19103-05-01
H1910401,No,,,,,,No,,,,,Open fire,No,6.0,In an outdoor space,H19104-05-01
H1910501,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H19105-05-01
H1910601,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H19106-05-01
H1910701,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H19107-05-01
H1910702,No,,,,,,No,,,,,Open fire,Yes,5.0,In a separate kitchen,H19107-05-02
H1910703,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H19107-05-03
H1910801,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H19108-05-01
H1910802,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H19108-05-02
H1910803,No,,,,,,No,,,,,Open fire,No,6.0,In an outdoor space,H19108-05-03
H1910901,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H19109-05-01
H1911001,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H19110-05-01
H1920101,No,,,,,,Yes,0.0,0.0,0.0,0.0,Open fire,No,8.0,In a separate kitchen,H19201-05-01
H1920301,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H19203-05-01
H1920401,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H19204-05-01
H1920402,No,,,,,,No,,,,,Open fire,No,5.0, In a room in the dwelling not just devoted to cooking,H19204-05-02
H1920501,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H19205-05-01
H1920503,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H19205-05-03
H1920601,No,,,,,,No,,,,,Open fire,Yes,6.0,In an outdoor space,H19206-05-01
H1920701,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H19207-05-01
H1920801,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H19208-05-01
H1921001,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H19210-05-01
H1921101,No,,,,,,No,,,,,Open fire,No,2.0,In an outdoor space,H19211-05-01
H1921201,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H19212-05-01
H1921202,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H19212-05-02
H1921203,No,,,,,,No,,,,,Charcoal,No,6.0,In an outdoor space,H19212-05-03
H1940101,No,,,,,,No,,,,,Charcoal,No,7.0,In an outdoor space,H19401-05-01
H1940201,No,,,,,,No,,,,,Open fire,No,6.0,In an outdoor space,H19402-05-01
H1940202,No,,,,,,No,,,,,Charcoal,No,4.0,In an outdoor space,H19402-05-02
H1940203,No,,,,,,No,,,,,Charcoal,No,7.0,In an outdoor space,H19402-05-03
H1940401,No,,,,,,No,,,,,Charcoal,No,7.0,In an outdoor space,H19404-05-01
H1940601,No,,,,,,No,,,,,Charcoal,No,6.0, In a room in the dwelling not just devoted to cooking,H19406-05-01
H1940701,No,,,,,,No,,,,,Charcoal,No,7.0,In an outdoor space,H19407-05-01
H1940901,No,,,,,,No,,,,,Charcoal,No,8.0,In an outdoor space,H19409-05-01
H1940902,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H19409-05-02
H1950101,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H19501-05-01
H1950201,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H19502-05-01
